# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = regression_model
# start_datetime = 2021-06-10 01:56:18 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 100
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ./regression_normal/input_b3.json
# init = 2 (Default)
# random
#   seed = 4207672065 (Default)
# output
#   file = ./regression_normal/output_b3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 888c0f6a
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,B,alpha,sigma,s
-16.8183,0.6,0.213792,2,5,1,19.152,0.043869,8.67163,2.46366,0.0565553
-16.8183,5.42756e-14,0.213792,2,3,0,17.0017,0.043869,8.67163,2.46366,0.0565553
-16.9131,0.336934,0.213792,1,3,1,17.6921,-0.00529188,8.87649,1.98387,0.0508342
-16.9131,0.143138,0.213792,1,3,0,17.2894,-0.00529188,8.87649,1.98387,0.0508342
-16.9131,5.02667e-06,0.213792,1,1,0,17.2744,-0.00529188,8.87649,1.98387,0.0508342
-16.9131,2.11845e-83,0.213792,1,1,0,18.2121,-0.00529188,8.87649,1.98387,0.0508342
-16.9131,5.67223e-10,0.213792,1,1,0,17.5647,-0.00529188,8.87649,1.98387,0.0508342
-16.9131,4.80061e-148,0.213792,1,1,0,20.036,-0.00529188,8.87649,1.98387,0.0508342
-16.9131,1.79646e-11,0.213792,1,1,0,17.5108,-0.00529188,8.87649,1.98387,0.0508342
-16.9131,7.03791e-16,0.213792,1,2,1,21.0567,-0.00529188,8.87649,1.98387,0.0508342
-16.9131,0.148773,0.213792,1,3,0,17.4768,-0.00529188,8.87649,1.98387,0.0508342
-17.6244,0.197511,0.213792,1,3,1,20.7138,0.0901434,9.04946,2.01149,0.0651166
-17.6244,3.13398e-39,0.213792,1,1,0,18.554,0.0901434,9.04946,2.01149,0.0651166
-17.6244,1.08465e-17,0.213792,1,2,1,19.1487,0.0901434,9.04946,2.01149,0.0651166
-17.6244,1.26588e-35,0.213792,1,1,0,18.1439,0.0901434,9.04946,2.01149,0.0651166
-17.6244,1.66822e-15,0.213792,2,3,0,18.2713,0.0901434,9.04946,2.01149,0.0651166
-17.3593,0.255405,0.213792,2,4,1,18.4731,-0.000975153,8.97263,1.83721,0.0490949
-17.3593,0.00166791,0.213792,1,3,1,18.1508,-0.000975153,8.97263,1.83721,0.0490949
-17.3593,7.34204e-21,0.213792,1,1,0,19.6728,-0.000975153,8.97263,1.83721,0.0490949
-17.3593,0.146755,0.213792,1,3,1,17.9746,-0.000975153,8.97263,1.83721,0.0490949
-17.3593,0.000677116,0.213792,1,3,1,17.8049,-0.000975153,8.97263,1.83721,0.0490949
-17.3593,0.0736644,0.213792,2,3,0,19.0032,-0.000975153,8.97263,1.83721,0.0490949
-17.3593,8.10373e-05,0.213792,1,3,1,18.2295,-0.000975153,8.97263,1.83721,0.0490949
-17.3593,0.15943,0.213792,2,3,0,17.8101,-0.000975153,8.97263,1.83721,0.0490949
-17.3593,0.0150232,0.213792,1,3,0,19.2786,-0.000975153,8.97263,1.83721,0.0490949
-19.4511,0.0552376,0.213792,2,3,0,21.0587,-0.037244,9.06842,1.56421,0.0593705
-19.4511,4.54591e-15,0.213792,2,4,1,20.8383,-0.037244,9.06842,1.56421,0.0593705
-19.4511,0.121248,0.213792,1,2,1,21.5133,-0.037244,9.06842,1.56421,0.0593705
-19.4511,7.79769e-21,0.213792,1,3,1,20.7193,-0.037244,9.06842,1.56421,0.0593705
-17.6749,0.326793,0.213792,1,3,1,21.5846,0.100511,9.33684,1.92135,0.0806195
-16.5999,0.583333,0.213792,3,12,1,18.6511,0.046047,9.34229,2.75081,0.106797
-16.5999,0.210356,0.213792,2,3,0,17.0859,0.046047,9.34229,2.75081,0.106797
-16.5999,0.0690769,0.213792,2,5,0,19.018,0.046047,9.34229,2.75081,0.106797
-16.5999,0.286845,0.213792,1,3,0,20.0827,0.046047,9.34229,2.75081,0.106797
-16.5999,0.0171244,0.213792,2,3,0,19.4704,0.046047,9.34229,2.75081,0.106797
-18.6773,0.0268102,0.213792,3,7,0,19.941,0.216463,9.27699,1.95578,0.111424
-17.8453,0.949118,0.213792,4,15,0,19.3774,0.362973,9.72011,3.04883,0.777948
-18.9565,0.714103,0.213792,4,15,0,21.7798,1.26838,9.8914,2.83701,1.31889
-22.7992,0.952081,0.213792,3,7,0,23.4958,2.30299,10.4661,2.96007,0.980108
-18.7253,0.975765,0.213792,3,7,0,23.7582,0.149659,9.98296,2.75009,1.93661
-18.276,0.766123,0.213792,3,15,1,20.2185,0.0268553,9.3159,2.42964,2.1066
-17.6622,0.967507,0.213792,3,7,0,19.238,-0.572214,9.22436,2.58088,1.16094
-18.6113,0.99669,0.213792,4,15,0,18.6661,1.42158,8.67712,2.23091,0.768994
-17.6086,0.976117,0.213792,3,15,0,19.3591,-0.383259,8.93865,2.59242,1.08439
-18.0421,0.979778,0.213792,3,7,0,18.5327,-0.147041,9.31587,2.27031,1.81573
-17.8004,0.897093,0.213792,3,13,0,19.4036,-0.20923,8.19693,2.64982,0.458607
-21.3205,0.875945,0.213792,4,15,0,22.8885,-0.145511,11.1682,2.43293,2.20192
-19.3372,0.914264,0.213792,3,15,0,23.3259,-1.86287,10.5709,2.39531,1.61894
-20.1687,0.978369,0.213792,2,3,0,20.2367,-1.97006,10.7397,2.74425,1.00847
-17.4508,0.989161,0.213792,4,15,0,21.0312,-0.479158,9.18513,2.76203,0.716499
-17.5576,0.894223,0.213792,3,15,0,19.6678,0.30159,8.72895,2.39678,1.245
-17.0424,0.974956,0.213792,3,7,0,19.0582,-0.255462,9.24993,2.10767,0.412307
-18.3298,0.815279,0.213792,4,15,0,21.5314,1.65831,8.28761,2.48141,1.463
-19.2629,0.818575,0.213792,3,7,0,22.4019,0.951642,8.77018,1.99066,2.67201
-20.5039,0.992609,0.213792,3,15,0,21.1223,2.84528,7.71717,2.28648,1.22204
-21.0783,0.867912,0.213792,3,7,0,21.8405,2.97057,7.64354,3.39499,1.43087
-21.2118,0.994754,0.213792,4,15,0,23.001,4.75221,7.22271,2.5492,2.79985
-19.2411,0.470851,0.213792,4,31,0,27.596,1.43887,8.59068,2.55708,2.96857
-18.129,0.985888,0.213792,3,15,0,21.1077,0.152693,8.16312,2.27105,0.866912
-19.0782,0.258754,0.213792,3,15,0,22.1191,-0.288529,8.48183,3.82832,0.451722
-17.3253,0.815497,0.213792,3,11,0,20.6689,0.0982579,9.52621,1.89421,0.237866
-16.9049,1,0.213792,2,7,0,18.2967,0.154356,9.77597,2.45981,0.213815
-17.363,0.735752,0.213792,3,11,0,19.4281,-0.178964,9.02166,2.91827,0.175834
-17.1517,0.640245,0.213792,3,7,0,19.4496,-0.412621,9.11803,2.39713,0.563443
-17.9346,0.977588,0.213792,3,15,0,19.139,-0.112239,9.43542,2.4007,1.73213
-18.3937,0.824247,0.213792,4,15,0,19.3174,-0.181507,9.18975,2.99237,1.65907
-19.1488,0.971586,0.213792,2,3,0,19.2549,-0.235976,9.15098,3.3273,1.86194
-20.7235,0.89451,0.213792,2,7,0,21.6206,-0.131386,9.19657,3.81766,2.55932
-19.7181,0.771613,0.213792,3,7,0,22.3474,0.161488,9.44385,3.63597,1.88536
-17.9514,0.993823,0.213792,4,15,0,19.9784,-0.558045,9.57204,1.99537,0.461735
-18.2563,0.9787,0.213792,3,7,0,18.9274,0.33209,9.08717,1.85596,0.232955
-18.2443,0.953772,0.213792,3,15,0,20.4131,-0.0514085,9.70704,3.09502,1.27003
-20.4001,0.816827,0.213792,3,7,0,21.0419,0.665383,9.71763,4.01622,1.6297
-19.871,0.964697,0.213792,3,15,0,21.6586,1.43347,9.77995,2.0767,2.11498
-18.1862,0.909259,0.213792,4,15,0,20.6358,-0.534701,8.85683,2.91738,0.392671
-17.0576,0.962207,0.213792,3,7,0,18.6558,0.21947,8.67907,2.21626,0.488451
-18.1021,0.882903,0.213792,3,15,0,19.9009,0.435773,7.93455,2.50058,0.613135
-19.7736,0.99052,0.213792,3,15,0,19.8018,0.273616,7.18993,3.20574,0.876364
-18.2209,0.731882,0.213792,4,15,0,22.1724,1.11194,9.05277,2.05234,1.58658
-19.9267,0.981522,0.213792,4,15,0,20.0266,2.63264,7.73292,2.05117,2.24564
-20.1558,0.957272,0.213792,3,13,0,21.2411,2.11277,8.39333,2.94549,3.36677
-19.4596,0.997941,0.213792,2,7,0,20.7928,2.72912,8.18135,2.10726,2.17289
-19.7672,0.981745,0.213792,3,15,0,21.3554,2.03606,9.68714,2.39074,1.88424
-21.7857,0.591224,0.213792,3,15,0,24.4382,3.30197,9.64619,2.58907,2.8157
-18.647,0.817288,0.213792,3,15,0,23.8406,1.53333,8.58,1.95093,1.39011
-19.5854,0.871561,0.213792,4,15,0,19.9973,0.960194,8.61906,1.75713,1.87428
-18.2554,0.991382,0.213792,4,15,0,20.2781,0.746837,8.31114,2.93903,1.26757
-19.0777,0.892313,0.213792,3,7,0,22.636,1.07097,8.62207,1.86725,1.92704
-18.1748,1,0.213792,4,19,0,20.9186,1.46288,8.51076,2.25562,1.58202
-17.7321,0.980549,0.213792,3,15,0,18.5548,1.02772,9.15657,2.22434,1.11428
-17.999,0.952976,0.213792,4,15,0,19.0023,-0.250332,8.15369,2.68129,0.555537
-16.8982,0.970025,0.213792,4,15,0,19.3793,0.174862,9.25902,2.75015,0.227052
-16.7755,1,0.213792,2,7,0,17.1253,0.196419,9.22325,2.29489,0.22042
-16.3544,0.595637,0.213792,2,5,0,17.8633,0.0309635,9.22869,2.44521,0.161437
-16.6283,0.921485,0.213792,4,19,0,16.6847,0.0447714,9.67971,2.65651,0.121166
-16.6283,0.0656947,0.213792,3,7,0,18.4329,0.0447714,9.67971,2.65651,0.121166
-16.6408,1,0.213792,3,15,0,17.0472,0.0529995,9.60014,2.59867,0.277806
-17.0575,0.807628,0.213792,3,11,0,19.2002,0.161364,9.32528,1.99009,0.366819
-17.5196,0.546735,0.213792,2,7,0,19.8506,0.292779,9.43653,2.90292,0.254071
-18.1339,0.955747,0.213792,3,7,0,18.3677,0.410026,9.5168,2.74494,0.242141
-17.4434,0.859972,0.213792,2,3,0,19.3873,-0.0631228,9.51567,1.84589,0.206532
-17.2011,0.849182,0.213792,2,7,0,19.5321,0.293247,9.18047,2.8974,0.434494
-17.446,0.951585,0.213792,4,15,0,18.7863,0.144289,8.70023,3.13476,0.325453
-18.2981,0.919533,0.213792,4,15,0,18.9263,0.304608,9.25419,1.74191,0.362078
-22.7228,0.350603,0.213792,4,15,0,25.8019,-0.914419,7.91424,4.79409,0.511014
-24.3753,0.544447,0.213792,3,7,0,26.772,-0.711579,8.17019,1.58275,0.54744
-20.1696,0.875223,0.213792,2,3,0,22.9603,-0.764672,8.05514,2.21316,0.571369
-19.6249,0.924846,0.213792,4,15,0,22.0941,-0.6572,10.4445,3.64348,1.18641
-19.7825,0.804809,0.213792,4,15,0,21.6724,-0.26139,10.3023,3.9582,0.952153
-18.9721,0.958695,0.213792,3,7,0,20.5516,0.27953,10.6047,2.30145,0.809686
-18.3939,0.889583,0.213792,3,7,0,19.6135,0.26646,10.5576,2.79186,0.609242
-17.1926,0.988076,0.213792,3,15,0,19.1201,-0.120007,8.43615,2.45348,0.236999
-18.7549,0.98727,0.213792,3,7,0,19.1094,0.185571,7.60326,2.99314,0.184196
-18.3347,0.315808,0.213792,3,15,1,23.0402,-0.276794,9.85171,2.89828,1.55581
-17.5306,0.979733,0.213792,4,15,0,18.8648,0.266102,8.6265,2.01404,0.342359
-17.8728,0.911122,0.213792,3,11,0,19.16,-0.318429,8.87005,3.03603,0.878262
-18.0704,0.96282,0.213792,3,15,0,19.2178,-0.0221971,8.8196,3.29069,0.81068
-22.1096,0.728775,0.213792,3,11,0,22.9481,1.05661,9.6946,1.59518,0.564393
-18.3335,0.99573,0.213792,3,15,0,22.8297,0.714967,9.35138,1.86487,0.634559
-19.2079,0.794214,0.213792,3,11,0,20.5706,-0.703723,9.02018,3.64249,0.991085
-19.8649,0.68407,0.213792,4,15,0,22.7477,0.923292,9.68222,1.86715,2.11057
-17.9209,0.994775,0.213792,3,15,0,21.0828,-0.0446561,10.2806,2.80835,0.792588
-18.5181,0.7388,0.213792,3,11,1,20.3799,-0.141102,9.83131,2.61796,2.02635
-17.1988,0.99416,0.213792,4,15,0,18.9266,0.319002,8.85679,2.5133,0.915193
-18.8143,0.979577,0.213792,3,15,0,19.6977,-1.30219,10.5222,2.62319,1.28634
-19.9371,0.945528,0.213792,4,15,0,20.2149,-2.28468,10.0488,3.0716,1.99084
-17.747,0.984384,0.213792,3,15,0,21.7112,0.706292,9.16933,2.86458,0.624824
-20.1907,0.875495,0.213792,3,9,0,21.1594,-0.484709,9.01027,4.32462,0.821125
-22.2649,0.653394,0.213792,1,3,0,22.3631,-0.449938,9.08758,5.46649,0.834068
-19.7686,1,0.213792,2,3,0,22.5553,-0.374727,9.11636,4.20401,0.680265
-17.4684,0.83554,0.213792,2,7,0,19.4634,-0.168532,8.81087,2.10214,0.717027
-18.237,0.857015,0.213792,3,7,0,19.2353,-0.679101,9.08854,1.98264,0.854344
-18.5105,0.732046,0.213792,3,15,0,19.6757,-0.574427,9.65941,3.40047,0.753024
-16.8696,0.631992,0.213792,4,15,0,22.5415,0.0852151,9.26758,2.89422,0.256137
-16.7528,0.725772,0.213792,2,7,0,18.0417,-0.111485,9.68865,2.56255,0.168602
-17.3466,0.960872,0.213792,3,15,0,17.5045,-0.16616,10.1341,2.67931,0.208978
-20.3189,0.750663,0.213792,3,7,0,21.4545,-0.511081,10.8325,2.40833,0.247235
-20.9629,0.374481,0.213792,2,7,0,24.4267,0.0198521,10.2205,4.89848,0.469555
-18.8423,1,0.213792,2,7,0,21.8593,0.0478658,10.7263,3.38805,0.453338
-18.4749,0.996431,0.213792,4,15,0,19.4094,-0.00308183,7.7751,2.78119,0.641856
-18.0874,0.986479,0.213792,3,15,0,20.2592,0.563403,8.12464,2.70837,1.08072
-18.7035,0.87503,0.213792,3,7,0,19.679,0.774334,7.82901,2.81666,1.31174
-17.524,0.994693,0.213792,3,15,0,19.6958,0.629239,8.59353,2.23708,0.566456
-18.4349,0.691141,0.213792,3,11,0,20.6149,1.06679,8.1608,2.3384,0.691874
-19.1626,0.800534,0.213792,4,15,0,20.7348,1.58433,8.15732,3.14066,1.06259
-20.1433,0.798131,0.213792,4,15,0,21.9092,0.254725,11.0878,3.7924,0.547733
-19.7067,0.994054,0.213792,3,7,0,20.9128,-0.535817,10.7161,3.41383,0.354814
-19.9103,0.961225,0.213792,4,15,0,21.8333,-1.06725,9.28231,2.40173,3.33045
-20.4607,0.95101,0.213792,3,15,0,21.4906,-1.83399,9.55815,3.08405,0.839655
-18.6007,0.890463,0.213792,3,7,0,22.9486,-1.39191,9.61478,2.18338,1.11863
-20.6608,0.947495,0.213792,3,15,0,21.9219,-2.97043,10.5052,2.71721,2.89966
-17.9907,0.957099,0.213792,4,15,0,21.1667,-0.509408,9.64671,2.91664,1.20591
-17.9907,0.45599,0.213792,3,11,0,28.8724,-0.509408,9.64671,2.91664,1.20591
-20.0216,0.592817,0.213792,3,15,0,22.8179,-0.850338,10.2648,3.05939,2.76229
-18.1653,0.988641,0.213792,3,15,0,22.1761,-0.448547,10.2163,2.16429,1.02626
-19.0865,0.916918,0.213792,3,7,0,20.9008,1.039,9.75377,2.09468,0.63363
-18.811,0.95579,0.213792,4,15,0,20.1735,-1.39351,9.7632,2.74481,0.873088
-18.3905,0.977414,0.213792,3,7,0,19.23,-1.18445,10.0049,2.21388,0.943839
-17.4108,0.899614,0.213792,4,15,0,20.1185,0.645371,8.71094,2.31908,0.567278
-17.0907,0.99345,0.213792,3,7,0,17.5242,-0.00347486,9.0258,2.39009,0.873316
-17.9931,0.929849,0.213792,3,15,0,18.3066,1.11198,9.05707,2.06176,0.990958
-19.0376,0.876219,0.213792,2,7,0,21.2157,1.41121,9.20762,1.87517,1.3789
-19.4471,0.749541,0.213792,4,15,0,23.1189,-0.0903441,7.88233,3.99544,0.358244
-16.8101,0.781397,0.213792,3,15,0,23.8923,0.224871,9.52713,2.47667,0.349919
-18.0905,0.933205,0.213792,2,3,0,18.3629,-0.509624,9.19057,2.31436,0.299993
-17.0398,0.778925,0.213792,3,7,0,20.13,-0.231613,9.21905,2.09986,0.462559
-17.0127,0.569031,0.213792,2,7,0,20.7152,-0.0813076,9.20367,2.46897,0.808166
-17.7193,0.940999,0.213792,4,15,0,18.6298,0.877743,8.95051,2.12565,1.23031
-17.0886,0.894485,0.213792,4,19,0,19.0259,0.0654044,8.36301,2.69587,0.165521
-17.0886,0.0831315,0.213792,3,7,0,25.1894,0.0654044,8.36301,2.69587,0.165521
-17.5977,0.879594,0.213792,2,3,0,18.3742,-0.0443158,8.35672,2.10547,0.202956
-18.0555,0.765684,0.213792,3,7,0,18.7882,0.103164,8.83403,3.56518,0.272523
-18.6217,0.885302,0.213792,3,11,0,20.5159,-0.0541263,9.75049,2.87923,1.92514
-19.6546,0.949182,0.213792,3,7,0,20.2903,-0.452186,10.052,2.16975,2.85507
-18.8257,0.866517,0.213792,3,15,1,20.7277,-0.484422,9.03647,2.56158,2.37863
-18.8893,0.663465,0.213792,3,15,0,20.997,-0.400549,9.48976,1.98605,2.14271
-17.4432,0.904474,0.213792,3,11,0,20.3606,0.182013,9.70297,1.99837,0.210246
-17.6351,0.289131,0.213792,2,3,0,22.0292,0.197846,10.1776,2.81479,0.259942
-18.4894,0.917673,0.213792,3,15,0,21.2692,0.642805,9.52297,1.97563,1.56556
-19.1333,0.697346,0.213792,3,15,0,22.6358,0.882078,8.49049,3.58615,1.0811
-20.3684,0.54404,0.213792,4,15,0,22.4685,-0.914345,10.8706,2.18619,0.499704
-20.4264,1,0.213792,4,15,0,22.0969,2.07743,6.95824,2.81909,1.39852
-19.7323,0.981943,0.213792,4,15,0,21.517,2.67819,8.1335,2.50495,3.0936
-19.91,0.987516,0.213792,2,7,0,21.0387,2.4761,8.72882,2.26288,3.2671
-20.1951,0.982681,0.213792,4,15,0,22.253,3.70306,7.86886,2.69691,2.59513
-19.7814,0.843428,0.213792,3,15,0,25.7521,1.88387,9.25769,1.90875,1.89797
-20.0253,0.996541,0.213792,3,15,0,21.1395,0.825489,7.41345,2.1937,0.846086
-19.8836,0.906593,0.213792,2,3,0,20.8558,1.0779,7.89219,3.77483,1.07751
-19.0888,0.948622,0.213792,3,7,0,20.5195,1.40136,8.14901,3.24314,1.41091
-17.4694,0.991183,0.213792,4,23,0,19.8119,-0.493595,9.56011,2.78702,0.551827
-19.6377,0.967505,0.213792,4,15,0,20.7754,1.16964,7.67067,2.14606,0.776473
-18.2503,0.995797,0.213792,2,7,0,20.7046,0.675116,8.15075,2.84152,1.21118
-19.9349,0.889154,0.213792,4,15,0,21.0636,2.23413,8.91012,3.09854,2.62829
-21.2439,0.869029,0.213792,3,15,0,21.9636,2.48429,8.84382,3.79671,2.61384
-22.4836,0.991803,0.213792,3,11,0,24.4169,1.4538,7.13957,4.80425,1.63214
-19.8521,0.90132,0.213792,4,15,0,23.7175,-0.458627,10.486,3.9901,0.533811
-18.3344,0.966081,0.213792,3,7,0,20.1777,-0.0270934,10.6143,2.92867,0.620587
-19.6305,0.894923,0.213792,3,7,0,20.5314,0.231911,10.925,3.11755,1.0905
-17.7673,0.999908,0.213792,4,15,0,19.9066,-0.339528,8.43065,2.5423,0.668784
-17.4616,0.966045,0.213792,3,11,0,18.5092,0.323298,9.89332,2.63591,0.333378
-16.9344,0.954683,0.213792,4,15,0,18.0513,0.177521,8.72364,2.32574,0.20851
-17.4251,0.946561,0.213792,4,15,0,17.7328,-0.102483,8.37653,2.24782,0.247764
-17.5208,0.953617,0.213792,3,15,0,18.3128,0.0846523,8.53584,3.18783,0.155605
-16.9333,0.935427,0.213792,4,15,0,18.1489,0.117706,9.53026,2.5553,0.633344
-18.9716,0.970618,0.213792,3,7,0,19.1554,0.520569,10.6213,2.6379,0.759836
-18.646,0.983765,0.213792,4,15,0,20.0265,-0.0820013,7.71053,2.63873,0.557315
-16.7464,0.376452,0.213792,3,15,1,19.0634,-0.0365283,8.76996,2.16846,0.11368
-16.6312,0.339127,0.213792,2,6,1,18.0684,0.0521779,8.80682,2.60506,0.214525
-18.1495,0.955462,0.213792,3,7,0,18.3391,-0.0252697,7.92912,3.12365,0.358019
-19.2785,0.886003,0.213792,2,3,0,19.6797,-0.165191,7.88854,3.80163,0.421357
-18.1929,0.956456,0.213792,4,15,0,21.3817,-0.396433,10.2029,3.06352,0.361777
-16.8256,0.812481,0.213792,3,7,0,17.7889,0.051482,9.58407,2.84735,0.0964259
-16.8256,0.000151193,0.213792,2,3,0,17.9553,0.051482,9.58407,2.84735,0.0964259
-16.8256,0.000512678,0.213792,3,13,0,19.3219,0.051482,9.58407,2.84735,0.0964259
-16.8256,5.92244e-06,0.213792,1,3,1,21.1922,0.051482,9.58407,2.84735,0.0964259
-16.8256,4.62674e-07,0.213792,1,1,0,19.4305,0.051482,9.58407,2.84735,0.0964259
-16.8256,0.0383817,0.213792,2,3,0,18.5551,0.051482,9.58407,2.84735,0.0964259
-17.0432,0.350126,0.213792,3,9,1,19.2962,0.235921,9.25031,2.04848,0.302654
-19.2951,0.651663,0.213792,4,15,0,22.4919,0.872459,10.1708,3.32941,0.876355
-18.1116,0.955834,0.213792,4,15,0,20.0319,0.317153,8.63654,3.15892,1.02052
-18.0144,0.89414,0.213792,4,15,0,19.4476,-0.232968,10.1084,1.96996,0.3427
-17.5255,0.991197,0.213792,4,15,0,20.8285,0.223851,8.56054,2.93051,0.223474
-16.9274,0.378582,0.213792,1,3,0,19.8571,0.0553903,8.67493,2.86713,0.144359
