# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = regression_model
# start_datetime = 2021-06-10 01:56:18 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 100
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ./regression_normal/input_b4.json
# init = 2 (Default)
# random
#   seed = 4207672154 (Default)
# output
#   file = ./regression_normal/output_b4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 888c0f6a
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,B,alpha,sigma,s
-18.021,0.508599,0.15648,2,5,0,21.195,-0.0775505,10.1113,1.9065,0.184748
-17.5104,1,0.15648,2,3,0,18.172,0.103233,10.247,3.01634,0.175942
-18.6602,0.813685,0.15648,4,15,0,20.7957,-0.365918,9.71867,2.74518,0.21483
-19.6163,0.957685,0.15648,4,15,0,21.1262,0.744885,10.9388,2.99598,1.67297
-19.3628,0.947022,0.15648,3,15,0,21.4434,0.0941731,10.9256,2.13062,1.36661
-18.7698,0.958956,0.15648,4,15,0,20.7625,-0.810771,9.826,2.5864,1.58324
-18.8345,0.981937,0.15648,4,19,0,20.5112,0.684504,10.4826,2.86183,1.55085
-18.2689,0.999908,0.15648,4,15,0,19.2196,0.99065,9.97083,2.31886,0.810909
-18.8503,0.950784,0.15648,3,7,0,20.9033,-0.0457596,10.2953,2.67217,2.0047
-19.359,0.997242,0.15648,3,15,0,20.049,-0.764482,10.3801,2.34866,2.33793
-17.2683,0.984871,0.15648,4,15,0,19.9328,0.245183,9.882,2.41967,0.366277
-17.7165,0.920213,0.15648,3,15,0,18.96,0.485512,9.74125,2.24231,0.524098
-19.2013,0.875064,0.15648,4,15,0,20.2918,-0.303874,10.3656,3.46563,1.29344
-19.2265,0.968014,0.15648,3,7,0,21.2231,-0.903942,9.54961,2.18682,0.831492
-19.2739,0.934649,0.15648,2,7,0,21.0402,-1.08826,9.58991,2.77718,0.740351
-20.9288,0.855757,0.15648,4,15,0,21.9214,-0.180649,10.7442,4.16365,1.66615
-20.9435,0.985019,0.15648,5,31,0,22.2913,-0.284873,10.0352,4.10629,1.95959
-21.9224,0.940913,0.15648,3,7,0,24.7011,-0.468344,10.0735,1.57181,1.42347
-21.5583,1,0.15648,4,15,0,24.4002,-0.529967,8.50098,3.78796,2.21984
-21.7096,0.999966,0.15648,3,7,0,22.0348,-0.466103,8.3965,3.80082,2.27553
-21.6424,0.996008,0.15648,3,7,0,21.9694,-0.493789,8.40541,3.90237,2.07255
-22.1596,0.983995,0.15648,3,7,0,22.4477,-0.649773,8.222,2.41847,1.81659
-18.4807,1,0.15648,4,15,0,22.2902,0.212145,8.71804,2.45824,0.507689
-21.3679,0.85776,0.15648,4,15,0,24.4739,1.47956,9.05953,3.84912,2.7997
-23.8801,0.942379,0.15648,3,7,0,25.6704,2.31595,8.58071,4.2589,0.838323
-23.1545,0.741331,0.15648,4,31,0,25.807,1.8858,9.98815,3.82665,4.56183
-19.5747,0.994911,0.15648,4,15,0,23.8777,1.28177,9.81531,1.87427,1.49359
-21.0006,0.985184,0.15648,4,15,0,24.9079,1.37164,9.39521,1.88486,3.28079
-21.5598,1,0.15648,3,15,0,23.9068,0.486534,10.1937,3.40715,3.82773
-21.2232,0.890143,0.15648,4,19,0,28.6772,0.147363,12.0951,2.54463,0.90765
-20.8702,0.958509,0.15648,2,3,0,21.936,0.142563,12.1878,2.84604,0.771714
-20.1744,0.991788,0.15648,4,31,0,21.5502,0.141066,7.71666,3.11388,0.360218
-18.2517,0.844873,0.15648,4,15,0,24.1054,-0.404856,9.35975,2.63808,0.357833
-17.8352,0.980521,0.15648,3,15,0,19.5426,0.0103985,10.2156,2.42825,1.07592
-18.1592,0.982365,0.15648,4,15,0,18.7349,-0.183352,9.3541,2.42466,0.961469
-18.5254,0.92476,0.15648,3,15,0,19.7764,0.089861,9.66439,1.98603,1.00925
-19.6783,0.868394,0.15648,3,7,0,20.4062,0.519535,9.33366,3.82428,1.13406
-18.3092,0.929867,0.15648,3,11,0,22.8586,0.749874,10.0698,2.26289,0.535781
-18.3657,0.992249,0.15648,4,15,0,19.453,1.00181,9.66816,2.8853,1.07435
-20.2017,0.884531,0.15648,3,7,0,21.8345,1.55931,9.49367,1.91202,0.793915
-19.7002,0.999105,0.15648,4,23,0,20.747,-0.202739,9.48719,2.01148,1.87437
-20.9908,0.878463,0.15648,3,7,0,21.5421,-0.079708,9.56651,3.90321,2.3681
-24.3258,0.938759,0.15648,4,23,0,30.613,1.21566,10.5994,1.56798,2.31969
-19.0955,0.915621,0.15648,3,7,0,25.4779,1.19088,10.3397,2.58563,1.87321
-18.4947,0.994202,0.15648,3,15,0,20.0194,0.473055,9.7367,2.39984,1.80617
-17.3072,0.653016,0.15648,3,15,0,20.4299,-0.0707005,10.2133,2.56761,0.526454
-17.5069,0.994318,0.15648,3,15,0,18.5336,0.233322,10.3961,2.43616,0.274392
-17.6354,0.709697,0.15648,3,7,0,19.8,0.0761015,10.5884,2.93827,0.103371
-17.0557,0.731826,0.15648,3,7,0,18.3845,0.0370587,10.4446,2.49473,0.113986
-19.1637,0.118173,0.15648,4,15,0,22.8981,0.654897,11.1371,2.83073,0.840445
-19.1786,0.87006,0.15648,4,15,0,22.5829,-0.478142,10.4384,3.65788,0.725249
-19.6896,0.98114,0.15648,2,7,0,20.9127,-0.53985,10.6589,3.85658,0.80389
-21.9876,0.937516,0.15648,3,11,0,25.053,0.3897,11.0542,2.0273,0.160049
-17.813,1,0.15648,2,3,0,22.5576,0.0318196,11.061,2.73068,0.175534
-19.9132,0.880872,0.15648,4,15,0,20.2982,0.0496403,11.3575,4.09592,0.307641
-20.9752,0.991308,0.15648,4,15,0,22.7423,-0.143021,7.44851,3.2952,0.327626
-20.2698,0.975746,0.15648,4,15,0,22.5086,-0.0958402,7.70505,3.38556,0.177059
-17.566,0.974329,0.15648,4,31,0,22.2667,-0.0732648,9.1825,2.54435,0.130334
-18.6614,0.562247,0.15648,2,7,0,23.68,0.0590298,10.0178,3.79758,0.252527
-17.9822,0.900273,0.15648,2,3,0,20.9569,0.304608,10.0086,2.82702,0.229526
-21.2119,0.856746,0.15648,4,15,0,21.861,-1.90708,11.2333,2.32624,3.26844
-21.6901,0.993687,0.15648,4,31,0,23.2361,-1.84523,8.95331,3.04746,0.995417
-19.7762,0.995708,0.15648,3,7,0,22.0503,-1.50845,9.52923,2.73804,1.41973
-20.8228,0.935024,0.15648,3,15,0,22.2796,-0.861575,9.44652,2.87132,3.27658
-18.7188,0.975346,0.15648,4,15,0,22.9169,-1.12672,10.5394,2.47209,1.31391
-20.5388,0.968612,0.15648,5,31,0,23.1686,2.04934,8.31837,2.97207,2.7766
-19.1946,0.991447,0.15648,4,31,0,24.0117,0.664773,10.2858,2.55304,2.32117
-19.9848,0.916363,0.15648,3,7,0,21.3325,0.908906,10.0228,2.21018,3.098
-20.4247,0.961927,0.15648,4,15,0,21.5753,0.292967,10.2133,2.25512,0.111665
-17.9512,0.364172,0.15648,4,15,0,25.9543,0.259905,9.06609,2.89616,0.41277
-17.4336,0.985038,0.15648,3,15,0,19.0153,0.259397,9.7917,2.27871,0.307044
-17.6509,0.989622,0.15648,3,15,0,18.6442,0.27448,9.35661,2.76945,0.51762
-18.3844,0.997627,0.15648,4,15,0,19.048,0.445029,8.78777,2.62833,0.684812
-19.6159,0.738519,0.15648,2,7,0,22.5581,0.267751,8.85884,3.91749,0.657406
-20.8826,0.947281,0.15648,2,3,0,21.1395,0.229341,8.90118,4.69097,0.632566
-18.7488,0.968079,0.15648,3,15,0,24.4029,-0.396179,10.0365,1.91433,0.790265
-21.8194,0.997931,0.15648,5,31,0,23.6494,-2.84912,11.3393,2.11898,1.60178
-19.3123,0.997223,0.15648,5,31,0,23.107,-1.19067,10.2376,2.90234,1.87983
-17.3976,0.990728,0.15648,4,15,0,19.768,0.130078,10.1681,2.81052,0.455452
-20.7065,0.941352,0.15648,4,15,0,21.1604,-0.792592,11.5161,2.10821,1.49146
-20.3796,0.996201,0.15648,3,7,0,22.2536,-1.32184,10.8764,3.06606,0.631997
-22.0693,0.865947,0.15648,5,31,0,24.4448,0.380897,10.0392,2.52138,5.39009
-21.523,0.934102,0.15648,3,15,0,25.3761,-0.411836,10.3842,2.7711,4.54777
-20.2198,0.999008,0.15648,3,7,0,22.1544,-0.545534,9.95665,2.27268,3.20088
-18.8153,0.964083,0.15648,4,23,0,21.9468,0.657935,10.0569,2.45644,2.08701
-20.4677,0.892677,0.15648,4,15,0,21.7811,-1.19684,9.38095,2.09653,0.960633
-21.6669,0.975035,0.15648,3,7,0,22.1932,-1.40147,9.71911,3.90364,0.686703
-19.2886,0.978653,0.15648,4,15,0,22.6978,1.66575,9.728,2.05898,1.14747
-19.2429,0.881266,0.15648,4,31,0,21.4887,0.0588366,8.55423,2.43786,0.826397
-18.8418,0.972448,0.15648,5,31,0,20.5554,0.373051,10.8412,2.75513,1.37776
-19.4018,0.937157,0.15648,5,31,0,21.365,-0.149479,9.31993,3.60733,0.102308
-17.0469,0.971907,0.15648,2,7,0,19.2588,0.0206999,9.61614,2.3359,0.146495
-17.139,0.927814,0.15648,4,15,0,17.9301,-0.0673838,9.59474,2.43815,0.146699
-17.4333,0.872713,0.15648,2,3,0,18.0187,-0.0833874,9.50422,2.25267,0.153304
-18.9568,0.656444,0.15648,2,7,0,21.363,-0.397218,9.44137,2.3817,0.231087
-17.9642,0.886561,0.15648,3,7,0,21.0351,0.00278868,9.74857,3.40639,0.248256
-17.7113,0.965273,0.15648,3,15,0,19.8573,-0.0462477,9.285,2.18461,0.113902
-18.0839,0.768618,0.15648,2,7,0,19.0789,0.0810272,8.96335,2.94721,0.0893752
-18.6865,0.565553,0.15648,2,5,0,21.5976,-0.152042,9.15457,3.55206,0.229227
-17.7494,0.999047,0.15648,3,15,0,20.0883,-0.238111,9.46005,2.34452,0.454727
-17.4347,0.956491,0.15648,3,7,0,19.7202,0.226811,10.2591,2.72413,0.437776
-17.387,0.996571,0.15648,3,15,0,18.112,0.0471943,9.54655,2.29965,0.420619
-17.7273,0.996452,0.15648,3,7,0,17.9272,0.342942,9.37985,2.64559,0.341955
-17.3386,0.9431,0.15648,3,15,0,19.2446,0.245341,9.98948,2.63002,0.499056
-17.0934,0.953571,0.15648,3,15,0,19.3974,0.0665801,10.3723,2.52994,0.200777
-17.7672,0.905031,0.15648,3,7,0,18.3395,-0.00369018,10.3773,3.22681,0.263553
-17.6797,0.979409,0.15648,4,23,0,18.8517,-0.228331,10.0951,2.19779,0.655645
-19.6735,0.863947,0.15648,4,31,0,21.8652,1.67681,8.43741,2.32278,1.4
-19.1813,0.953175,0.15648,3,7,0,20.2087,1.635,8.9778,2.13697,1.32469
-18.7247,0.996126,0.15648,4,23,0,20.1231,0.768495,9.02644,3.11075,1.05786
-18.1039,0.992418,0.15648,3,15,0,19.2953,0.27894,9.57071,2.51855,1.32915
-18.3421,0.997789,0.15648,3,11,0,19.191,0.922346,9.04511,2.52631,0.976788
-19.3823,0.966823,0.15648,4,15,0,19.701,1.78272,9.02386,2.07992,1.67975
-19.9088,0.889803,0.15648,4,15,0,21.6719,2.01226,9.67639,2.72791,0.969098
-19.4026,0.998707,0.15648,3,15,0,21.2836,2.14869,9.25056,2.21096,1.31604
-18.605,0.993634,0.15648,4,27,0,20.0464,0.216938,9.06617,2.95475,1.18135
-18.6104,0.978581,0.15648,4,15,0,19.2787,0.871285,9.39016,2.03135,0.850767
-20.1594,0.97743,0.15648,4,15,0,21.3177,1.76277,9.41836,2.22937,3.3206
-19.2625,0.959636,0.15648,5,31,0,21.5018,-0.920294,11.0362,2.15505,1.00548
-20.0655,0.915705,0.15648,3,7,0,21.0936,-1.27239,10.9235,3.44314,0.851833
-24.3459,0.996155,0.15648,3,15,0,26.6697,-3.0146,9.75559,3.34091,5.27683
-24.2761,0.9143,0.15648,3,7,0,28.6441,-3.44753,10.0694,2.39251,1.25522
-23.6402,1,0.15648,3,15,0,25.2907,-3.27388,10.1926,2.64166,1.15695
-21.5361,0.959135,0.15648,4,31,0,26.1738,-2.31745,9.50335,3.49468,1.98528
-20.8261,0.977795,0.15648,4,15,0,22.4645,-2.29165,10.6777,3.45481,1.80173
-21.0727,0.975734,0.15648,4,15,0,23.3722,-2.42543,11.1876,2.20911,2.54309
-22.0151,0.924479,0.15648,4,15,0,23.1071,-2.17556,12.2933,2.56964,1.30515
-20.8387,0.94685,0.15648,5,31,0,23.9532,3.08762,8.33735,2.0896,2.03502
-20.2218,0.928438,0.15648,4,23,0,22.2955,2.79764,9.86567,2.76259,2.14443
-20.1323,0.966261,0.15648,4,15,0,21.4464,1.90296,9.89117,2.06034,2.52735
-18.319,0.936304,0.15648,4,15,0,22.4369,-0.744303,9.94516,2.69605,1.08073
-18.3697,0.988393,0.15648,4,15,0,18.7964,-0.51699,9.91107,2.2241,1.19719
-18.3009,0.999269,0.15648,4,23,0,19.0381,-0.293078,11.059,2.76646,0.669916
-18.6154,0.943636,0.15648,4,15,0,22.6861,0.323315,9.05769,2.75765,1.35832
-19.543,0.959048,0.15648,4,31,0,21.3942,-0.770126,9.09428,2.8487,1.5543
-20.3793,0.974468,0.15648,4,31,0,22.6575,0.88033,11.3251,3.23565,0.592233
-21.638,0.99841,0.15648,4,15,0,22.7759,-0.47021,8.61837,3.22545,3.07486
-19.1376,0.997037,0.15648,4,15,0,22.6418,0.584937,9.07566,2.88649,1.90331
-19.3819,0.971802,0.15648,2,3,0,19.6323,0.563793,9.06196,3.25587,1.69517
-18.6222,0.998937,0.15648,3,15,0,19.8101,0.812127,8.95318,2.61476,1.38075
-17.4792,0.979829,0.15648,4,31,0,19.527,-0.120893,10.2598,2.54874,0.11297
-19.8467,0.610461,0.15648,2,3,0,20.374,0.246756,10.2866,2.98591,0.108343
-17.7289,1,0.15648,4,15,0,19.5645,-0.208901,10.4344,2.77599,0.695954
