# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = regression_model
# start_datetime = 2021-06-10 01:56:18 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 100
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ./regression_normal/input_b1.json
# init = 2 (Default)
# random
#   seed = 4207671881 (Default)
# output
#   file = ./regression_normal/output_b1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 888c0f6a
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,B,alpha,sigma,s
-16.9087,0.917429,0.199929,4,15,0,19.1834,0.0607939,9.53834,2.80548,0.710903
-16.9749,0.985953,0.199929,2,7,0,18.9074,-0.0499229,9.23667,2.61438,0.895986
-17.0341,0.941986,0.199929,4,15,0,18.2683,-0.269291,10.542,2.44988,0.336176
-16.6564,0.848504,0.199929,3,15,0,18.3542,0.105848,10.1317,2.72388,0.208471
-16.6868,0.996632,0.199929,4,19,0,17.4701,0.0960499,9.6377,1.953,0.514618
-18.8246,0.872632,0.199929,4,15,0,19.5526,-0.260587,10.3962,3.35183,1.4541
-19.5122,0.813636,0.199929,3,15,1,21.0871,0.0182884,10.4751,1.65861,0.809408
-19.5792,0.983146,0.199929,3,7,0,21.6355,-0.498568,8.51489,2.57986,2.25187
-19.6294,0.992584,0.199929,3,7,0,20.3807,-0.117293,8.47983,2.72266,2.59796
-17.7136,0.998395,0.199929,3,7,0,20.2098,-0.280728,9.30314,2.23977,1.68351
-18.9487,0.828546,0.199929,4,15,0,19.7146,0.743534,9.81967,3.50935,0.592317
-18.839,0.968884,0.199929,4,15,0,21.7944,-1.91043,10.2671,2.5828,1.10376
-19.2529,0.982428,0.199929,4,31,0,19.7268,1.69551,9.30418,2.756,0.843336
-20.3973,0.989657,0.199929,4,15,0,21.795,-0.058262,7.63456,3.7765,1.12492
-18.9553,1,0.199929,4,15,0,21.1228,0.219753,10.7802,2.69409,1.75507
-17.6603,0.961446,0.199929,3,15,0,19.9858,-1.215,10.0659,2.27489,1.23568
-17.7993,0.992234,0.199929,3,7,0,18.2909,-1.10641,9.65269,2.35118,1.31619
-17.1549,0.893378,0.199929,3,15,0,19.0851,-0.112315,10.2816,2.01129,0.669391
-17.2979,0.974952,0.199929,4,15,0,18.0988,-0.431892,9.78937,2.71825,1.11975
-18.3836,0.994215,0.199929,3,15,0,19.0005,-1.54713,10.3528,2.68651,1.80923
-16.5357,0.997638,0.199929,4,15,0,18.9329,0.0536442,9.68145,2.57841,0.598353
-16.9607,0.995275,0.199929,3,7,0,17.0534,-0.499998,9.62376,2.10307,0.736881
-17.425,0.987235,0.199929,4,15,0,18.3792,0.545382,9.88237,2.56118,1.18707
-17.1007,0.972801,0.199929,4,15,0,18.1357,0.588157,9.70622,2.16944,0.555726
-17.7812,0.858851,0.199929,4,15,0,19.5869,-0.493499,10.604,2.80758,1.07056
-18.6905,0.994349,0.199929,3,7,0,19.3228,-0.636543,10.4233,2.0401,2.34678
-17.3114,0.977152,0.199929,4,15,0,20.9516,0.153344,10.4361,2.76738,0.588891
-19.5099,0.736101,0.199929,2,3,0,21.3267,0.327845,10.8805,1.94902,0.563721
-19.5682,0.890333,0.199929,4,15,0,22.8983,-0.306185,11.5683,2.77741,1.19336
-18.9507,0.80754,0.199929,3,7,0,21.3238,-1.14439,10.3546,3.06957,0.64331
-17.0456,1,0.199929,3,7,0,19.7371,-0.682599,9.90254,2.44856,0.827304
-17.5359,0.990583,0.199929,4,15,0,18.088,1.04592,8.80569,2.17417,0.956642
-18.4438,0.806102,0.199929,4,15,0,19.4583,-1.35352,9.93357,1.97634,0.931153
-17.3721,0.990892,0.199929,2,7,0,19.8513,-0.64,10.0207,2.46566,1.37467
-16.8787,0.923116,0.199929,4,15,0,18.5657,-0.0407566,9.41158,3.09033,0.186723
-17.2392,0.721891,0.199929,2,5,0,19.3724,0.141835,9.86169,2.60859,0.0954704
-17.1841,0.360487,0.199929,1,3,0,18.1252,-0.18043,9.92213,2.37139,0.115711
-16.999,0.963165,0.199929,2,3,0,18.1038,0.0828824,10.0208,1.85987,0.142924
-17.3335,0.875768,0.199929,3,15,0,17.8957,-0.116535,9.94217,3.23789,0.198758
-16.5045,0.599028,0.199929,3,11,1,18.346,0.0874591,10.1461,2.31141,0.114014
-16.6196,0.500806,0.199929,1,3,0,17.1221,-0.00542901,10.1995,1.97441,0.096959
-16.5931,0.40528,0.199929,2,5,0,18.0469,-0.0529876,10.1451,2.79951,0.116247
-17.2678,0.685077,0.199929,2,5,0,18.1102,-0.0271786,9.98447,3.312,0.0827393
-17.2678,0.21524,0.199929,2,3,0,18.1206,-0.0271786,9.98447,3.312,0.0827393
-17.2678,0.000358256,0.199929,3,9,1,20.9184,-0.0271786,9.98447,3.312,0.0827393
-17.2594,0.992882,0.199929,3,15,0,18.5856,-0.0648578,9.98175,3.05627,0.591112
-19.0866,0.886245,0.199929,2,3,0,19.284,0.0621941,10.3758,1.66737,0.6754
-17.0034,1,0.199929,2,3,0,18.5721,-0.0371055,10.3802,2.19425,0.617206
-17.2268,0.894984,0.199929,4,15,0,17.9758,-0.251207,9.9803,3.02712,0.313302
-18.0213,0.965691,0.199929,2,7,0,19.4561,-0.6502,9.98246,1.79442,0.527541
-17.6289,1,0.199929,2,7,0,21.0469,-0.419982,9.3505,2.76058,0.290559
-16.5201,0.723955,0.199929,3,7,0,21.7283,0.184477,9.59406,2.6774,0.338254
-16.3746,0.982249,0.199929,4,23,0,17.0175,0.0655373,10.0647,2.54107,0.109186
-16.3746,0.0952743,0.199929,2,3,0,19.6907,0.0655373,10.0647,2.54107,0.109186
-16.1632,0.792814,0.199929,4,15,0,17.0621,-0.085411,9.89698,2.32044,0.268862
-15.9997,0.761886,0.199929,3,9,0,16.9456,0.0513812,9.55203,2.31213,0.146443
-16.448,0.888477,0.199929,3,9,0,16.8639,-0.0597235,9.77556,1.93583,0.148053
-17.2356,0.116966,0.199929,2,3,0,21.2899,0.197718,9.98967,2.83958,0.170778
-18.4993,0.925856,0.199929,2,3,0,19.3777,0.0453722,10.0935,3.89041,0.170572
-17.0313,0.972222,0.199929,2,7,0,19.2147,-0.0462343,10.1463,3.1072,0.122042
-17.3278,0.388773,0.199929,3,15,0,18.3818,-0.119449,10.7065,2.84639,0.287824
-16.3485,0.574172,0.199929,3,11,1,18.3319,0.0596364,10.0716,2.54883,0.111518
-17.5518,0.217599,0.199929,2,6,1,20.5443,0.0163828,9.74275,3.44156,0.242285
-16.8676,0.987254,0.199929,2,7,0,18.5839,0.315353,9.67215,2.69739,0.332665
-17.8859,0.983291,0.199929,3,7,0,18.519,-0.373248,8.97503,2.1118,0.274832
-17.4264,1,0.199929,3,15,0,19.6076,-0.124526,8.92155,2.68587,0.990016
-16.5347,0.978158,0.199929,4,15,0,17.6774,-0.102394,10.1171,2.52278,0.460856
-17.7671,0.971867,0.199929,3,15,0,19.507,-0.616269,10.812,2.47016,0.523727
-16.7506,0.959753,0.199929,3,15,0,18.668,0.355892,8.96708,2.36149,0.525705
-18.8245,0.833315,0.199929,4,15,0,19.7866,-0.294996,9.74097,1.78787,0.149479
-16.1227,0.432201,0.199929,2,7,0,19.785,-0.00683074,10.0592,2.21467,0.117264
-16.1227,0.322722,0.199929,2,3,0,17.8583,-0.00683074,10.0592,2.21467,0.117264
-16.1493,0.816952,0.199929,3,7,0,16.4341,-0.103665,9.74506,2.27803,0.176661
-16.7096,0.803223,0.199929,2,7,0,17.5398,0.116254,9.34591,2.76294,0.127436
-16.3544,0.711088,0.199929,4,15,0,17.4002,0.167905,9.87269,2.26733,0.323789
-18.3149,0.966649,0.199929,4,15,0,18.7816,0.366373,9.33596,2.44599,2.47315
-17.8298,0.893073,0.199929,2,3,0,19.9281,0.429541,9.56198,2.59604,1.84385
-17.0793,0.997862,0.199929,4,15,0,18.5497,-0.348236,9.39222,2.56394,0.970702
-17.9002,0.754418,0.199929,3,11,0,19.8935,-0.458466,9.34552,1.99042,1.421
-17.9147,0.791708,0.199929,3,13,0,19.2758,-0.380343,9.60107,3.24867,0.860752
-17.0685,0.943724,0.199929,2,7,0,21.2716,-0.301961,9.93224,2.23003,1.19718
-16.2821,0.99517,0.199929,4,15,0,17.3965,0.14024,9.27049,2.35351,0.333154
-17.3734,0.852505,0.199929,2,7,0,20.5612,-0.194244,8.93255,3.01695,0.263948
-19.2052,0.701727,0.199929,3,10,1,20.8744,0.523464,9.51006,3.60894,1.52708
-18.0956,0.904007,0.199929,4,15,0,21.2589,-0.904057,10.6998,2.06701,1.39399
-18.2168,0.997185,0.199929,3,15,0,19.8758,0.226812,10.0598,2.68082,1.95447
-21.186,0.846873,0.199929,3,15,0,22.0947,1.03031,10.3722,2.03429,3.20835
-20.8287,0.435525,0.199929,2,3,0,23.8571,1.02755,10.316,3.50609,2.70003
-20.2752,0.952692,0.199929,3,15,0,23.6763,2.48856,8.88927,3.017,1.15979
-23.0382,0.798979,0.199929,3,7,0,23.609,2.05741,8.60526,3.64335,5.24632
-21.6856,1,0.199929,2,3,0,23.5804,1.94769,8.6817,3.51879,4.10052
-20.8611,0.950044,0.199929,3,15,0,23.3124,1.36299,8.73032,1.65765,3.00691
-20.8611,0.0703711,0.199929,2,3,0,26.8681,1.36299,8.73032,1.65765,3.00691
-18.3733,1,0.199929,3,15,0,21.9049,0.237872,8.56723,3.31588,0.939504
-18.0979,0.686039,0.199929,4,15,0,23.7825,0.348249,10.6146,2.53417,0.264642
-18.9143,0.790015,0.199929,4,15,0,20.7834,-0.117847,8.92546,4.00313,0.292084
-17.368,0.923428,0.199929,3,15,0,22.1317,0.610573,8.6788,2.64565,0.652402
-19.0698,0.781753,0.199929,3,11,0,22.5405,0.541067,9.09329,1.60048,0.559359
-17.1459,1,0.199929,3,7,0,19.8095,0.619379,9.81002,2.35751,0.88019
-18.2737,0.979479,0.199929,3,15,0,19.019,1.38983,9.38739,2.3801,0.834406
-18.0355,0.994457,0.199929,4,15,0,19.1275,0.548287,8.8845,2.40766,2.0026
-18.8195,0.993237,0.199929,3,7,0,19.0743,0.630857,8.39115,2.44139,2.24548
-17.6458,0.981976,0.199929,3,7,0,19.2649,0.366361,8.95848,2.48802,1.58765
-18.1384,0.678195,0.199929,3,11,1,23.2256,0.180071,8.02278,2.9297,0.321038
-16.4839,0.992934,0.199929,3,11,0,18.8682,0.0219862,9.01667,2.25857,0.342453
-17.1209,0.91005,0.199929,4,23,0,17.6109,0.162137,9.60132,1.82242,0.190073
-17.574,0.541833,0.199929,2,5,0,19.3767,-0.00319699,8.97007,3.45802,0.0972785
-17.574,0.166258,0.199929,2,3,0,20.139,-0.00319699,8.97007,3.45802,0.0972785
-17.5036,0.69203,0.199929,2,6,1,19.5119,0.00526281,9.44662,1.69987,0.278934
-16.206,0.899781,0.199929,1,3,0,17.9184,0.0164831,9.45818,2.56851,0.269296
-16.5583,0.995456,0.199929,2,7,0,16.7368,0.0511014,8.99681,2.1539,0.305535
-17.4639,0.943713,0.199929,3,15,0,18.0505,-0.440621,9.01604,2.77504,0.542527
-19.332,0.993333,0.199929,3,15,0,19.5795,0.00157572,11.3382,3.39952,0.738767
-18.6322,0.997698,0.199929,3,7,0,20.0297,-0.862899,11.2499,2.82865,0.810175
-17.7824,0.97525,0.199929,4,15,0,20.3051,1.25155,8.92881,2.08231,1.04329
-18.876,0.860572,0.199929,4,15,0,19.6769,1.30115,7.98472,2.97786,1.4778
-21.2306,0.82471,0.199929,4,15,0,21.6825,2.04858,7.83044,4.11169,1.4137
-18.0832,0.959571,0.199929,3,11,0,22.0469,0.701955,8.24782,2.31993,1.08782
-17.6699,0.961571,0.199929,3,15,0,18.9537,0.646081,8.80916,2.89104,1.02493
-21.9953,0.688786,0.199929,2,7,0,23.9222,0.823926,8.69431,1.42824,1.25411
-20.2926,0.942991,0.199929,3,15,0,24.6783,0.377663,9.02538,4.54854,0.618957
-16.9755,0.913047,0.199929,2,7,0,20.8334,0.515184,9.52728,2.15798,0.450557
-17.2675,0.971185,0.199929,3,15,0,17.5028,-0.584802,9.8866,1.94438,0.697029
-16.9781,1,0.199929,3,15,0,17.4144,-0.523984,10.0769,2.52724,0.828436
-17.8182,0.926622,0.199929,2,7,0,19.155,-0.630556,10.1514,2.01635,0.390561
-19.012,0.689702,0.199929,4,19,0,22.8373,2.2491,8.63884,2.70997,1.32428
-17.2125,0.989104,0.199929,4,23,0,20.2532,-0.237961,9.38924,2.44611,1.2605
-19.0392,0.97197,0.199929,3,7,0,20.0975,-1.05843,10.7631,2.08786,0.522757
-17.7204,0.957242,0.199929,3,7,0,19.8895,-0.820412,10.7753,2.32101,0.986275
-20.0352,0.756377,0.199929,4,15,0,21.89,0.810909,8.89257,1.76827,0.353795
-22.2691,1,0.199929,4,15,0,22.6497,0.0331338,10.7831,3.80741,3.70158
-20.8755,0.84342,0.199929,3,7,0,23.7131,0.0262837,10.943,2.31734,3.41844
-19.0697,0.807061,0.199929,3,7,0,22.5709,-1.10204,10.3101,2.99308,0.56267
-18.322,1,0.199929,2,3,0,19.0644,-1.08745,10.3473,2.53186,0.587168
-18.0309,0.989383,0.199929,4,15,0,19.3033,1.40775,8.67471,2.15075,0.992586
-17.6018,0.981076,0.199929,4,15,0,20.7198,-0.0949952,10.6981,2.58052,0.837316
-17.4973,0.932388,0.199929,4,15,0,19.1525,0.426296,8.43107,2.5435,0.671378
-16.7551,0.985048,0.199929,3,15,0,19.6632,0.350673,9.54829,2.18128,0.319586
-18.2718,0.757868,0.199929,3,7,0,20.7984,-0.992142,10.2345,2.51785,0.527791
-18.3199,0.929038,0.199929,4,15,0,19.5887,0.349212,10.1659,3.13828,1.26847
-16.6681,0.871718,0.199929,3,7,0,20.8313,-0.0910223,8.95681,2.18487,0.183932
-16.6681,0.502223,0.199929,2,7,0,19.8084,-0.0910223,8.95681,2.18487,0.183932
-19.5386,0.874609,0.199929,4,31,0,21.0422,0.401049,7.48368,2.61291,0.662529
-18.039,0.995575,0.199929,4,15,0,19.8411,0.470543,10.4189,2.93038,0.857526
-19.4375,0.977071,0.199929,3,15,0,21.9235,-0.481351,8.53184,2.12953,1.53701
-17.906,0.946346,0.199929,4,15,0,19.943,-0.317101,8.70106,2.64281,1.04785
-16.8455,0.926967,0.199929,4,15,0,19.0461,-0.29954,9.58422,2.46658,0.913477
-17.3801,0.913893,0.199929,4,15,0,17.9425,-0.199587,9.26739,3.04337,0.670662
-19.4195,0.97485,0.199929,4,15,0,20.0257,0.529871,10.8563,2.12085,0.49375
-19.2776,0.88371,0.199929,3,7,0,20.6698,-0.572862,8.84423,1.91297,0.404903
-18.5927,0.978583,0.199929,4,31,0,20.4613,0.320237,10.9628,3.07559,0.54997
-19.7987,0.996102,0.199929,4,15,0,20.806,-0.397082,8.33159,2.47999,2.13826
-20.1116,0.756045,0.199929,2,3,0,21.7209,-0.396439,8.51769,2.37564,2.79788
-18.2439,0.588133,0.199929,3,15,1,25.1197,0.081159,10.1546,2.63619,2.00888
-20.0063,0.960456,0.199929,4,15,0,21.1031,1.98044,7.45097,2.16474,1.55917
-19.1483,0.926215,0.199929,2,3,0,20.4828,1.98182,7.67509,2.55959,1.50057
-18.6805,0.88713,0.199929,4,15,0,21.5236,-0.823579,10.5201,2.75772,0.424268
-18.2092,0.995578,0.199929,4,15,0,19.6991,-0.428403,11.0964,2.30582,0.679157
-19.7053,0.972372,0.199929,4,15,0,19.8767,-1.87008,9.53931,2.9304,2.22681
-18.603,0.967649,0.199929,3,11,0,21.108,-0.789327,9.0662,2.05039,1.3173
-19.2319,0.992048,0.199929,4,15,0,21.5757,0.167582,7.72972,2.7806,0.983391
-21.3546,0.859639,0.199929,2,7,0,23.2743,0.819303,6.78454,3.86236,0.709836
-21.8519,0.997037,0.199929,4,15,0,24.1612,0.662139,6.57477,3.1866,1.36324
-19.1424,0.716212,0.199929,4,15,0,24.2884,1.1315,7.64705,2.87897,1.1941
-18.9618,0.881539,0.199929,4,15,0,25.9785,1.76013,9.44948,2.88276,1.19643
-20.1136,0.990722,0.199929,4,15,0,21.6633,2.81416,9.14239,2.82492,2.46173
-18.9227,0.9806,0.199929,3,15,0,20.9709,2.08298,9.28721,2.27718,1.52723
-18.6515,0.86102,0.199929,4,15,0,20.4504,0.282246,8.1025,2.3272,1.06866
-18.005,0.890471,0.199929,4,15,0,19.6145,0.809535,8.58344,2.15363,0.535288
-19.7612,0.927635,0.199929,3,15,0,22.2695,1.41147,7.61544,3.03752,0.827183
-20.5355,0.971673,0.199929,3,7,0,20.9074,1.34429,7.48141,3.39172,0.726141
-18.3621,0.992309,0.199929,4,15,0,22.2057,0.384571,10.3226,2.893,1.50624
-18.6056,0.950623,0.199929,4,15,0,20.9486,-1.00506,11.1807,2.36817,0.727085
-18.4669,0.932155,0.199929,4,15,0,20.085,-0.979207,9.18458,2.08815,1.01324
-18.8681,0.842049,0.199929,4,15,0,20.4744,0.84938,10.1993,3.28478,1.04373
-17.6442,0.99948,0.199929,4,15,0,19.7195,-0.0363462,8.39679,2.21977,0.248484
-17.4084,0.893242,0.199929,4,15,0,18.7745,0.126173,8.80427,1.96725,0.493255
-17.5663,0.845077,0.199929,4,15,0,19.4047,0.757351,8.58198,2.57973,1.04366
-18.3976,0.800099,0.199929,2,3,0,20.5467,0.667435,8.64023,1.89049,1.2779
-18.6886,1,0.199929,4,15,0,19.7247,1.39127,8.52153,3.07401,1.59119
-18.0594,0.791162,0.199929,3,7,0,24.6135,1.15603,8.84021,2.86557,0.883849
-18.454,0.854857,0.199929,4,15,0,20.422,0.11851,8.03723,2.56196,0.77882
-18.4418,0.997229,0.199929,3,7,0,18.9869,0.37564,8.10008,2.95263,0.975113
-18.4666,0.989808,0.199929,4,15,0,19.2317,1.22167,8.32657,2.08114,0.852223
-20.6163,0.836649,0.199929,4,15,0,22.9528,2.11251,7.79689,3.14785,0.93192
-22.3572,0.784808,0.199929,2,3,0,23.5168,1.98441,7.55996,1.69027,1.2465
-18.9179,1,0.199929,4,15,0,22.7974,0.278342,8.80929,1.79556,1.47517
-18.5746,0.416334,0.199929,2,3,0,21.8756,0.319241,8.92883,3.29896,1.43158
-20.531,0.971058,0.199929,4,15,0,21.9351,0.733061,7.28873,2.51598,0.4978
-19.7234,0.844995,0.199929,4,15,0,22.46,1.07105,7.99421,3.27531,2.09663
-20.4545,0.901385,0.199929,3,7,0,21.1488,1.01129,8.08835,3.92365,1.77195
-19.4134,0.812106,0.199929,3,15,0,24.361,0.750178,7.75678,2.32947,1.39242
-19.4051,0.903506,0.199929,3,15,0,23.4981,-1.28919,9.69706,2.16904,0.575178
-17.5768,1,0.199929,3,7,0,19.7371,0.639195,10.1325,2.46733,0.923906
-16.3367,0.971897,0.199929,4,15,0,18.5806,0.0163533,9.85834,2.01468,0.241959
-16.9632,0.933223,0.199929,2,3,0,17.316,0.268777,9.80412,2.48934,0.210581
-17.8239,0.780244,0.199929,3,11,0,20.0578,0.00656662,9.57419,1.63746,0.248234
-17.8239,0.032948,0.199929,1,1,0,21.166,0.00656662,9.57419,1.63746,0.248234
-16.6689,1,0.199929,2,7,0,18.4219,0.0512754,9.09472,2.83124,0.277987
-17.9289,0.879805,0.199929,3,11,0,18.4317,0.0305432,9.91505,3.55719,0.353693
-18.314,0.957165,0.199929,2,7,0,18.4405,-0.165363,9.64528,1.60246,0.359102
-18.3104,0.984754,0.199929,2,7,0,19.214,-0.178949,9.5679,3.69744,0.247602
-17.4298,0.921438,0.199929,3,15,0,20.0437,-0.427837,9.91025,1.84762,0.425828
-16.9315,1,0.199929,3,7,0,17.69,-0.106495,10.1028,2.891,0.45055
-16.6279,0.971708,0.199929,3,7,0,17.4011,0.122949,10.0783,2.63056,0.395193
-17.5674,0.982758,0.199929,4,15,0,17.9052,-0.18071,10.6252,2.11031,0.711989
-17.4806,1,0.199929,4,15,0,17.9355,-0.676414,9.54427,2.77591,0.911614
-18.4145,0.953048,0.199929,4,23,0,19.3713,1.50587,9.069,2.23369,0.832193
-19.4498,0.785681,0.199929,3,7,0,20.4751,1.12401,9.48623,3.58419,1.53337
-20.6686,0.978649,0.199929,3,7,0,22.025,1.22272,9.74289,1.73748,0.586442
-19.5375,1,0.199929,4,15,0,21.5232,0.666463,10.2162,3.69741,1.25282
-22.5297,0.848708,0.199929,2,3,0,23.3418,0.757995,10.272,5.32526,1.07965
-19.563,0.721474,0.199929,3,15,0,23.3973,0.225538,9.11094,1.56083,0.973875
-17.438,0.839357,0.199929,3,15,0,22.0579,-0.0977614,10.2874,3.19643,0.142823
-18.0953,0.908277,0.199929,4,15,0,20.8604,0.666965,8.53137,3.06883,0.604364
-17.703,0.976451,0.199929,3,15,0,20.35,-0.67575,9.71149,1.87092,0.852011
-17.8985,0.987161,0.199929,3,11,0,19.4705,0.692655,9.94498,2.61797,1.48675
-20.3986,0.980005,0.199929,4,23,0,22.9169,3.59756,7.97683,2.1245,1.99456
-18.4686,0.833505,0.199929,4,23,0,25.0755,1.29602,9.4337,1.90015,1.23237
-18.598,0.754877,0.199929,3,7,0,21.722,1.00119,8.24487,2.09086,1.49046
-18.2765,0.953647,0.199929,4,15,0,20.7044,-0.0815298,8.10295,2.93202,0.513027
-17.5153,0.975983,0.199929,3,11,0,21.0867,-0.353709,10.6155,2.6028,0.956839
-17.3525,0.975181,0.199929,4,15,0,18.021,-0.821242,10.1312,2.57493,0.741435
-17.3466,0.999964,0.199929,4,15,0,17.783,-0.353834,10.2025,2.12351,1.23697
-18.8635,0.955956,0.199929,3,7,0,19.0769,-0.225828,10.7619,2.1555,1.86815
-19.7719,0.86815,0.199929,4,15,0,22.5117,0.480717,11.3042,3.23958,0.45725
-17.8451,0.900293,0.199929,4,15,0,24.2695,-0.0106974,8.35348,2.15278,0.227414
-18.5899,0.951005,0.199929,4,15,0,18.9196,-0.634424,10.6862,1.81305,0.734835
-18.5732,1,0.199929,3,15,0,19.8074,-1.28428,10.1448,3.11429,1.25994
-19.6696,0.984838,0.199929,3,15,0,20.4992,-1.58709,11.4089,1.98639,1.24467
-18.5835,0.710319,0.199929,2,7,0,23.2174,-1.59787,10.8835,2.80518,1.32841
-20.5016,0.80516,0.199929,4,15,0,23.0506,0.573837,9.77867,1.54968,0.332985
-18.354,1,0.199929,4,15,0,21.164,-0.378123,9.72831,1.65722,0.764092
-19.186,0.996125,0.199929,4,15,0,21.5018,-1.67815,11.4718,2.26941,1.42096
-18.84,0.752288,0.199929,3,15,0,21.0022,-1.85477,11.117,2.13886,1.71273
