# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = normal_mixture_model
# start_datetime = 2021-05-27 02:58:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 50
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ./ex_toy02/inputs.json
# init = 2 (Default)
# random
#   seed = 3001794802 (Default)
# output
#   file = ./ex_toy02/output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 888c0f6a
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,r,mu,sigma
# Adaptation terminated
# Step size = 0.0623868
# Diagonal elements of inverse mass matrix:
# 1, 1, 1
-90.8384,0.944476,0.0623868,2,7,0,92.5286,0.503649,-0.945832,0.371921
-91.4628,0.902434,0.0623868,3,7,0,91.9327,0.450599,-0.994739,0.342576
-91.3427,0.955679,0.0623868,2,7,0,92.6867,0.473439,-0.949527,0.340789
-91.9277,0.911844,0.0623868,2,7,0,93.9295,0.448645,-0.91439,0.371644
-91.4957,0.999869,0.0623868,3,15,0,92.4478,0.556141,-0.905101,0.347992
-92.5527,0.874806,0.0623868,3,15,0,94.2113,0.580924,-0.845205,0.36086
-91.6187,1,0.0623868,3,15,0,93.0477,0.551211,-1.0133,0.350587
-92.0359,0.950119,0.0623868,2,7,0,92.7562,0.577141,-0.84542,0.415313
-94.7445,0.811315,0.0623868,3,11,0,95.174,0.642822,-0.930062,0.465284
-93.2362,0.973881,0.0623868,2,7,0,95.1652,0.602124,-0.775893,0.422694
-92.8004,0.998879,0.0623868,3,7,0,93.3355,0.610655,-0.805555,0.435381
-92.5716,0.902014,0.0623868,4,15,0,93.6091,0.403703,-1.01481,0.344931
-93.0292,0.985609,0.0623868,3,7,0,93.4443,0.395277,-0.971265,0.391479
-92.0776,0.983703,0.0623868,3,7,0,93.6497,0.436695,-0.974051,0.400678
-90.9168,0.951636,0.0623868,3,7,0,92.6501,0.506624,-0.930966,0.361651
-91.975,0.797807,0.0623868,3,15,0,93.2564,0.44139,-0.98408,0.399593
-92.2176,0.802175,0.0623868,3,15,0,94.973,0.543328,-0.846474,0.368461
-92.9656,0.915748,0.0623868,3,11,0,95.7869,0.400801,-0.939791,0.373687
-91.3306,0.981418,0.0623868,3,7,0,93.6574,0.461107,-0.939761,0.367272
-91.1284,0.897163,0.0623868,2,3,0,92.1,0.477235,-1.01086,0.356284
-92.1558,0.778747,0.0623868,3,15,0,94.0588,0.568534,-0.993067,0.400714
-91.6176,0.865765,0.0623868,3,15,0,96.0079,0.528892,-0.872996,0.404586
-92.0242,0.999253,0.0623868,3,7,0,92.6482,0.459007,-1.0344,0.3289
-92.0515,0.967737,0.0623868,2,7,0,93.4892,0.423969,-1.01071,0.380374
-94.8466,0.690929,0.0623868,2,7,0,95.9191,0.410155,-1.14124,0.361197
-92.7695,0.921396,0.0623868,2,7,0,97.3226,0.430672,-1.02339,0.319102
-92.6684,0.993941,0.0623868,3,15,0,93.9489,0.625181,-0.856323,0.429676
-93.3945,0.958609,0.0623868,2,7,0,93.7535,0.653255,-0.879387,0.428141
-95.1915,0.885618,0.0623868,2,7,0,95.8753,0.672321,-0.927411,0.44811
-93.9141,0.987489,0.0623868,4,15,0,95.3533,0.678214,-0.80423,0.424225
-92.8532,0.997225,0.0623868,2,7,0,94.3408,0.621978,-0.843772,0.445661
-94.1292,0.998868,0.0623868,3,15,0,95.3218,0.661756,-0.754696,0.501114
-94.2036,0.949803,0.0623868,3,7,0,95.9732,0.682614,-0.82478,0.39963
-93.4391,0.978385,0.0623868,4,15,0,95.6711,0.567236,-1.012,0.308287
-95.9321,0.742597,0.0623868,3,15,0,97.2255,0.664985,-0.644023,0.582915
-92.9117,1,0.0623868,4,15,0,96.6071,0.497328,-0.924642,0.311274
-91.9973,1,0.0623868,4,15,0,93.6617,0.593217,-0.940854,0.341574
-92.631,0.965017,0.0623868,3,7,0,92.8335,0.601899,-0.813128,0.430348
-93.4236,0.645992,0.0623868,2,3,0,94.4985,0.602693,-0.929687,0.453941
-94.4479,0.965141,0.0623868,2,3,0,94.9434,0.626704,-0.709539,0.450388
-96.4193,0.807871,0.0623868,3,7,0,96.6696,0.63369,-0.645854,0.44841
-94.5282,1,0.0623868,2,3,0,95.9916,0.632263,-0.694236,0.473827
-92.6625,0.999012,0.0623868,4,15,0,94.4895,0.58292,-0.927888,0.321712
-92.4747,0.886826,0.0623868,3,15,0,93.6249,0.580517,-0.81599,0.423883
-93.2743,0.729889,0.0623868,2,7,0,95.2799,0.566976,-0.936407,0.461691
-93.3014,0.986684,0.0623868,3,7,0,95.543,0.530255,-1.08944,0.350955
-92.47,1,0.0623868,3,7,0,93.8339,0.461316,-0.981854,0.426807
-91.6819,1,0.0623868,3,7,0,92.8296,0.505281,-1.03143,0.334416
-92.6232,0.761107,0.0623868,1,1,0,92.7524,0.500612,-1.06769,0.330672
-94.1189,0.971793,0.0623868,3,7,0,94.5431,0.444964,-0.88138,0.464241
-92.7659,0.871165,0.0623868,3,7,0,95.6282,0.549933,-1.05849,0.343209
-90.9454,0.951757,0.0623868,2,7,0,95.0877,0.480918,-0.97438,0.352401
-91.2571,0.818088,0.0623868,2,7,0,92.2066,0.507541,-0.905192,0.359452
-91.2255,0.99318,0.0623868,2,3,0,91.5194,0.531726,-1.00801,0.357471
-91.1243,0.978096,0.0623868,2,7,0,92.2439,0.524931,-0.971543,0.389978
-91.5383,0.931053,0.0623868,3,7,0,91.9014,0.522878,-0.973582,0.407188
-91.9545,0.976026,0.0623868,3,15,0,92.9216,0.570477,-0.846765,0.409608
-91.7189,1,0.0623868,3,7,0,92.1267,0.584441,-0.975042,0.366158
-92.2941,0.999546,0.0623868,3,7,0,92.5673,0.620662,-0.887631,0.402083
-92.6719,0.899646,0.0623868,3,7,0,93.2772,0.591662,-0.896197,0.446727
-92.1229,0.899901,0.0623868,3,15,0,94.4875,0.48358,-1.04625,0.328156
-91.4486,1,0.0623868,3,15,0,92.0342,0.511987,-0.915772,0.409845
-91.524,0.89993,0.0623868,2,3,0,92.5834,0.525866,-0.903116,0.413554
-91.6453,0.904252,0.0623868,2,7,0,94.1932,0.555026,-0.986793,0.393079
-91.0903,1,0.0623868,2,3,0,91.7255,0.545977,-0.932916,0.390088
-91.0477,0.991565,0.0623868,3,15,0,91.5114,0.531855,-0.913353,0.385931
-90.9785,0.993952,0.0623868,3,7,0,91.1606,0.545667,-0.967751,0.365825
-90.8025,0.999224,0.0623868,3,15,0,91.0347,0.51238,-0.970526,0.367657
-93.9091,0.615789,0.0623868,3,11,0,95.6697,0.565863,-1.07037,0.394963
-93.9377,0.9957,0.0623868,2,3,0,94.7832,0.520629,-0.784188,0.393399
-91.2253,0.959588,0.0623868,2,7,0,94.2925,0.50977,-1.0197,0.357448
-93.438,0.780549,0.0623868,3,15,0,95.8009,0.422226,-0.936698,0.434557
-93.4088,0.946111,0.0623868,2,3,0,94.8284,0.42924,-0.960809,0.440273
-91.5474,0.984891,0.0623868,3,7,0,93.8665,0.54008,-1.0053,0.335987
-91.635,0.905735,0.0623868,2,5,0,92.4103,0.544975,-0.868085,0.373129
-91.6725,0.989281,0.0623868,2,7,0,92.5072,0.492089,-1.01756,0.395013
-91.6711,0.977227,0.0623868,2,7,0,92.2594,0.498728,-1.0399,0.375673
-92.458,0.995398,0.0623868,2,7,0,93.0267,0.431985,-0.91209,0.363745
-92.2103,1,0.0623868,2,3,0,92.6116,0.447011,-1.06426,0.3545
-91.8669,0.996656,0.0623868,2,3,0,92.5567,0.440641,-0.976563,0.334883
-92.2152,0.745423,0.0623868,2,7,0,94.0818,0.495125,-0.967967,0.430128
-93.6746,0.96252,0.0623868,2,7,0,94.1967,0.505264,-0.854367,0.479852
-92.0679,0.985926,0.0623868,1,3,0,94.575,0.513497,-0.885931,0.430997
-92.2892,0.940154,0.0623868,2,7,0,92.8244,0.518006,-0.838591,0.407369
-92.6287,0.97071,0.0623868,3,9,0,93.9616,0.626992,-0.939189,0.362215
-91.4108,0.996951,0.0623868,3,15,0,92.878,0.530136,-0.920058,0.410493
-93.8196,0.712941,0.0623868,2,3,0,94.2364,0.540853,-0.765957,0.422844
-93.3448,0.988908,0.0623868,4,15,0,94.2312,0.48857,-0.815759,0.4222
-92.955,1,0.0623868,1,1,0,93.4963,0.490458,-0.828869,0.414728
-91.9414,0.975713,0.0623868,2,7,0,93.4251,0.464687,-0.987691,0.410339
-93.5415,0.579145,0.0623868,2,3,0,96.689,0.460659,-1.03033,0.440982
-91.4151,0.965734,0.0623868,2,7,0,94.5073,0.485798,-1.03144,0.36842
-91.053,0.986,0.0623868,3,11,0,91.9256,0.519823,-1.00216,0.354192
-91.0371,0.999777,0.0623868,3,11,0,91.1218,0.528096,-0.910894,0.366035
-92.3152,0.915765,0.0623868,3,11,0,94.4153,0.434073,-0.92742,0.39761
-91.6988,0.940302,0.0623868,1,3,0,93.1653,0.443485,-1.01846,0.377133
-93.6712,0.807311,0.0623868,2,3,0,93.8937,0.440148,-0.854675,0.421772
-92.9572,1,0.0623868,3,15,0,94.3667,0.569495,-0.921047,0.314844
-93.9897,0.99937,0.0623868,4,31,0,95.9518,0.662552,-0.838619,0.470255
-94.7273,0.940264,0.0623868,2,3,0,94.8283,0.654498,-0.709316,0.438576
-93.545,1,0.0623868,2,7,0,95.0308,0.628285,-0.888906,0.459313
-91.5349,0.989434,0.0623868,3,7,0,94.0927,0.577232,-0.892941,0.365689
-91.4455,0.971674,0.0623868,2,3,0,91.8255,0.578093,-0.95963,0.3719
-92.2161,0.850102,0.0623868,2,3,0,92.8298,0.59054,-0.993444,0.348901
-92.763,0.998374,0.0623868,3,7,0,93.2271,0.620534,-0.81372,0.419233
-94.8591,1,0.0623868,4,15,0,95.0967,0.720317,-0.728042,0.514126
-95.6495,0.942734,0.0623868,4,23,0,97.6048,0.778773,-0.601662,0.569672
-95.5447,1,0.0623868,2,3,0,95.6551,0.777887,-0.616927,0.561902
-92.2956,0.989464,0.0623868,4,31,0,96.2494,0.455939,-1.00982,0.317682
-91.6193,1,0.0623868,3,7,0,92.6452,0.435311,-0.995935,0.353488
-93.0932,0.649694,0.0623868,2,3,0,93.5167,0.441589,-1.09808,0.358752
-91.2168,1,0.0623868,2,7,0,94.3405,0.46793,-1.00488,0.346772
-91.3602,0.898734,0.0623868,3,15,0,92.4651,0.513637,-1.02184,0.371175
-90.802,0.977457,0.0623868,2,3,0,91.5154,0.514561,-0.972666,0.357922
-91.5959,0.918981,0.0623868,3,11,0,92.4451,0.584329,-0.963678,0.366562
-91.4625,0.992084,0.0623868,3,7,0,91.7242,0.573239,-0.895791,0.365129
-92.6577,0.883576,0.0623868,2,3,0,94.3365,0.563626,-0.973661,0.312787
-95.7259,0.652755,0.0623868,3,7,0,95.9767,0.628241,-0.649764,0.469422
-96.3816,0.990045,0.0623868,5,31,0,99.3091,0.346439,-0.965014,0.446778
-97.0655,0.71952,0.0623868,2,3,0,99.5855,0.352202,-1.12865,0.435253
-93.1677,0.986119,0.0623868,3,15,0,97.8264,0.621479,-0.982,0.34365
-93.9683,0.855785,0.0623868,3,7,0,94.9229,0.614818,-0.742214,0.428725
-93.4043,0.776634,0.0623868,2,3,0,95.9424,0.580299,-0.976968,0.442633
-92.9995,1,0.0623868,2,3,0,93.7539,0.589548,-0.803641,0.388812
-91.5262,0.990596,0.0623868,3,11,0,95.1782,0.4537,-0.954603,0.387549
-91.8295,0.89011,0.0623868,2,3,0,92.6867,0.432938,-1.01787,0.37368
-90.9285,0.702339,0.0623868,2,5,0,94.1126,0.483703,-0.960913,0.371668
-90.8748,0.917291,0.0623868,3,7,0,91.8533,0.514826,-0.93024,0.366485
-92.4527,0.944841,0.0623868,3,15,0,92.6717,0.612896,-0.860161,0.370418
-91.201,0.995195,0.0623868,3,7,0,92.5549,0.566462,-0.920014,0.363799
-91.639,0.91662,0.0623868,3,11,0,93.0862,0.455136,-0.931283,0.354028
-91.1278,0.937999,0.0623868,3,11,0,94.1794,0.543993,-0.913128,0.35771
-92.3771,0.883691,0.0623868,3,7,0,94.2154,0.562528,-0.95886,0.316855
-92.2644,0.871652,0.0623868,2,3,0,93.6226,0.572348,-1.00814,0.334002
-92.0217,0.971976,0.0623868,2,3,0,92.5899,0.567938,-0.929105,0.328715
-93.5147,0.293119,0.0623868,2,3,0,96.221,0.572896,-1.06295,0.376841
-91.7144,0.891171,0.0623868,2,3,0,94.0674,0.532441,-0.909156,0.335853
-92.4125,0.963866,0.0623868,3,11,0,94.1658,0.558281,-0.988524,0.316651
-94.4105,0.925806,0.0623868,3,15,0,95.8532,0.586549,-0.960661,0.297607
-91.9644,0.600233,0.0623868,3,15,0,100.352,0.489001,-1.04904,0.383574
-91.2538,0.869084,0.0623868,2,3,0,93.0567,0.498443,-1.01763,0.343885
-91.3068,0.984398,0.0623868,2,7,0,92.2599,0.459609,-0.984211,0.343057
-92.5061,0.9508,0.0623868,3,15,0,93.0623,0.402455,-1.02076,0.360683
-93.3102,0.936054,0.0623868,1,3,0,93.9223,0.387163,-0.996107,0.337503
-92.7933,0.996234,0.0623868,2,3,0,93.4897,0.401664,-1.03742,0.344236
-92.5743,0.922968,0.0623868,3,7,0,93.5249,0.421074,-0.9211,0.375266
-91.4097,0.900272,0.0623868,3,15,0,94.6523,0.544437,-0.994955,0.382546
-91.1219,0.941946,0.0623868,2,7,0,92.5983,0.540049,-0.95197,0.341695
-91.325,0.949217,0.0623868,1,1,0,91.3361,0.539119,-0.938153,0.336694
-92.555,0.910743,0.0623868,2,3,0,92.9383,0.528759,-1.02897,0.31633
-91.4001,0.999658,0.0623868,3,15,0,93.1824,0.475591,-0.914318,0.375806
-92.0751,0.951211,0.0623868,2,3,0,92.7077,0.444651,-1.03912,0.335311
-92.7353,0.978109,0.0623868,3,7,0,93.3483,0.410859,-0.93459,0.36039
-96.0094,0.968969,0.0623868,3,7,0,96.856,0.357283,-1.10327,0.327879
-95.2822,0.804999,0.0623868,3,11,0,98.9267,0.510151,-1.10051,0.440056
-91.1656,0.967663,0.0623868,2,7,0,95.7131,0.491847,-0.975483,0.335488
-91.3949,0.921971,0.0623868,3,15,0,92.6688,0.558664,-0.978186,0.382505
-96.3104,0.666529,0.0623868,2,3,0,99.199,0.563459,-0.899033,0.287654
-92.1909,1,0.0623868,3,11,0,97.6035,0.582661,-0.90031,0.338738
-92.8117,0.671335,0.0623868,2,3,0,93.7022,0.587022,-1.02612,0.346852
-96.248,0.910358,0.0623868,3,7,0,96.5051,0.603909,-0.893332,0.29498
-95.1896,0.828128,0.0623868,3,15,0,98.1462,0.436479,-0.823042,0.468802
-92.2277,1,0.0623868,2,3,0,95.2041,0.438153,-0.983337,0.407161
-94.0766,0.790651,0.0623868,2,3,0,94.4971,0.439708,-1.0649,0.435101
-91.6357,0.948269,0.0623868,4,15,0,95.773,0.583556,-0.907136,0.355837
-91.2341,0.957938,0.0623868,2,5,0,92.3381,0.552837,-0.90576,0.394134
-91.321,0.751471,0.0623868,3,11,0,93.6976,0.518259,-0.984825,0.330589
-91.4398,0.876138,0.0623868,2,7,0,92.2933,0.510287,-1.03186,0.354883
-91.0255,0.999127,0.0623868,2,7,0,91.5353,0.50336,-0.922103,0.38004
-94.1336,0.865462,0.0623868,3,11,0,95.2504,0.576532,-0.813734,0.509593
-93.8695,0.993085,0.0623868,2,3,0,94.2884,0.572351,-0.778016,0.494041
-92.0435,0.964008,0.0623868,2,7,0,94.5985,0.577335,-0.935493,0.419569
-92.7905,1,0.0623868,3,7,0,93.1162,0.618443,-0.81201,0.40993
-92.5504,1,0.0623868,3,7,0,93.0607,0.602017,-0.861204,0.442181
-93.8244,0.788405,0.0623868,2,3,0,95.2879,0.613967,-0.752212,0.489163
-98.5996,0.953547,0.0623868,3,15,0,100.573,0.773262,-0.808776,0.402368
-97.3116,0.997702,0.0623868,2,3,0,98.9091,0.770951,-0.757724,0.42922
-96.5976,0.784055,0.0623868,1,3,0,99.4866,0.761641,-0.795794,0.493348
-97.0701,0.927289,0.0623868,1,1,0,97.1833,0.762946,-0.81608,0.489387
-96.4231,1,0.0623868,2,3,0,97.2751,0.761278,-0.601747,0.48663
-93.7654,0.878384,0.0623868,3,15,0,97.6355,0.643874,-0.747835,0.472572
-92.1375,0.927146,0.0623868,3,15,0,94.81,0.538588,-0.986386,0.316046
-93.4701,0.957772,0.0623868,3,15,0,94.0471,0.418718,-1.00127,0.431379
-93.8025,0.94327,0.0623868,4,31,0,94.5229,0.590128,-0.7461,0.438289
-93.3862,1,0.0623868,3,7,0,94.2604,0.505621,-0.987777,0.297134
-93.7061,0.931711,0.0623868,1,1,0,94.0534,0.508725,-1.00444,0.294807
-91.7938,1,0.0623868,2,7,0,94.5479,0.48658,-1.00889,0.32219
-91.844,0.827036,0.0623868,3,15,0,95.4119,0.548868,-0.987388,0.404411
-91.3488,0.939311,0.0623868,2,3,0,92.6016,0.541791,-0.992709,0.382718
-90.9899,0.985556,0.0623868,2,5,0,91.5137,0.549339,-0.95062,0.355904
-91.1776,0.892944,0.0623868,2,7,0,92.5642,0.502481,-0.941539,0.339891
-91.283,0.994737,0.0623868,3,7,0,91.5876,0.469711,-0.930819,0.366394
-92.7988,0.974554,0.0623868,3,7,0,93.4442,0.406527,-0.97952,0.334524
-94.67,0.897179,0.0623868,2,5,0,96.3452,0.352043,-0.986354,0.388281
-95.5258,0.969864,0.0623868,3,7,0,97.141,0.335345,-0.985946,0.35626
-94.0102,0.890029,0.0623868,2,3,0,96.867,0.365285,-1.04067,0.350293
-94.0761,0.75162,0.0623868,3,7,0,96.254,0.413846,-0.993237,0.446272
-93.5675,0.987005,0.0623868,3,11,0,95.2928,0.450524,-0.883728,0.450417
-94.5771,0.976257,0.0623868,3,7,0,97.2139,0.380074,-0.982638,0.43346
-94.5312,0.936764,0.0623868,3,7,0,95.8948,0.367685,-0.939319,0.397719
-94.1916,0.998106,0.0623868,2,3,0,94.6918,0.369846,-0.992087,0.406188
-94.8781,0.971581,0.0623868,4,23,0,95.4077,0.722987,-0.688732,0.491113
-94.9398,0.985409,0.0623868,1,1,0,94.96,0.72281,-0.67797,0.49217
-96.7509,0.946361,0.0623868,3,15,0,98.4205,0.781724,-0.608277,0.62658
-96.6749,1,0.0623868,2,7,0,97.2233,0.790421,-0.589016,0.624291
-94.4356,0.995536,0.0623868,4,23,0,97.4643,0.684158,-0.884209,0.422593
-94.6823,0.990976,0.0623868,3,7,0,96.098,0.678153,-0.735553,0.529634
-95.1082,0.852925,0.0623868,2,7,0,97.0628,0.692492,-0.669505,0.470527
-94.373,1,0.0623868,2,3,0,95.0085,0.685107,-0.759801,0.501159
-91.7681,0.887286,0.0623868,3,15,0,96.0284,0.558991,-0.987963,0.395071
-91.2818,0.998719,0.0623868,3,7,0,91.9132,0.54372,-0.913506,0.348822
-91.8351,0.94624,0.0623868,3,7,0,92.2013,0.538297,-0.852417,0.394724
-92.5998,0.896798,0.0623868,3,15,0,93.5641,0.49343,-1.0454,0.410078
-91.5809,0.978838,0.0623868,2,7,0,92.7045,0.512065,-0.875691,0.38575
-91.3462,0.999546,0.0623868,2,7,0,91.6796,0.519085,-1.01434,0.376613
-90.9814,0.993755,0.0623868,2,7,0,92.118,0.498401,-0.977325,0.381202
-92.2822,0.980921,0.0623868,3,15,0,93.4471,0.409864,-0.981005,0.356676
-92.3479,0.96263,0.0623868,3,7,0,92.7617,0.41011,-1.02348,0.370308
-92.4905,0.99988,0.0623868,3,7,0,92.5657,0.404199,-0.97338,0.369803
-93.7659,0.906054,0.0623868,2,3,0,94.9315,0.400043,-1.01142,0.315414
-91.3936,0.990368,0.0623868,3,15,0,94.7444,0.45449,-0.974253,0.343936
-90.8555,1,0.0623868,4,15,0,91.4418,0.531956,-0.964164,0.368878
-90.8555,0.713647,0.0623868,1,3,0,92.2418,0.531956,-0.964164,0.368878
-91.0638,0.926545,0.0623868,2,5,0,91.4889,0.554411,-0.918551,0.367848
-91.2758,0.785979,0.0623868,2,7,0,92.4102,0.52777,-0.958108,0.400657
-91.2476,0.994434,0.0623868,2,7,0,91.5753,0.540271,-0.927123,0.401562
-92.5073,0.907197,0.0623868,3,7,0,93.1806,0.506874,-0.890953,0.446286
-91.8313,0.995562,0.0623868,2,7,0,93.3764,0.549603,-0.88208,0.424932
-91.1425,0.942768,0.0623868,2,3,0,92.2874,0.562539,-0.932565,0.38124
-92.2091,0.757516,0.0623868,2,7,0,93.2732,0.528518,-0.841501,0.381704
-91.3444,0.972575,0.0623868,3,7,0,93.1516,0.550732,-0.972559,0.338073
-91.3029,0.918242,0.0623868,4,15,0,92.1848,0.552181,-0.888733,0.37474
-91.6575,0.987169,0.0623868,4,15,0,91.7854,0.581067,-0.97592,0.368303
-93.4301,0.577975,0.0623868,2,3,0,94.972,0.554538,-0.84095,0.340787
-91.6841,1,0.0623868,3,7,0,94.1981,0.575835,-0.875106,0.371103
-91.0991,0.997746,0.0623868,3,15,0,92.22,0.500486,-0.93005,0.349715
-91.1724,0.994369,0.0623868,2,7,0,91.518,0.506419,-0.960453,0.33481
-91.3729,0.996327,0.0623868,3,11,0,91.478,0.554016,-0.895095,0.400859
-92.2928,0.926669,0.0623868,2,3,0,92.3116,0.559747,-0.933345,0.436009
-91.3657,0.998303,0.0623868,3,7,0,92.2006,0.567655,-0.947069,0.346343
-91.3657,0.597004,0.0623868,2,7,0,96.0217,0.567655,-0.947069,0.346343
-91.0848,0.999529,0.0623868,2,3,0,91.4027,0.560902,-0.933021,0.374871
-92.3432,0.841236,0.0623868,3,7,0,93.7924,0.622982,-0.877069,0.383107
-94.904,0.975789,0.0623868,3,15,0,95.644,0.684319,-0.703304,0.543264
-92.6884,0.939503,0.0623868,3,7,0,96.0442,0.634976,-0.857342,0.410536
-93.7116,0.89527,0.0623868,3,15,0,94.781,0.574345,-0.760169,0.473403
-92.7135,0.965935,0.0623868,3,7,0,94.2991,0.55871,-0.889616,0.326686
-91.9536,0.842213,0.0623868,3,7,0,98.7995,0.498886,-0.875232,0.412625
-92.0698,0.972101,0.0623868,4,15,0,93.0513,0.457529,-0.90202,0.358856
-93.2726,0.907691,0.0623868,2,3,0,93.4513,0.474434,-1.10516,0.350653
-97.3205,0.354161,0.0623868,3,15,0,100.866,0.515117,-0.659129,0.542576
-92.2775,0.842262,0.0623868,2,7,0,99.3662,0.567996,-0.834181,0.429398
-90.9798,0.918308,0.0623868,3,15,0,93.8597,0.528656,-0.917185,0.364544
-92.658,0.758782,0.0623868,2,3,0,92.9048,0.514436,-1.07154,0.381914
-91.4867,0.98933,0.0623868,2,7,0,92.8457,0.521064,-1.02978,0.359632
-91.5938,0.86032,0.0623868,2,7,0,93.9544,0.494324,-0.898682,0.354053
-90.8694,0.971394,0.0623868,1,3,0,91.7311,0.498478,-0.988294,0.361208
-91.6697,0.844583,0.0623868,2,3,0,91.7104,0.498319,-1.04532,0.365532
-90.8014,0.953535,0.0623868,2,3,0,91.9093,0.514976,-0.965781,0.355193
-91.3458,0.980109,0.0623868,3,15,0,91.8558,0.456847,-0.969334,0.381275
-93.4224,0.889579,0.0623868,3,15,0,94.1333,0.618464,-1.00326,0.345297
-91.5737,0.921275,0.0623868,2,3,0,94.5743,0.585129,-0.948795,0.354806
-91.4429,0.986393,0.0623868,3,7,0,91.7557,0.566562,-0.935048,0.399378
-91.8155,0.967881,0.0623868,2,3,0,91.8368,0.566997,-0.967069,0.40374
-92.7123,0.943421,0.0623868,3,7,0,93.1102,0.605619,-0.9923,0.38113
-92.9544,0.984622,0.0623868,4,15,0,93.4117,0.611045,-0.796491,0.412813
-91.1295,0.952006,0.0623868,3,15,0,95.0521,0.54914,-0.913597,0.389247
-91.671,0.976779,0.0623868,3,15,0,92.0554,0.592844,-0.911626,0.392466
-91.2275,0.988769,0.0623868,3,7,0,92.1463,0.556836,-0.911287,0.39305
-91.2275,0.621504,0.0623868,2,7,0,96.0566,0.556836,-0.911287,0.39305
-91.6548,0.970129,0.0623868,2,7,0,92.5893,0.579341,-0.930873,0.402373
-91.94,0.884298,0.0623868,3,11,0,93.2206,0.502241,-1.0573,0.360602
-92.2552,0.990033,0.0623868,2,7,0,92.2986,0.491847,-0.855337,0.392352
-93.8224,0.927615,0.0623868,3,7,0,94.0248,0.438538,-0.882906,0.336442
-92.5594,1,0.0623868,2,3,0,93.5333,0.445717,-1.07954,0.359113
-95.0621,0.966803,0.0623868,4,15,0,95.9094,0.393155,-1.07828,0.43536
-94.0373,1,0.0623868,2,3,0,95.4165,0.391474,-0.903443,0.376233
-94.677,0.549092,0.0623868,2,3,0,99.1621,0.408148,-1.13418,0.381818
-92.2112,1,0.0623868,2,3,0,94.6734,0.417062,-1.03067,0.366333
-92.9749,0.798917,0.0623868,3,7,0,94.4998,0.444192,-0.883737,0.354743
-92.0729,0.999389,0.0623868,3,11,0,93.6237,0.598477,-0.861412,0.413811
-90.9864,0.822741,0.0623868,3,15,0,93.4451,0.51919,-0.969193,0.341889
-91.2046,0.960669,0.0623868,2,3,0,91.4095,0.525101,-0.955748,0.334929
-91.2151,0.970457,0.0623868,3,7,0,91.4592,0.492065,-0.958886,0.395893
-92.614,0.887012,0.0623868,2,3,0,93.1657,0.489144,-0.987289,0.435668
-92.1225,0.868917,0.0623868,3,7,0,95.1558,0.433501,-1.02146,0.390103
-92.1897,0.952166,0.0623868,2,3,0,92.9291,0.423096,-0.942773,0.371144
-91.5275,0.985793,0.0623868,2,3,0,92.3702,0.457985,-1.0302,0.365505
-91.0967,0.715355,0.0623868,3,7,0,94.4316,0.53469,-0.963079,0.340417
-90.9904,0.983597,0.0623868,2,7,0,91.5576,0.517053,-0.954456,0.388253
-91.9381,0.858286,0.0623868,3,7,0,93.7674,0.560023,-0.8522,0.417383
-92.4535,0.992301,0.0623868,2,3,0,92.5171,0.560947,-0.88028,0.449489
-91.6031,0.935839,0.0623868,3,15,0,93.3569,0.515954,-0.917491,0.335248
-91.2031,0.855158,0.0623868,2,7,0,92.6032,0.486002,-1.00673,0.378161
-93.3877,0.609918,0.0623868,3,11,0,96.2823,0.609053,-0.915309,0.455394
-91.5266,0.932241,0.0623868,3,7,0,94.1335,0.559555,-0.943223,0.405263
-92.7741,0.85532,0.0623868,3,9,0,93.2743,0.547807,-1.00698,0.42398
-92.0984,0.976551,0.0623868,4,15,0,93.8533,0.599712,-0.947058,0.344534
-91.4753,0.900555,0.0623868,4,15,0,92.9906,0.493729,-0.981764,0.402635
-91.0942,1,0.0623868,2,3,0,91.5739,0.506773,-0.910886,0.371359
-91.731,0.720897,0.0623868,2,3,0,93.0965,0.512145,-0.969435,0.320118
-90.9611,0.810008,0.0623868,2,3,0,92.5774,0.513374,-0.939269,0.349167
-92.2021,0.836696,0.0623868,2,7,0,92.5438,0.537858,-1.04368,0.338571
-91.6136,0.953072,0.0623868,3,7,0,93.72,0.552243,-0.905253,0.416842
-91.1508,0.999837,0.0623868,3,7,0,91.6825,0.56017,-0.964171,0.358994
-92.9939,0.597432,0.0623868,3,11,0,97.2643,0.47506,-0.902865,0.32279
