# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = normal_mixture_model
# start_datetime = 2021-05-27 02:58:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 50
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ./ex_toy02/inputs.json
# init = 2 (Default)
# random
#   seed = 3001794802 (Default)
# output
#   file = ./ex_toy02/output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 888c0f6a
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,r,mu,sigma
# Adaptation terminated
# Step size = 0.0623868
# Diagonal elements of inverse mass matrix:
# 1, 1, 1
-92.6784,0.846872,0.0623868,3,11,0,94.4654,0.531064,-0.818417,0.428452
-93.4343,0.76364,0.0623868,3,9,0,97.081,0.619834,-0.888459,0.461239
-94.2936,0.992077,0.0623868,3,7,0,95.2925,0.634955,-0.754119,0.517036
-92.3924,0.996742,0.0623868,3,15,0,94.5224,0.553497,-0.933,0.317592
-91.3881,1,0.0623868,2,3,0,92.4485,0.539932,-1.00897,0.348374
-91.6011,1,0.0623868,3,15,0,91.8838,0.578629,-0.889641,0.402429
-92.2282,0.961718,0.0623868,2,3,0,92.3999,0.569495,-0.860928,0.437967
-94.6592,0.83552,0.0623868,3,7,0,96.0607,0.592231,-0.8542,0.518997
-92.6972,0.952471,0.0623868,2,7,0,95.3814,0.60157,-0.908392,0.438811
-91.6222,1,0.0623868,3,15,0,92.758,0.516358,-1.02682,0.336327
-91.4151,0.992434,0.0623868,3,7,0,92.6023,0.486081,-0.911491,0.392964
-92.343,0.919646,0.0623868,2,7,0,92.8597,0.457524,-1.04464,0.399086
-91.2892,0.995613,0.0623868,4,15,0,92.2679,0.4534,-0.976842,0.371248
-93.7398,0.884498,0.0623868,3,7,0,94.4427,0.481677,-1.02244,0.29667
-92.8914,1,0.0623868,3,7,0,94.4726,0.544844,-0.952721,0.451037
-91.7917,0.974148,0.0623868,2,7,0,93.1478,0.554631,-0.88312,0.350781
-92.2345,0.976791,0.0623868,2,7,0,92.8244,0.556679,-1.01008,0.325448
-91.3844,0.79666,0.0623868,3,11,0,94.0051,0.495039,-0.95068,0.404734
-92.6029,0.91893,0.0623868,3,7,0,95.2661,0.590712,-0.905857,0.442175
-93.1578,0.855708,0.0623868,3,15,0,95.2515,0.417859,-0.95073,0.325191
-92.265,1,0.0623868,2,3,0,93.2855,0.426714,-1.03765,0.382112
-92.6762,0.936717,0.0623868,1,1,0,92.7141,0.426793,-1.05477,0.390906
-91.5574,0.997548,0.0623868,3,7,0,92.7216,0.438849,-0.989851,0.35147
-90.8961,0.969106,0.0623868,3,7,0,92.0859,0.483014,-0.977047,0.360099
-91.1046,0.922771,0.0623868,2,7,0,92.2701,0.502779,-0.912935,0.368595
-91.2296,0.925958,0.0623868,1,3,0,92.6935,0.507963,-0.996482,0.334856
-91.6485,0.979815,0.0623868,3,7,0,91.8929,0.539693,-0.884818,0.4163
-91.4916,0.985974,0.0623868,3,7,0,91.9072,0.562574,-0.940111,0.338688
-92.5606,0.900243,0.0623868,2,3,0,92.7559,0.558825,-0.931586,0.316239
-97.17,0.648621,0.0623868,2,5,0,99.1554,0.540862,-0.823158,0.586569
-99.0144,0.938645,0.0623868,2,7,0,99.9779,0.517527,-0.593985,0.574104
-98.6027,1,0.0623868,3,7,0,99.6111,0.644394,-0.917508,0.284074
-94.3952,1,0.0623868,3,7,0,100.976,0.679018,-0.779476,0.501685
-92.433,0.981674,0.0623868,3,15,0,96.468,0.47989,-1.07107,0.338091
-92.433,0.772859,0.0623868,2,3,0,96.8203,0.47989,-1.07107,0.338091
-92.269,1,0.0623868,1,1,0,92.7054,0.480759,-1.06415,0.337292
-90.9147,1,0.0623868,3,11,0,93.1042,0.522915,-0.92268,0.371029
-92.7423,0.857506,0.0623868,2,7,0,93.2741,0.544359,-0.985517,0.30776
-93.2436,0.645499,0.0623868,3,15,0,96.2013,0.606959,-0.926226,0.447238
-93.2436,0.920143,0.0623868,1,1,0,93.8811,0.606959,-0.926226,0.447238
-95.1148,0.795007,0.0623868,3,11,0,96.6616,0.499059,-1.14802,0.372818
-91.8184,1,0.0623868,2,3,0,95.3096,0.485257,-1.02797,0.394294
-91.5821,0.883408,0.0623868,2,3,0,93.0617,0.481413,-0.896813,0.37693
-92.3278,0.926015,0.0623868,3,7,0,92.7149,0.45734,-1.06453,0.381846
-92.8942,0.971145,0.0623868,3,9,0,94.0285,0.506541,-0.821853,0.424439
-92.6136,1,0.0623868,2,3,0,92.9969,0.503659,-0.836378,0.420554
-91.2751,0.969826,0.0623868,2,3,0,92.8188,0.499175,-0.916453,0.395874
-91.7102,0.844724,0.0623868,1,3,0,92.3849,0.502572,-0.88007,0.365803
-91.8399,0.996338,0.0623868,3,11,0,92.6886,0.4723,-1.04863,0.341856
-91.5734,0.994166,0.0623868,2,5,0,92.602,0.450039,-0.970651,0.388618
-91.1065,0.954722,0.0623868,3,7,0,93.0603,0.472483,-0.945744,0.362159
-91.4841,0.987179,0.0623868,4,15,0,91.573,0.458396,-0.998194,0.386088
-92.7432,0.920325,0.0623868,3,7,0,93.067,0.44425,-0.899972,0.417663
-92.5495,0.927765,0.0623868,3,11,0,93.7629,0.567809,-0.953216,0.315797
-91.0772,0.606127,0.0623868,3,15,0,94.9047,0.530136,-0.942414,0.342956
-91.0816,0.956118,0.0623868,3,7,0,91.4768,0.513504,-0.99585,0.377416
-91.2509,0.963272,0.0623868,3,7,0,91.8327,0.493257,-1.01406,0.37648
-91.4138,0.917604,0.0623868,2,3,0,92.382,0.480392,-1.03356,0.35476
-91.4303,0.947968,0.0623868,3,7,0,92.1869,0.459531,-0.997505,0.337977
-90.9708,0.93569,0.0623868,3,15,0,92.4593,0.526628,-0.916118,0.37591
-91.4755,0.921185,0.0623868,2,7,0,91.7106,0.510419,-1.0236,0.378806
-93.7587,0.846795,0.0623868,2,3,0,95.8493,0.563885,-0.968948,0.298945
-91.4034,1,0.0623868,2,3,0,93.9111,0.545167,-0.975649,0.333796
-91.5203,0.997348,0.0623868,3,15,0,92.3401,0.588911,-0.921574,0.368898
-92.5377,0.716454,0.0623868,3,11,0,97.561,0.548674,-0.815453,0.404921
-91.5902,0.997495,0.0623868,3,15,0,93.1626,0.437277,-0.982122,0.371668
-92.1335,0.873573,0.0623868,3,15,0,93.0472,0.559276,-0.833362,0.401542
-93.9525,0.608344,0.0623868,3,7,0,96.5711,0.543003,-0.903437,0.491661
-92.9985,0.965202,0.0623868,2,3,0,94.6216,0.537862,-0.933513,0.460093
-95.3269,0.925518,0.0623868,3,15,0,99.0787,0.452132,-0.950622,0.50056
-91.6785,1,0.0623868,2,3,0,95.3878,0.47354,-0.957817,0.40859
-92.3941,0.901796,0.0623868,3,15,0,93.6145,0.572374,-1.02856,0.352891
-92.9843,0.571353,0.0623868,2,3,0,96.9128,0.565386,-1.05328,0.343431
-93.2069,0.954064,0.0623868,1,1,0,93.6656,0.569074,-1.05635,0.34202
-92.9287,0.848986,0.0623868,2,3,0,94.5582,0.565273,-0.923001,0.313949
-92.7952,0.913441,0.0623868,2,3,0,93.7039,0.570486,-1.02287,0.32555
-92.5505,1,0.0623868,3,7,0,93.0855,0.487382,-0.950888,0.441286
-93.2204,0.921018,0.0623868,2,7,0,94.2658,0.519116,-0.799588,0.411764
-92.7843,1,0.0623868,2,7,0,93.8689,0.575626,-1.02905,0.387306
-91.6954,0.984907,0.0623868,3,7,0,92.5554,0.564864,-0.886371,0.354714
-92.9624,0.646031,0.0623868,1,1,0,93.1024,0.56556,-0.83433,0.35588
-91.159,0.984469,0.0623868,2,7,0,94.4021,0.545638,-0.98182,0.347474
-91.3716,0.970184,0.0623868,3,11,0,91.6577,0.486733,-0.995467,0.392809
-92.0484,0.989856,0.0623868,2,7,0,94.355,0.417412,-1.00277,0.368492
-93.1848,0.92952,0.0623868,2,3,0,93.3176,0.413194,-1.01731,0.318728
-91.6812,0.971202,0.0623868,3,7,0,94.4631,0.462852,-1.00264,0.328629
-91.6007,0.697465,0.0623868,2,3,0,95.1241,0.497036,-0.920904,0.336754
-92.6967,0.957729,0.0623868,2,3,0,93.1246,0.500089,-1.03369,0.311755
-92.2986,1,0.0623868,1,1,0,92.793,0.501092,-1.02556,0.316089
-95.6296,0.737775,0.0623868,3,7,0,96.4213,0.482655,-1.07335,0.290559
-96.6839,1,0.0623868,4,19,0,98.1129,0.802619,-0.702491,0.490565
-92.5482,0.984636,0.0623868,3,15,0,100.123,0.509384,-0.854979,0.438995
-92.7008,0.993898,0.0623868,4,15,0,93.6243,0.534114,-0.820293,0.436343
-94.2453,0.776198,0.0623868,2,7,0,96.2278,0.592171,-1.02708,0.42515
-94.1581,0.940708,0.0623868,2,3,0,94.461,0.572812,-0.784779,0.371296
-91.181,1,0.0623868,3,11,0,93.7514,0.488266,-0.938334,0.391353
-91.1913,0.975563,0.0623868,3,11,0,91.6562,0.543114,-0.895896,0.384303
-92.9824,0.905146,0.0623868,3,11,0,93.9481,0.481113,-1.05674,0.315089
-91.3,1,0.0623868,3,11,0,93.3561,0.534063,-0.889245,0.391968
-91.1826,0.973311,0.0623868,2,7,0,92.153,0.517109,-0.947887,0.399168
-92.5221,0.812953,0.0623868,3,11,0,94.5003,0.44195,-0.893214,0.389062
-93.2713,0.950118,0.0623868,2,3,0,93.8592,0.453838,-1.0232,0.435249
-92.3449,1,0.0623868,3,7,0,93.577,0.54355,-1.01694,0.320161
-92.2266,0.940267,0.0623868,3,11,0,93.8531,0.592292,-0.83798,0.418375
-91.6265,0.998795,0.0623868,3,15,0,92.3607,0.568883,-0.983964,0.343644
-91.2695,0.994597,0.0623868,2,3,0,91.7879,0.554741,-0.950111,0.341995
-91.3026,0.829567,0.0623868,2,3,0,92.4573,0.531259,-1.01338,0.357115
-91.7278,0.855881,0.0623868,3,7,0,94.4642,0.49163,-1.04109,0.37906
-91.3788,0.901411,0.0623868,2,3,0,93.0668,0.511289,-1.02511,0.369032
-92.0075,0.948087,0.0623868,2,7,0,92.9824,0.503327,-0.97263,0.423607
-92.1092,1,0.0623868,2,3,0,92.4404,0.499295,-0.923509,0.432664
-93.6088,0.844368,0.0623868,2,7,0,94.4819,0.486221,-0.807127,0.419081
-92.2967,0.957073,0.0623868,3,7,0,93.9974,0.581083,-0.932669,0.32712
-92.5731,0.679675,0.0623868,2,3,0,93.5874,0.58225,-1.0241,0.351185
-91.9734,0.871189,0.0623868,2,3,0,94.6178,0.594121,-0.959679,0.346133
-92.2035,0.87889,0.0623868,2,3,0,92.8946,0.593739,-0.873998,0.356893
-92.5748,0.988422,0.0623868,3,15,0,94.1651,0.414567,-0.949058,0.39251
-94.0462,0.87746,0.0623868,2,3,0,95.6094,0.377945,-1.05609,0.333757
-92.964,0.867793,0.0623868,2,3,0,94.906,0.398259,-1.03742,0.340674
-92.0302,1,0.0623868,2,3,0,93.1276,0.420615,-0.98622,0.377482
-91.7864,0.970385,0.0623868,2,7,0,92.7593,0.454612,-0.992788,0.399019
-91.8061,0.961834,0.0623868,3,15,0,94.2553,0.588268,-0.973935,0.358994
-92.2459,0.903223,0.0623868,3,7,0,93.1101,0.598259,-0.856314,0.371609
-91.6422,0.996784,0.0623868,2,7,0,92.5832,0.582143,-0.968074,0.352797
-91.2057,0.969761,0.0623868,3,15,0,92.1964,0.503097,-0.984488,0.391265
-94.1248,0.955614,0.0623868,4,15,0,94.7422,0.636942,-0.717074,0.482406
-93.894,0.960108,0.0623868,3,7,0,94.5685,0.646399,-0.845926,0.477241
-95.0579,0.865421,0.0623868,3,7,0,97.0068,0.647614,-0.961927,0.318337
-93.384,0.999998,0.0623868,3,15,0,95.8804,0.659103,-0.889808,0.393454
-94.0846,0.894534,0.0623868,4,15,0,95.1676,0.623532,-0.836159,0.499387
-93.7812,0.951473,0.0623868,3,7,0,95.1287,0.657538,-0.783898,0.478388
-93.1943,0.946828,0.0623868,3,7,0,95.1413,0.59156,-0.77512,0.4443
-92.4874,0.919691,0.0623868,3,7,0,94.871,0.568017,-1.03696,0.353869
-92.568,0.872924,0.0623868,3,15,0,95.6278,0.628017,-0.924117,0.364124
-92.0844,0.919324,0.0623868,3,7,0,93.2773,0.577756,-0.876806,0.43064
-92.9222,0.975138,0.0623868,3,11,0,93.4546,0.544061,-0.81541,0.452589
-91.9955,0.733666,0.0623868,2,3,0,95.7766,0.524279,-0.931123,0.431737
-90.7766,0.880349,0.0623868,2,3,0,92.9874,0.515143,-0.96104,0.365464
-92.2967,0.855317,0.0623868,3,7,0,92.913,0.483525,-0.87614,0.420597
-91.5969,0.85843,0.0623868,2,7,0,93.6917,0.504247,-0.880466,0.374621
-92.7129,0.888924,0.0623868,2,7,0,92.8164,0.511296,-1.03015,0.419995
-90.8453,0.973949,0.0623868,2,7,0,92.9589,0.501053,-0.981287,0.354125
-91.5046,0.952652,0.0623868,3,15,0,92.0292,0.587023,-0.916512,0.383643
-91.2831,0.929823,0.0623868,3,15,0,92.4269,0.467441,-1.01076,0.345435
-92.3258,0.879269,0.0623868,3,7,0,92.7447,0.442963,-1.04156,0.394575
-91.6512,0.959462,0.0623868,4,15,0,93.1447,0.447874,-0.957709,0.342959
-92.6391,0.933415,0.0623868,3,7,0,93.4076,0.479614,-0.953479,0.441539
-92.156,0.975161,0.0623868,2,7,0,93.3684,0.458229,-0.988847,0.318686
-91.8665,0.703995,0.0623868,3,11,0,95.2297,0.525741,-1.04462,0.362246
-90.9003,0.974545,0.0623868,2,7,0,92.4308,0.515495,-0.957194,0.381846
-98.9428,0.530973,0.0623868,3,7,0,99.3434,0.523267,-0.698316,0.629374
-100.505,0.989787,0.0623868,2,3,0,101.094,0.507518,-0.640295,0.654244
-97.6573,0.846114,0.0623868,2,7,0,106.812,0.399097,-0.9491,0.530565
-97.2509,1,0.0623868,2,3,0,97.7677,0.397879,-0.924919,0.52141
-92.0506,0.977461,0.0623868,4,15,0,97.4156,0.422831,-0.956078,0.367173
-93.7331,0.648169,0.0623868,2,3,0,94.0128,0.438804,-1.11192,0.386684
-91.984,0.965637,0.0623868,3,11,0,96.3033,0.501916,-0.881969,0.420816
-92.2274,0.80549,0.0623868,2,7,0,94.8441,0.494032,-1.03994,0.401405
-92.6973,0.968768,0.0623868,2,3,0,93.0682,0.500481,-0.831697,0.39579
-93.4302,0.967946,0.0623868,3,7,0,94.6206,0.535721,-1.09093,0.355956
-91.3594,0.861983,0.0623868,2,3,0,93.8667,0.538358,-0.886935,0.367238
-91.3528,0.962511,0.0623868,2,3,0,92.1333,0.537773,-0.919437,0.342072
-92.922,0.734156,0.0623868,2,5,0,93.4058,0.543384,-0.841035,0.351364
-93.9885,0.777889,0.0623868,1,3,0,96.9602,0.532012,-0.774192,0.400446
-92.4322,1,0.0623868,2,3,0,93.7806,0.530585,-0.827297,0.395415
-91.8096,0.946935,0.0623868,3,11,0,93.6881,0.599382,-0.911171,0.394204
-93.5662,0.926512,0.0623868,3,7,0,93.7484,0.642201,-0.969169,0.366562
-96.2792,0.812406,0.0623868,2,3,0,96.5131,0.64759,-1.05119,0.347835
-93.6288,0.79464,0.0623868,2,3,0,97.1162,0.632459,-0.874416,0.341928
-93.9015,0.572589,0.0623868,4,19,0,96.6532,0.628588,-0.741903,0.436407
-92.6184,0.988516,0.0623868,3,11,0,94.3511,0.546926,-0.888883,0.327443
-92.1081,1,0.0623868,2,7,0,92.7515,0.538629,-1.04658,0.353113
-93.3667,0.832755,0.0623868,2,3,0,96.8819,0.598271,-0.9226,0.317046
-91.6666,1,0.0623868,3,7,0,94.0163,0.487999,-0.925772,0.412866
-91.7685,0.981702,0.0623868,3,7,0,92.6631,0.531736,-0.932053,0.423805
-90.9239,0.818605,0.0623868,2,3,0,93.2674,0.545186,-0.950438,0.370941
-91.5005,0.979519,0.0623868,3,11,0,91.734,0.442987,-1.00818,0.357745
-92.3353,0.769997,0.0623868,2,7,0,95.1955,0.52398,-0.924209,0.318047
-94.0784,0.896657,0.0623868,4,15,0,94.5727,0.602616,-0.733614,0.43724
-93.6213,0.97618,0.0623868,4,15,0,94.8056,0.616975,-0.851708,0.343784
-94.037,0.919296,0.0623868,2,3,0,96.3662,0.627574,-1.0037,0.335661
-90.9274,0.882995,0.0623868,4,17,0,96.1603,0.537167,-0.965125,0.373516
-92.7995,0.898147,0.0623868,4,15,0,93.6376,0.598574,-0.811985,0.391394
-93.7812,0.948936,0.0623868,2,7,0,94.2507,0.592497,-0.909763,0.477054
-94.5056,0.921237,0.0623868,4,23,0,97.423,0.531785,-1.0083,0.289406
-91.4611,0.905992,0.0623868,2,3,0,96.861,0.582437,-0.907762,0.387213
-92.7198,0.842323,0.0623868,3,7,0,93.5988,0.538116,-0.81861,0.438649
-91.2311,0.96012,0.0623868,2,3,0,92.9893,0.533478,-0.990601,0.382519
-92.8278,0.944868,0.0623868,3,15,0,93.7199,0.641357,-0.861337,0.393644
-93.0443,0.973053,0.0623868,2,7,0,94.5289,0.61392,-0.982077,0.33694
-91.8209,0.809478,0.0623868,3,7,0,95.5202,0.520444,-0.902654,0.425658
-91.543,0.626104,0.0623868,2,3,0,97.0852,0.473356,-1.00102,0.394675
-92.5856,0.93773,0.0623868,3,13,0,93.848,0.599971,-1.00153,0.358933
-91.7646,1,0.0623868,3,11,0,93.0295,0.466288,-1.02698,0.389277
-91.3589,0.993367,0.0623868,2,7,0,91.8626,0.477815,-0.920229,0.385944
-93.0025,0.969574,0.0623868,3,15,0,93.9073,0.406548,-1.0175,0.40383
-93.5264,0.983528,0.0623868,3,7,0,94.9188,0.378589,-1.01258,0.341072
-92.7444,0.896951,0.0623868,2,3,0,94.1117,0.407729,-1.05533,0.35311
-93.2382,0.960179,0.0623868,2,3,0,93.8794,0.397856,-1.01886,0.327921
-93.2368,0.991598,0.0623868,3,7,0,93.9644,0.3837,-1.00831,0.383366
-93.7502,0.937712,0.0623868,2,3,0,93.8297,0.381472,-1.05476,0.390988
-91.6557,0.997636,0.0623868,2,7,0,95.4596,0.446382,-0.96787,0.340335
-91.1671,0.991911,0.0623868,3,15,0,91.9663,0.54827,-0.906149,0.390003
-92.0103,0.806355,0.0623868,3,11,0,93.7918,0.483901,-0.971931,0.421309
-92.1503,0.966681,0.0623868,2,3,0,92.8419,0.499788,-0.958494,0.430675
-93.0976,0.98245,0.0623868,2,7,0,93.5358,0.475831,-0.900359,0.454346
-93.5619,0.917669,0.0623868,2,3,0,94.9105,0.493851,-0.825416,0.459078
-96.5177,0.826618,0.0623868,2,3,0,96.7341,0.508328,-0.898739,0.551237
-96.1881,0.966569,0.0623868,3,7,0,97.5812,0.511646,-0.695677,0.491609
-96.5983,1,0.0623868,2,7,0,98.2135,0.531681,-0.668479,0.529753
-94.5742,0.969098,0.0623868,3,7,0,99.0663,0.608686,-0.777717,0.528453
-91.123,0.944698,0.0623868,3,7,0,95.6368,0.499724,-1.00586,0.343463
-90.8874,0.958277,0.0623868,3,7,0,91.502,0.483754,-0.968103,0.360753
-91.2955,0.974464,0.0623868,3,11,0,92.9475,0.453412,-0.96328,0.361851
-95.9022,0.395142,0.0623868,2,3,0,97.9256,0.446932,-1.17426,0.365325
-91.419,1,0.0623868,2,3,0,95.6363,0.454698,-1.01816,0.353046
-92.0872,0.889794,0.0623868,3,7,0,92.6875,0.433746,-1.04164,0.374815
-96.898,0.723068,0.0623868,2,3,0,97.5646,0.427881,-1.00057,0.277322
-91.6451,1,0.0623868,2,3,0,96.3583,0.433912,-0.996919,0.354346
-91.4952,0.970174,0.0623868,3,11,0,92.581,0.586718,-0.914038,0.369308
-92.6385,0.911182,0.0623868,2,7,0,94.435,0.539925,-0.853992,0.453588
-92.9476,0.984638,0.0623868,2,3,0,93.0195,0.541817,-0.816874,0.454023
-98.3417,0.602578,0.0623868,3,15,0,102.699,0.378225,-1.21304,0.413015
-92.2694,0.875917,0.0623868,2,7,0,101.429,0.440011,-1.05809,0.34465
-92.2694,0.849455,0.0623868,2,3,0,93.5891,0.440011,-1.05809,0.34465
-92.75,0.882122,0.0623868,2,3,0,93.5431,0.420894,-0.916836,0.359524
-91.8958,0.990767,0.0623868,3,11,0,93.4937,0.597318,-0.954783,0.355098
-92.7048,0.783336,0.0623868,2,7,0,93.9391,0.583954,-0.970103,0.423276
-92.7969,0.952735,0.0623868,2,3,0,94.0014,0.596964,-0.909405,0.44475
-91.532,0.915252,0.0623868,3,11,0,94.1684,0.552147,-0.930128,0.33574
-91.4684,1,0.0623868,2,3,0,91.6241,0.554122,-0.926567,0.33927
-91.0872,0.645393,0.0623868,2,3,0,93.3361,0.53708,-0.90876,0.363581
-92.5337,0.862752,0.0623868,2,3,0,92.7609,0.546954,-0.973585,0.433309
-94.8912,0.932519,0.0623868,4,15,0,95.7968,0.548637,-0.715603,0.477114
-92.0938,0.894506,0.0623868,2,7,0,95.5692,0.575229,-0.846848,0.423235
-92.5854,0.934598,0.0623868,2,3,0,93.1487,0.581823,-0.856223,0.451384
-92.5383,0.993497,0.0623868,4,15,0,93.0934,0.606887,-0.825888,0.429199
-93.1425,0.749288,0.0623868,1,3,0,94.4761,0.605228,-0.95674,0.429562
-92.3496,0.989064,0.0623868,2,3,0,93.306,0.605312,-0.875481,0.428624
-92.2947,0.999966,0.0623868,3,7,0,92.437,0.606099,-0.842739,0.414739
-92.9944,0.861276,0.0623868,3,7,0,93.3589,0.59378,-0.959544,0.431703
-92.4032,0.978043,0.0623868,4,15,0,93.2792,0.578712,-0.828494,0.384859
-92.3051,0.999546,0.0623868,2,3,0,92.6452,0.57791,-0.984392,0.405062
-91.526,0.889919,0.0623868,3,15,0,94.2599,0.558613,-0.884624,0.362318
-93.9851,0.7413,0.0623868,3,11,0,94.6194,0.435948,-0.895175,0.326551
-93.4033,1,0.0623868,3,7,0,94.6359,0.41717,-1.08511,0.337477
-92.6998,1,0.0623868,3,7,0,93.9398,0.431132,-1.04183,0.324891
-92.0428,1,0.0623868,3,7,0,93.0085,0.416832,-0.989613,0.366071
-92.2632,0.99472,0.0623868,2,3,0,92.3141,0.410447,-0.995692,0.373644
-90.842,0.985299,0.0623868,2,7,0,93.5946,0.504593,-0.952938,0.375271
-91.1495,0.987286,0.0623868,4,15,0,91.699,0.463,-0.987509,0.369159
-91.1481,0.950478,0.0623868,3,7,0,91.4671,0.463154,-0.967932,0.354452
-92.1937,0.708775,0.0623868,2,3,0,92.5883,0.478943,-1.07055,0.362436
-91.1581,0.985702,0.0623868,1,3,0,92.4916,0.47263,-0.986514,0.379762
-92.2937,0.843598,0.0623868,3,15,0,93.989,0.499913,-1.03833,0.404089
-91.7622,0.994884,0.0623868,2,7,0,93.2853,0.476823,-1.02176,0.394775
-92.9912,0.884533,0.0623868,2,7,0,93.5086,0.499987,-0.823576,0.389547
-92.3904,1,0.0623868,2,3,0,93.3437,0.503696,-1.0714,0.371236
-90.7885,0.976989,0.0623868,2,3,0,92.4974,0.507634,-0.971454,0.36086
-92.0281,0.777604,0.0623868,3,7,0,92.645,0.516853,-0.923985,0.323434
-91.09,0.980107,0.0623868,2,3,0,92.2009,0.516964,-0.999748,0.345041
-91.09,0.730431,0.0623868,1,3,0,92.3659,0.516964,-0.999748,0.345041
-90.8803,1,0.0623868,2,3,0,91.1001,0.520571,-0.979331,0.352006
-92.2669,0.795566,0.0623868,4,15,0,93.442,0.61428,-0.942386,0.384886
-93.0733,0.91131,0.0623868,1,3,0,94.6108,0.628489,-0.923933,0.341083
-91.418,0.970115,0.0623868,3,7,0,93.6728,0.529353,-0.881129,0.393515
-92.615,0.790679,0.0623868,2,3,0,94.3505,0.537756,-0.924623,0.451293
-92.713,0.980355,0.0623868,1,1,0,92.8316,0.53937,-0.9328,0.452291
-93.2522,0.940533,0.0623868,3,9,0,95.0542,0.586369,-0.895274,0.468113
-93.9764,0.877487,0.0623868,2,7,0,96.3075,0.605605,-0.837253,0.341136
-93.1608,0.816461,0.0623868,2,3,0,96.1492,0.600967,-1.00974,0.333847
-95.6902,0.625492,0.0623868,4,15,0,101.546,0.666282,-0.88409,0.506018
-94.8526,0.980848,0.0623868,2,7,0,96.1564,0.622635,-0.727707,0.410644
-93.9211,0.52693,0.0623868,2,7,0,99.1397,0.609143,-0.909186,0.474365
-95.2379,0.985219,0.0623868,3,7,0,96.057,0.666444,-0.951953,0.331809
-95.052,0.924866,0.0623868,3,15,0,97.6228,0.639979,-1.01403,0.330594
-93.8377,1,0.0623868,4,15,0,95.1009,0.594188,-0.838233,0.497181
-93.5537,0.998381,0.0623868,3,7,0,94.852,0.642699,-0.767198,0.463943
-93.2217,0.912458,0.0623868,3,15,0,94.4239,0.620242,-0.974111,0.403629
-92.0041,0.975153,0.0623868,3,15,0,97.8349,0.454172,-1.00131,0.323384
-93.6259,0.381259,0.0623868,3,7,0,96.8073,0.440407,-0.850011,0.404377
-91.1864,1,0.0623868,3,15,0,94.938,0.568273,-0.937198,0.362432
-91.2828,0.751078,0.0623868,2,3,0,92.8385,0.542819,-0.991567,0.378619
-91.4488,0.988961,0.0623868,3,7,0,92.0083,0.552029,-0.969976,0.395446
-91.8593,0.972574,0.0623868,2,3,0,91.9516,0.558643,-0.993287,0.395669
-92.7138,0.843718,0.0623868,1,1,0,92.7822,0.556011,-1.02721,0.404356
-91.1012,0.962148,0.0623868,2,7,0,92.6064,0.55302,-0.930738,0.353853
-92.3205,0.819599,0.0623868,2,7,0,92.7028,0.560464,-0.850853,0.359792
-92.5049,1,0.0623868,3,11,0,93.3349,0.441612,-0.915462,0.342974
-93.5734,0.966872,0.0623868,3,9,0,95.3468,0.613642,-0.805639,0.373437
-92.4998,0.987157,0.0623868,2,7,0,94.8716,0.561955,-1.04251,0.350881
-91.6285,0.995037,0.0623868,2,7,0,93.6081,0.594703,-0.912302,0.377489
-91.1423,0.908527,0.0623868,3,15,0,92.6653,0.544535,-0.95361,0.342387
-91.8581,0.88024,0.0623868,2,7,0,92.1728,0.537337,-1.02436,0.33455
-94.3451,0.595498,0.0623868,3,7,0,95.6879,0.444485,-0.823351,0.429779
-93.9554,0.96751,0.0623868,3,15,0,94.8125,0.545229,-0.872269,0.316069
-92.462,1,0.0623868,2,7,0,95.5103,0.510197,-0.998483,0.428092
-91.2284,0.980429,0.0623868,2,7,0,92.7109,0.530633,-0.939659,0.401404
-91.8031,0.938321,0.0623868,2,3,0,91.924,0.527135,-0.857411,0.390587
-92.0393,0.98789,0.0623868,3,7,0,92.6902,0.571987,-0.897659,0.339766
-91.6513,0.796861,0.0623868,2,3,0,93.937,0.590448,-0.952157,0.363128
-92.8804,0.729483,0.0623868,2,7,0,94.7019,0.526536,-0.851214,0.459087
-94.4039,0.818562,0.0623868,2,3,0,95.6995,0.541349,-0.866284,0.509792
-92.3676,0.96441,0.0623868,2,7,0,96.3856,0.483395,-0.99841,0.310834
-91.0829,0.801995,0.0623868,2,7,0,94.1168,0.526014,-0.923889,0.350119
-91.8909,0.815131,0.0623868,3,7,0,92.5435,0.554276,-1.02002,0.375176
-91.8362,0.782601,0.0623868,2,3,0,94.1064,0.53854,-1.02724,0.338725
