# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = laplacian_prior_model
# start_datetime = 2021-05-27 03:54:15 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 50
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ./laplacian_prior/psi0.json
# init = 2 (Default)
# random
#   seed = 3005149479 (Default)
# output
#   file = ./laplacian_prior/output0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 888c0f6a
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,B,s
-2.14349,0.998284,0.548388,3,15,0,2.30167,15.5143,10.4833
-2.0681,0.983329,0.548388,3,11,0,2.31809,15.7505,15.5518
-2.37949,0.897558,0.548388,3,9,0,2.74254,13.8112,21.7847
-3.2406,0.833081,0.548388,2,3,0,3.94729,13.3217,5.77219
-2.08688,1,0.548388,4,27,0,4.27045,8.58704,4.78863
-1.35665,0.826485,0.548388,3,11,0,2.94474,6.38258,12.1964
-1.18915,0.994124,0.548388,2,7,0,1.54409,5.87465,5.00729
-0.93397,0.999544,0.548388,3,15,0,1.48021,4.91003,6.12579
-1.48418,0.957107,0.548388,2,7,0,1.65624,5.49228,3.6757
-1.50962,0.222549,0.548388,2,3,0,4.12101,5.05254,14.4874
-0.588212,0.752784,0.548388,3,11,0,2.81802,2.3505,4.53926
-0.517209,0.999962,0.548388,3,11,0,0.631212,1.96062,3.91654
-0.529886,0.999389,0.548388,3,7,0,0.541376,2.08326,3.28531
-0.215235,0.995934,0.548388,3,15,0,0.941344,0.449168,1.85324
-0.617821,0.987893,0.548388,2,7,0,1.38065,2.50858,4.82408
-0.429725,0.991451,0.548388,3,11,0,0.944846,0.787695,4.11127
-0.421263,1,0.548388,2,3,0,0.434877,0.832308,3.99288
-0.430602,0.994602,0.548388,3,15,0,1.03429,-1.49536,3.23373
-0.673626,0.999181,0.548388,3,11,0,1.09865,-2.47885,5.8309
-0.514132,0.672579,0.548388,1,3,0,4.09554,-1.52417,1.89233
-0.36123,0.966522,0.548388,1,3,0,0.938809,-1.10578,2.86287
-0.283738,0.611788,0.548388,2,7,0,1.13812,-0.780408,1.53003
-0.814201,0.623577,0.548388,1,3,0,2.34918,-0.656006,0.532414
-0.814201,0.317164,0.548388,2,3,0,2.20892,-0.656006,0.532414
-0.554708,1,0.548388,2,3,0,0.844288,0.551064,0.552358
-0.0521907,0.337894,0.548388,2,3,0,0.898559,-0.0593293,0.34521
-0.137257,0.719232,0.548388,1,3,0,0.241817,0.183206,0.426499
-0.137257,0.306719,0.548388,1,2,1,1.73658,0.183206,0.426499
-0.137257,0.00434719,0.548388,1,1,0,1.79043,0.183206,0.426499
-0.205042,0.992041,0.548388,3,15,0,0.31526,-0.496404,1.4849
-0.0926127,0.772775,0.548388,2,5,0,0.817997,-0.13793,0.465352
-0.149987,0.764006,0.548388,2,3,0,1.07644,-0.277166,1.24337
-0.142841,0.991363,0.548388,3,9,0,0.265479,0.212859,0.499173
-0.142841,0.000301078,0.548388,2,3,0,2.98397,0.212859,0.499173
-0.454193,0.941274,0.548388,3,9,0,0.801134,0.51763,4.47273
-0.447157,0.989944,0.548388,3,7,0,1.09075,0.297331,4.44697
-0.627509,0.997803,0.548388,3,7,0,0.638011,0.142405,6.27092
-0.44577,0.994276,0.548388,3,15,0,0.957439,-1.0683,4.11892
-0.577948,0.986229,0.548388,2,7,0,0.819986,-1.87159,5.10564
-0.242713,0.856248,0.548388,2,5,0,1.82218,-0.617642,1.31285
-0.295728,0.994654,0.548388,3,11,0,0.414255,-0.842159,2.25624
-0.479552,0.942475,0.548388,3,7,0,1.91228,1.46726,1.94502
-0.825279,0.999673,0.548388,3,11,0,0.899656,3.10945,7.35866
-1.11654,0.98702,0.548388,3,15,0,2.56383,6.06388,5.92294
-1.29866,0.970912,0.548388,3,15,0,2.00849,7.81252,9.82248
-0.700084,0.999981,0.548388,4,29,0,1.6648,2.95003,5.62269
-0.715191,0.999988,0.548388,2,7,0,0.75686,3.2645,5.10665
-0.8424,0.996488,0.548388,3,11,0,0.900671,3.67476,7.07289
-1.98354,0.871099,0.548388,2,3,0,3.22767,3.29062,19.6953
-2.63298,0.899129,0.548388,3,7,0,3.16419,4.5187,2.05082
-1.00298,1,0.548388,2,3,0,2.29712,3.68335,9.23294
-0.979259,0.981901,0.548388,2,3,0,1.37785,4.15845,8.63066
-3.90798,0.755386,0.548388,2,7,0,5.08379,2.55328,39.0582
-1.14556,0.672201,0.548388,3,11,0,3.56151,1.7488,1.22294
-0.455755,1,0.548388,2,3,0,1.16903,1.30134,1.73327
-0.610117,0.998155,0.548388,3,15,0,0.917252,2.3053,5.06232
-1.27549,0.997078,0.548388,4,19,0,1.34532,6.77776,5.71115
-1.43835,0.93953,0.548388,3,7,0,1.78804,5.04723,13.7046
-2.72958,0.982595,0.548388,4,23,0,3.2519,12.5508,6.09537
-2.27536,0.709615,0.548388,5,37,0,5.13409,14.7996,20.021
-1.45465,0.906468,0.548388,4,23,0,3.62424,4.55897,14.0168
-0.818968,0.99747,0.548388,2,3,0,1.52853,4.03266,5.42429
-0.901459,0.995742,0.548388,4,17,0,0.91576,-1.11126,0.871381
-0.657374,0.984754,0.548388,3,7,0,1.72656,2.79719,5.01828
-0.282626,0.997743,0.548388,3,15,0,0.786797,0.638786,2.49433
-0.658295,0.887459,0.548388,2,7,0,1.56724,2.01044,6.02448
-1.15546,0.926836,0.548388,3,9,0,1.41643,2.81663,11.2397
-0.433579,0.763678,0.548388,3,11,0,3.29966,-1.42972,3.49733
-0.758109,0.876749,0.548388,2,3,0,1.56697,-1.65022,1.49679
-0.583118,0.93723,0.548388,3,15,0,1.44568,1.17717,5.60918
-0.581768,0.997499,0.548388,3,11,0,0.934425,0.72404,5.73628
-0.808481,0.988723,0.548388,3,11,0,1.10632,-0.225992,8.07966
-1.08636,0.964826,0.548388,3,7,0,1.60437,-0.81741,0.570185
-0.0720682,0.860808,0.548388,2,3,0,1.32134,0.0995828,0.511932
-0.214527,0.936565,0.548388,1,3,0,0.299085,-0.236546,0.403685
-1.40903,0.335797,0.548388,2,3,0,2.34723,-0.911415,0.554302
-0.552114,0.849833,0.548388,3,7,0,1.91403,-1.12891,1.21807
-1.40366,0.308626,0.548388,2,7,0,3.53878,2.02878,13.9299
-0.674882,1,0.548388,3,7,0,1.66856,1.16113,6.59218
-0.192052,0.991808,0.548388,3,11,0,0.782566,-0.416006,0.948835
-1.08208,0.882377,0.548388,4,23,0,2.16314,5.68908,8.66357
-1.44396,0.987994,0.548388,4,27,0,2.28145,8.80301,7.44171
-2.63875,0.260828,0.548388,3,11,1,5.66692,9.83355,25.6524
-2.21986,0.977506,0.548388,3,11,0,3.01031,8.36725,4.4401
-0.757631,1,0.548388,4,19,0,2.426,-0.166171,7.57258
-1.17373,0.994397,0.548388,3,7,0,1.29938,-2.64085,1.88148
-1.17373,0.00131716,0.548388,1,3,0,3.80608,-2.64085,1.88148
-0.542671,0.993217,0.548388,2,7,0,1.54154,-2.05287,2.87635
-1.22247,0.997714,0.548388,4,27,0,1.66501,-7.33715,7.80618
-1.25401,0.722554,0.548388,2,3,0,3.20853,-7.64276,8.37905
-1.73801,0.962388,0.548388,4,23,0,2.3416,-12.2586,12.7765
-0.664074,0.875124,0.548388,4,27,0,3.86612,-2.30031,5.87163
-0.376342,0.977462,0.548388,4,19,0,1.89075,1.25221,2.59803
-0.830923,0.995891,0.548388,3,15,0,1.08093,2.41878,7.83094
-0.101428,0.948339,0.548388,3,15,0,1.99528,0.0707967,0.977843
-0.946703,0.944293,0.548388,3,9,0,1.38506,3.9406,8.35307
-1.58729,0.961552,0.548388,3,11,0,2.32445,3.07881,1.83801
-2.04622,0.971109,0.548388,5,43,0,3.2951,-15.4997,15.3902
-2.30504,0.957379,0.548388,1,3,0,2.31789,-15.4357,20.1017
-2.94337,0.815544,0.548388,2,3,0,3.94405,-15.9656,7.64907
-2.21665,1,0.548388,3,15,0,3.00556,-17.6195,16.3819
-2.70624,0.912751,0.548388,2,3,0,2.92713,-18.1522,24.2636
-2.58724,0.86135,0.548388,2,3,0,4.03198,-18.1399,22.6708
-3.0243,0.979065,0.548388,4,21,0,3.17704,-21.8666,26.9513
-2.72924,0.778651,0.548388,4,31,0,4.10336,-23.4836,14.943
-3.16459,0.843757,0.548388,3,15,0,3.35235,-22.4677,11.0779
-2.69767,0.967001,0.548388,3,11,0,3.12575,-23.6078,15.7677
-1.88756,0.922148,0.548388,5,43,0,3.13061,-14.1071,12.8279
-2.8084,0.987569,0.548388,5,59,0,3.94284,-25.5061,19.7131
-2.81742,0.999563,0.548388,2,3,0,2.81867,-25.5916,17.5895
-2.81742,0.651491,0.548388,2,3,0,3.30327,-25.5916,17.5895
-2.60903,0.715134,0.548388,5,51,0,4.62871,-14.7198,24.2472
-1.8329,0.989184,0.548388,5,39,0,2.90727,9.89163,6.40603
-1.55719,0.979731,0.548388,2,7,0,2.11304,10.4404,11.311
-2.25848,0.841128,0.548388,4,31,0,3.61703,15.5084,9.63803
-2.54521,0.896623,0.548388,2,7,0,2.85239,15.8762,8.66473
-2.03476,1,0.548388,2,3,0,2.37326,15.7551,12.9774
-2.66269,0.972872,0.548388,5,47,0,3.05768,22.7437,20.4295
-0.308773,0.996317,0.548388,5,35,0,3.85181,0.844143,2.52489
-0.560553,0.998283,0.548388,4,15,0,1.83886,2.28262,3.7053
-0.550594,0.995081,0.548388,2,5,0,0.671097,2.06793,4.39846
-0.442559,0.995662,0.548388,3,15,0,0.695618,1.57868,2.65792
-0.68755,0.481949,0.548388,2,6,1,2.92789,1.00992,0.926734
-0.513802,1,0.548388,3,15,0,0.947513,-1.91706,3.96902
-0.8073,0.96767,0.548388,3,9,0,1.26987,-2.96258,7.23272
-0.873634,0.997606,0.548388,3,15,0,1.27954,-4.33097,6.5463
-0.727525,0.982755,0.548388,3,15,0,1.26957,-2.96832,6.08305
-2.52708,0.984806,0.548388,2,3,0,3.43167,-3.78451,1.74492
-1.24994,1,0.548388,3,11,0,2.68169,0.293195,12.4958
-1.00837,0.998257,0.548388,2,7,0,1.5858,1.01952,10.031
-2.36383,0.787381,0.548388,3,15,0,3.97537,-4.87052,2.36129
-1.55565,0.838669,0.548388,3,15,0,3.9439,3.94357,2.4347
-2.00423,0.997113,0.548388,5,39,0,2.99768,-12.8004,17.3064
-2.39121,0.918396,0.548388,3,11,0,2.71233,-15.1507,21.4072
-2.34071,0.835652,0.548388,3,15,0,3.92426,-13.4405,7.54678
-2.21484,1,0.548388,3,11,0,2.50525,-14.0908,19.5506
-2.45623,0.98074,0.548388,4,23,0,2.90146,-17.3993,21.191
-3.63978,0.937231,0.548388,5,59,0,4.62841,-32.2657,15.959
-3.20397,0.795597,0.548388,5,63,0,4.95327,-28.6718,16.0169
-3.03746,0.989104,0.548388,3,15,0,3.24069,-27.646,16.7451
-2.75384,0.822128,0.548388,5,43,0,3.90103,-18.5896,9.89694
-2.84417,0.992855,0.548388,3,11,0,2.90862,-18.9702,25.7217
-2.7215,0.193542,0.548388,2,7,0,6.53814,-20.2164,23.5207
-2.51209,0.728518,0.548388,4,23,0,5.84662,-11.2648,5.71878
-2.754,0.603836,0.548388,4,23,0,6.35078,-14.7968,25.9088
-4.85707,0.77937,0.548388,5,37,1,5.62945,-27.9382,10.068
-3.12381,0.694334,0.548388,2,3,0,4.90605,-27.6174,15.6331
-2.72731,0.946306,0.548388,4,29,0,3.53158,-24.2194,19.7651
-2.72731,0.0455791,0.548388,1,3,1,6.77238,-24.2194,19.7651
-3.25381,0.948227,0.548388,4,31,0,3.96361,-29.4224,16.3542
-3.25381,1.88152e-05,0.548388,1,1,0,5.51452,-29.4224,16.3542
-3.70255,0.971205,0.548388,5,63,0,4.09641,-38.3587,22.5249
-0.460809,0.754715,0.548388,6,83,0,5.79828,-1.69915,2.98933
-0.466012,0.999847,0.548388,2,3,0,0.466511,-1.72093,2.92012
-1.17469,0.991191,0.548388,3,15,0,2.3691,-4.30315,10.9778
-1.0547,0.998117,0.548388,4,19,0,1.52228,-5.15576,8.84827
-1.05758,0.953748,0.548388,2,3,0,1.59179,-4.69909,4.14392
-0.985293,0.920801,0.548388,1,3,0,1.62189,-4.64214,8.28017
-1.45088,0.97786,0.548388,3,9,0,1.57298,-5.16467,13.8086
-0.975018,1,0.548388,2,3,0,1.43631,-4.87383,7.79341
-0.846377,0.996995,0.548388,3,9,0,1.02288,-4.20515,6.03245
-1.3323,0.999931,0.548388,4,27,0,1.49645,-8.35781,8.60527
-3.2915,0.252361,0.548388,2,3,0,5.07873,-7.76647,32.6315
-1.34869,0.349904,0.548388,2,5,0,5.0088,-8.52398,9.05513
-1.72808,0.998519,0.548388,4,31,0,1.76826,-12.3587,11.3154
-0.415463,0.737568,0.548388,5,43,1,4.53576,0.364234,4.11298
-0.437015,0.999769,0.548388,2,3,0,0.437265,0.368571,4.33164
-0.764508,0.998112,0.548388,3,15,0,1.04374,3.62268,4.82857
-0.632163,0.967332,0.548388,3,15,0,1.15247,2.5701,4.99692
-0.8289,0.995222,0.548388,3,15,0,0.911093,4.07575,5.1259
-1.49574,0.952468,0.548388,3,7,0,1.55733,4.30728,14.5165
-2.22325,0.938912,0.548388,3,7,0,2.5857,3.38853,1.67122
-2.34849,0.910907,0.548388,1,1,0,3.02561,3.33372,1.59346
-0.697194,1,0.548388,2,3,0,2.28665,2.73942,3.12399
-0.360451,0.999903,0.548388,3,15,0,0.741367,0.475715,3.5098
-1.07968,0.99013,0.548388,4,23,0,2.02457,-6.0227,6.49188
-0.415337,0.984596,0.548388,4,27,0,1.41975,-1.37146,3.27174
-1.38239,0.987377,0.548388,4,31,0,2.19912,-6.8768,12.2465
-2.87977,0.950884,0.548388,2,7,0,3.63804,-7.40256,28.459
-0.976027,0.683602,0.548388,3,15,0,3.56228,-5.24741,6.52921
-0.448128,0.986439,0.548388,3,15,0,2.37454,-1.32172,3.9063
-1.1837,0.767664,0.548388,4,15,0,2.33181,5.89369,10.1503
-1.27119,0.734861,0.548388,4,23,0,2.24044,-1.62673,1.06634
-0.266399,0.529715,0.548388,2,3,0,3.3165,-0.538572,2.41017
-0.638319,0.995243,0.548388,3,15,0,0.834212,-2.77028,4.11821
-0.783427,0.964347,0.548388,2,5,0,1.12804,-2.79288,7.04763
-0.236187,0.985544,0.548388,3,15,0,1.32574,0.618127,1.67489
-0.49445,0.883161,0.548388,2,7,0,0.861722,1.08014,4.67551
-1.10429,0.936777,0.548388,2,7,0,2.36236,2.8092,10.6971
-0.511467,0.981703,0.548388,3,7,0,1.40538,1.97652,3.62742
-0.433466,0.999951,0.548388,4,15,0,0.529717,1.53715,3.10986
-0.964687,0.991828,0.548388,4,27,0,1.05522,5.12674,6.02518
-3.16649,0.771847,0.548388,4,19,0,3.95905,13.6079,6.00736
-1.35566,0.638871,0.548388,3,15,0,4.29226,8.45487,8.07807
-1.4505,0.996314,0.548388,3,15,0,1.61219,9.40904,10.4524
-1.73303,0.944419,0.548388,2,3,0,2.34591,8.93118,5.91
-1.81793,0.469335,0.548388,4,23,0,3.50748,9.50914,16.5225
-2.02228,0.985697,0.548388,3,11,0,2.40501,11.9732,18.0132
-1.79659,0.797906,0.548388,2,3,0,3.56502,11.0554,15.3827
-1.55242,0.977453,0.548388,4,31,0,2.19648,9.77301,7.93133
-0.943727,0.900016,0.548388,4,27,0,3.01424,2.84556,2.39912
-0.518568,1,0.548388,2,7,0,1.13245,1.95936,2.90039
-0.606229,0.981116,0.548388,2,7,0,0.982952,1.39297,1.45169
-0.881982,0.94582,0.548388,4,31,0,1.48522,-4.49843,5.6625
-0.933934,0.995802,0.548388,3,7,0,0.945365,-4.49053,7.586
-0.817164,0.997345,0.548388,4,23,0,1.23849,2.04319,1.81252
-0.491368,0.993223,0.548388,4,23,0,1.27906,-1.34295,4.45761
-0.927339,0.88297,0.548388,2,7,0,1.40482,-2.40344,8.90832
-0.40616,0.984757,0.548388,4,15,0,1.08595,-1.40244,2.57789
-1.62329,0.892233,0.548388,3,15,0,2.1604,-2.65892,1.55206
-0.406767,0.563654,0.548388,2,7,0,4.45113,-1.296,3.28765
-1.12843,0.970639,0.548388,3,7,0,1.44597,-0.722738,11.2628
-1.18587,0.944366,0.548388,3,11,0,1.80374,-3.74382,2.77872
-2.46423,0.822863,0.548388,5,43,0,4.53569,-18.191,20.8276
-6.186,0.191597,0.548388,1,1,0,6.31189,-18.3126,5.45222
-3.50459,0.492921,0.548388,2,3,0,6.5885,-18.42,33.5373
-2.82553,0.840291,0.548388,3,11,0,3.55257,-16.456,26.297
-2.82553,0.000505202,0.548388,1,1,0,11.348,-16.456,26.297
-3.08247,0.500762,0.548388,3,11,0,4.80247,-17.306,8.12178
-1.30879,0.527675,0.548388,4,29,0,5.20616,-8.05335,9.4736
-2.43934,0.906702,0.548388,2,3,0,2.75113,-7.85698,3.87918
-1.96355,0.636143,0.548388,4,27,1,4.55434,-13.4896,9.45332
-2.28647,0.869279,0.548388,1,1,0,2.3219,-13.4809,7.75528
-1.86444,1,0.548388,1,1,0,2.13066,-13.4199,10.5442
-1.82725,0.901504,0.548388,3,11,0,2.4274,-12.4635,14.6558
-1.47633,0.971851,0.548388,5,39,0,2.85689,4.08706,2.62335
-0.876511,0.995868,0.548388,2,7,0,1.90911,4.41155,5.30311
-1.44928,0.921011,0.548388,2,3,0,2.22419,5.29184,3.58293
-2.25492,0.452366,0.548388,3,11,0,4.3271,2.00539,22.5091
-0.807645,0.86191,0.548388,2,7,0,3.59817,3.87436,4.75529
-1.13867,0.887514,0.548388,4,31,0,2.90437,6.53631,8.23712
-2.18889,0.900191,0.548388,1,3,0,3.05107,6.22392,21.4682
-0.534054,0.871405,0.548388,4,23,0,3.30444,1.43623,1.67991
-0.13439,0.949316,0.548388,3,7,0,1.42552,0.0244276,1.33473
-0.905768,0.967219,0.548388,4,19,0,1.54881,2.8868,8.47659
-1.56024,0.942031,0.548388,3,11,0,3.11993,5.47765,14.9285
-1.23943,0.995494,0.548388,2,3,0,1.67139,5.70039,11.0668
-0.526152,0.992876,0.548388,3,11,0,2.74824,2.05472,3.78677
-0.332375,0.823722,0.548388,2,7,0,2.56586,1.03799,2.3088
-0.24129,0.997999,0.548388,3,11,0,0.388295,0.632965,1.44032
-0.14832,0.993779,0.548388,2,5,0,0.449952,0.279981,1.20494
-0.258407,0.981386,0.548388,2,7,0,0.624842,-0.517739,2.33368
-0.297555,0.998159,0.548388,3,15,0,0.384936,-0.0801218,2.96854
-0.543807,0.981395,0.548388,2,7,0,1.07405,1.0279,5.24406
-0.464563,0.994368,0.548388,2,5,0,0.808227,1.64899,2.54867
-0.548467,0.99989,0.548388,3,15,0,0.656074,2.16694,3.22703
-0.813819,0.984323,0.548388,2,3,0,0.830363,2.52886,2.35156
-1.03204,0.947878,0.548388,1,1,0,1.04101,2.58209,2.00253
-0.470528,0.112062,0.548388,2,3,0,5.20413,1.58717,3.85522
-0.709089,0.990179,0.548388,3,15,0,1.40715,-3.06806,3.76109
-0.807119,0.948505,0.548388,2,3,0,1.75286,-2.60669,7.45924
-0.660568,0.980949,0.548388,3,7,0,1.27399,-2.5212,2.94987
-0.496322,1,0.548388,3,7,0,0.682159,-1.81571,3.84651
-0.771245,0.992698,0.548388,3,11,0,0.904089,-3.67475,4.91187
-1.08378,0.979469,0.548388,3,11,0,1.59914,-5.85395,5.8795
-1.40043,0.901009,0.548388,2,3,0,2.06248,-5.93145,12.9555
-2.35218,0.814763,0.548388,1,3,0,2.56716,-5.6684,23.2235
-0.981558,0.754088,0.548388,3,11,0,4.0877,-5.274,6.22508
-1.08349,0.989999,0.548388,3,7,0,1.10716,-5.37425,9.08352
-1.01198,1,0.548388,2,3,0,1.08465,-5.41889,7.52714
-1.63207,0.869737,0.548388,4,27,0,2.98967,-11.298,10.2774
-1.7026,0.875143,0.548388,4,19,0,3.19348,-8.09955,15.6935
-1.35342,0.999264,0.548388,2,3,0,1.71953,-8.02658,10.7412
-1.33809,0.983129,0.548388,1,3,0,1.51436,-8.00453,7.20037
-1.29199,0.813446,0.548388,2,3,0,2.40336,-7.62717,7.02567
-0.918685,0.672257,0.548388,3,15,0,3.06893,-1.70887,9.0057
-1.1069,0.996304,0.548388,3,7,0,1.31626,-2.67146,1.9822
-0.524356,0.747879,0.548388,2,3,0,2.25759,-1.87353,2.55848
-0.263015,0.997724,0.548388,4,19,0,0.89766,-0.166837,2.60581
-0.792368,0.969643,0.548388,3,15,0,1.50075,-2.73914,7.1983
-3.60724,0.856268,0.548388,2,7,0,4.13503,-3.86011,36.0147
-1.18715,0.731392,0.548388,2,7,0,4.35565,-3.41861,11.4228
-0.440745,0.974698,0.548388,3,11,0,1.89808,-1.44498,3.59842
-0.806626,0.888448,0.548388,3,15,0,0.995789,-2.5055,7.50813
-2.46091,0.901808,0.548388,4,23,0,3.42821,6.80688,24.2135
-1.77743,0.811404,0.548388,2,7,0,3.03428,5.89598,3.48844
-1.1687,1,0.548388,3,7,0,1.70981,5.57185,4.72138
-1.13269,0.905024,0.548388,2,3,0,1.71353,5.7494,5.19071
-0.640677,0.990435,0.548388,4,19,0,1.25946,2.78979,4.28938
-0.761648,0.986519,0.548388,4,23,0,1.0748,-3.30824,6.18383
-0.217946,0.991473,0.548388,4,23,0,1.27776,0.54183,1.59932
-0.443112,0.981166,0.548388,2,3,0,0.673877,0.970404,1.21071
-0.389642,0.946798,0.548388,3,7,0,1.04278,-1.24878,2.06754
-0.775093,0.954607,0.548388,2,5,0,1.30349,0.339988,7.73999
-0.138049,0.995008,0.548388,2,7,0,1.14287,-0.265232,1.05497
-0.433132,0.963064,0.548388,2,7,0,0.76344,-1.23817,3.79702
-1.31326,0.979185,0.548388,4,19,0,1.59672,-7.18158,11.0009
-0.895124,0.994547,0.548388,4,21,0,1.68888,-3.30881,8.11971
-1.1131,0.997251,0.548388,3,15,0,1.49164,-4.97131,4.23329
-1.81287,0.773791,0.548388,3,11,0,3.12862,-6.72001,17.3806
-2.02545,0.989136,0.548388,2,3,0,2.07083,-6.78116,19.6591
-1.37244,0.93781,0.548388,1,3,0,2.05788,-6.95548,12.0606
-1.22502,0.996936,0.548388,2,3,0,1.46013,-6.61549,10.107
-1.76904,0.981401,0.548388,4,23,0,2.27343,-11.8692,14.1929
-2.17929,0.990982,0.548388,4,27,0,2.75568,-17.0891,12.6115
-0.818436,0.858619,0.548388,5,35,0,2.79421,-4.01022,5.75375
-0.259654,0.995989,0.548388,4,27,0,1.2839,-0.179425,2.56824
-0.273123,0.998877,0.548388,2,7,0,0.425012,0.744115,2.09669
-0.526519,0.984408,0.548388,2,7,0,0.797712,-0.418396,5.23129
-0.306044,0.9951,0.548388,3,9,0,0.842975,0.904799,2.24068
-0.415642,0.985705,0.548388,2,5,0,0.745991,0.128091,4.14924
-0.820883,0.980783,0.548388,3,15,0,1.69722,-2.44856,7.70221
-1.08917,0.985294,0.548388,2,3,0,1.14657,-2.22094,10.6743
-0.43653,0.805541,0.548388,2,7,0,2.08315,-0.698623,4.22631
-0.288258,0.889508,0.548388,2,5,0,2.66598,-0.70978,1.24226
-0.318559,0.993988,0.548388,2,7,0,0.569871,-0.668914,2.91973
-0.211379,0.996747,0.548388,3,7,0,0.509741,0.511683,1.58908
-0.316488,0.990677,0.548388,1,3,0,0.43936,0.77683,1.2618
-0.981227,0.95806,0.548388,3,7,0,1.07982,-0.0475722,9.81113
-0.383147,0.992335,0.548388,2,7,0,1.35675,-0.871528,3.52256
-1.52433,0.989699,0.548388,4,31,0,1.70871,-5.45067,3.5673
-1.02589,0.504649,0.548388,2,3,0,3.63148,-5.29322,8.14704
-1.08309,0.960124,0.548388,3,15,0,1.76774,-3.86291,10.0982
-0.438966,0.999919,0.548388,3,11,0,1.58433,-1.52043,2.43314
-0.969542,0.962079,0.548388,3,11,0,1.41067,0.413541,9.68528
-0.440178,0.999855,0.548388,2,3,0,1.0227,-0.0305669,4.39926
-0.227513,0.851547,0.548388,2,7,0,1.03322,-0.0361676,2.26945
-1.03795,0.98496,0.548388,4,23,0,1.69202,5.67442,6.23038
-1.03795,0.134826,0.548388,1,1,0,4.09168,5.67442,6.23038
-1.01831,0.990838,0.548388,3,7,0,1.13094,4.9307,4.71652
-0.822304,0.998358,0.548388,4,19,0,1.41977,3.89747,4.54652
-2.79557,0.33352,0.548388,2,3,0,6.23704,4.24151,27.8393
-2.91479,0.805532,0.548388,2,7,0,4.13104,2.82473,1.19485
-1.51407,0.615243,0.548388,3,9,0,5.38047,-2.27451,15.0255
-1.42051,0.878248,0.548388,2,7,0,2.03862,-1.72995,14.1294
