# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = laplacian_prior_model
# start_datetime = 2021-05-27 03:54:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 50
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ./laplacian_prior/psi2.json
# init = 2 (Default)
# random
#   seed = 3005167328 (Default)
# output
#   file = ./laplacian_prior/output2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 888c0f6a
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,B,s
# Adaptation terminated
# Step size = 0.169025
# Diagonal elements of inverse mass matrix:
# 1, 1
-1.34196,0.251661,0.169025,2,7,0,1.76052,0.0808052,0.101543
-1.79302,0.814148,0.169025,2,7,0,1.91331,-0.121114,0.0925039
-1.79302,0.00235021,0.169025,2,3,0,3.08995,-0.121114,0.0925039
-2.08438,0.933722,0.169025,1,3,0,2.09049,0.138439,0.0906088
-2.49356,0.702014,0.169025,2,3,0,2.72215,0.163968,0.0930638
-2.49356,0.194063,0.169025,2,7,0,3.83869,0.163968,0.0930638
-2.49356,0.00125851,0.169025,1,3,1,6.37999,0.163968,0.0930638
-2.55676,0.862559,0.169025,3,7,0,2.84041,0.189343,0.217226
-1.5208,0.56203,0.169025,2,7,0,2.92339,0.0276453,0.149704
-0.767002,0.739003,0.169025,3,8,1,3.40269,0.0183791,0.0720489
-0.767002,0.0902579,0.169025,1,1,0,1.01732,0.0183791,0.0720489
-0.767002,0.185101,0.169025,2,3,0,1.05537,0.0183791,0.0720489
-0.767002,4.03972e-11,0.169025,1,1,0,2.52654,0.0183791,0.0720489
-0.767002,0.00231736,0.169025,1,3,1,2.2206,0.0183791,0.0720489
-0.767002,0.0094765,0.169025,1,3,1,2.52728,0.0183791,0.0720489
-0.620002,0.553445,0.169025,1,3,0,1.34023,-0.0077003,0.0594659
-0.620002,0.000149889,0.169025,1,1,0,1.24066,-0.0077003,0.0594659
-0.620002,0.104336,0.169025,1,1,0,0.859849,-0.0077003,0.0594659
-0.97103,0.101145,0.169025,1,3,1,2.36318,0.0473242,0.0496581
-0.97103,4.22549e-38,0.169025,1,1,0,1.83407,0.0473242,0.0496581
-0.97103,7.99414e-09,0.169025,1,1,0,4.75621,0.0473242,0.0496581
-0.97103,2.87813e-47,0.169025,1,1,0,2.64155,0.0473242,0.0496581
-0.97103,0.106772,0.169025,2,3,0,2.04522,0.0473242,0.0496581
-1.10088,0.178423,0.169025,2,3,0,2.27224,-0.0510546,0.0458291
-1.10088,1.45297e-21,0.169025,1,2,1,2.59909,-0.0510546,0.0458291
-1.10088,3.01571e-86,0.169025,1,1,0,1.59508,-0.0510546,0.0458291
-1.10088,2.80062e-18,0.169025,1,2,1,1.18742,-0.0510546,0.0458291
-1.10088,1.75794e-05,0.169025,2,5,1,3.79212,-0.0510546,0.0458291
-1.10088,2.92964e-09,0.169025,1,1,0,6.08718,-0.0510546,0.0458291
-1.10088,2.49827e-05,0.169025,2,3,0,1.61564,-0.0510546,0.0458291
-1.10088,5.19629e-107,0.169025,1,1,0,1.66293,-0.0510546,0.0458291
-0.473809,1,0.169025,1,1,0,0.690958,-0.00718724,0.0437152
-0.473809,4.18441e-278,0.169025,1,1,0,4.76421,-0.00718724,0.0437152
-0.473809,0.042619,0.169025,1,1,0,0.723967,-0.00718724,0.0437152
-0.473809,2.53608e-06,0.169025,1,1,0,1.22652,-0.00718724,0.0437152
-0.473809,1.05654e-06,0.169025,2,3,0,1.65252,-0.00718724,0.0437152
-0.473809,0.100815,0.169025,1,3,0,0.663757,-0.00718724,0.0437152
-0.473809,1.48196e-17,0.169025,1,1,0,1.1022,-0.00718724,0.0437152
-0.473809,0.0016479,0.169025,2,3,0,1.24198,-0.00718724,0.0437152
-0.473809,1.70579e-09,0.169025,1,1,0,1.82196,-0.00718724,0.0437152
-0.473809,1.68394e-11,0.169025,1,1,0,0.670674,-0.00718724,0.0437152
-0.473809,2.60522e-11,0.169025,1,1,0,1.02054,-0.00718724,0.0437152
-0.473809,3.89822e-71,0.169025,1,1,0,2.00299,-0.00718724,0.0437152
-0.549203,0.294478,0.169025,1,3,1,0.797466,-0.0156211,0.0473415
-0.549203,0.0164071,0.169025,1,1,0,1.0223,-0.0156211,0.0473415
-0.941086,0.16465,0.169025,1,3,1,2.03665,-0.0475889,0.0554204
-0.941086,4.96267e-26,0.169025,1,1,0,1.56149,-0.0475889,0.0554204
-0.941086,0.000263769,0.169025,2,3,0,1.16916,-0.0475889,0.0554204
-0.815913,0.333333,0.169025,2,3,0,1.45478,-0.0367197,0.0630124
-0.815913,0.0375647,0.169025,1,1,0,1.70576,-0.0367197,0.0630124
-0.815913,0.391972,0.169025,1,1,0,1.30648,-0.0367197,0.0630124
-0.815913,3.45744e-05,0.169025,1,1,0,1.25194,-0.0367197,0.0630124
-2.81911,0.0148984,0.169025,1,1,0,5.93476,-0.124118,0.0590113
-2.07558,0.333333,0.169025,2,3,0,2.76308,0.100067,0.0582454
-2.07558,3.38836e-20,0.169025,1,2,1,3.53779,0.100067,0.0582454
-2.07558,5.95137e-78,0.169025,1,1,0,3.37866,0.100067,0.0582454
-2.07558,1.0602e-25,0.169025,1,1,0,2.89074,0.100067,0.0582454
-1.37559,0.333333,0.169025,1,3,1,4.96708,0.0865801,0.0878559
-1.37559,0.00656973,0.169025,1,1,0,2.18705,0.0865801,0.0878559
-1.37559,0.0651196,0.169025,2,5,1,4.88027,0.0865801,0.0878559
-1.37559,0.0264812,0.169025,3,7,0,3.08262,0.0865801,0.0878559
-1.37559,0.00329478,0.169025,3,13,1,3.06457,0.0865801,0.0878559
-1.86075,0.675792,0.169025,1,1,0,2.46136,0.12407,0.0900561
-1.86075,3.16764e-06,0.169025,1,1,0,3.92414,0.12407,0.0900561
-1.86075,0.0816715,0.169025,1,1,0,2.25058,0.12407,0.0900561
-1.65016,1,0.169025,2,7,0,1.78769,0.11386,0.103311
-1.65016,0.129926,0.169025,3,15,0,3.0667,0.11386,0.103311
-1.90806,0.950464,0.169025,3,7,0,2.29301,-0.0439795,0.187521
-2.31426,0.660462,0.169025,2,7,1,2.91547,0.027761,0.230264
-1.91394,0.942835,0.169025,3,7,0,2.92685,-0.0208123,0.190269
-2.17481,0.989523,0.169025,1,3,0,2.37079,0.0279256,0.216183
-3.14247,0.881644,0.169025,3,7,0,3.87769,0.282014,0.25045
-3.48603,1,0.169025,3,7,0,4.43912,-0.0504056,0.347262
-2.92731,0.744246,0.169025,2,7,0,4.0244,0.0740222,0.289106
-3.58645,0.792106,0.169025,3,7,0,3.69898,-0.120836,0.352485
-1.76628,0.733342,0.169025,3,9,1,3.54805,0.0349297,0.174037
-2.12547,0.918764,0.169025,3,7,0,2.51262,0.0603299,0.207853
-2.49788,0.49482,0.169025,3,12,1,2.53881,-0.121266,0.236182
-3.95067,0.990219,0.169025,2,7,0,4.38255,-0.134613,0.388816
-4.71811,0.955897,0.169025,3,7,0,5.94262,0.107128,0.468989
-4.65815,0.975868,0.169025,3,7,0,6.6862,-0.0790266,0.464149
-3.60909,0.99543,0.169025,3,7,0,5.41946,0.026146,0.360368
-1.25374,0.98413,0.169025,3,7,0,3.14438,0.0739112,0.0736464
-1.25374,1.85556e-11,0.169025,1,1,0,2.53847,0.0739112,0.0736464
-1.25374,0.267575,0.169025,1,1,0,2.31216,0.0739112,0.0736464
-1.25374,3.99303e-11,0.169025,1,1,0,2.55791,0.0739112,0.0736464
-1.25374,0.00541839,0.169025,1,1,0,1.41433,0.0739112,0.0736464
-1.25374,0.00870753,0.169025,2,6,1,2.83547,0.0739112,0.0736464
-1.25374,0.00189907,0.169025,1,1,0,1.49415,0.0739112,0.0736464
-1.25374,0.208988,0.169025,2,5,0,1.69061,0.0739112,0.0736464
-1.54206,0.826455,0.169025,2,7,0,1.9816,0.103016,0.0985367
-1.54206,7.01242e-11,0.169025,1,1,0,6.54481,0.103016,0.0985367
-0.984247,1,0.169025,1,1,0,1.17364,-0.00483177,0.0972679
-0.984247,0.00175225,0.169025,2,3,0,4.81678,-0.00483177,0.0972679
-0.984247,0.0840009,0.169025,1,1,0,1.93386,-0.00483177,0.0972679
-0.845455,0.997151,0.169025,2,5,0,1.05507,0.0125673,0.0821507
-0.845455,0.231605,0.169025,1,3,0,1.14595,0.0125673,0.0821507
-0.845455,2.45109e-11,0.169025,1,1,0,3.88587,0.0125673,0.0821507
-0.845455,2.94277e-11,0.169025,1,1,0,4.53464,0.0125673,0.0821507
-2.49675,0.267595,0.169025,3,11,0,3.60741,0.212626,0.176749
-1.78416,0.969961,0.169025,1,3,0,2.7695,-0.0416396,0.175012
-1.45817,0.995081,0.169025,2,7,0,2.28611,0.0150764,0.14458
-1.48575,0.938314,0.169025,2,3,0,1.75555,0.0643272,0.136783
-1.40628,1,0.169025,1,1,0,1.48763,0.0471834,0.133645
-1.18283,0.997198,0.169025,2,7,0,1.54022,-0.0482989,0.107196
-3.42697,0.384279,0.169025,2,3,0,3.52154,0.215252,0.0973838
-3.42697,0.084654,0.169025,3,7,0,5.73703,0.215252,0.0973838
-2.7309,0.37091,0.169025,3,7,0,6.04955,-0.236445,0.152959
-2.28862,1,0.169025,2,7,0,3.38547,-0.164165,0.191652
-1.37606,0.498275,0.169025,2,5,0,4.25482,0.0234227,0.135368
-2.35507,0.981143,0.169025,2,7,0,3.18821,0.0481374,0.232942
-1.7877,0.885817,0.169025,3,7,0,2.62351,0.129104,0.121331
-0.853156,0.348806,0.169025,1,3,1,3.76123,-0.00988387,0.0834073
-1.36141,0.150693,0.169025,2,3,0,2.20491,0.0796889,0.0701117
-1.89719,0.482015,0.169025,3,10,1,2.98494,0.140076,0.116216
-1.89719,0.672703,0.169025,1,3,0,2.60881,0.140076,0.116216
-2.77993,0.687211,0.169025,2,3,0,3.29386,0.181149,0.0949524
-2.19137,1,0.169025,3,9,0,2.46489,0.170851,0.164767
-4.24842,0.84615,0.169025,2,3,0,5.35216,-0.301895,0.123047
-1.24458,0.734621,0.169025,2,7,0,3.15616,-0.0551453,0.111276
-5.7645,0.713848,0.169025,3,7,0,6.86253,0.0183401,0.576225
-5.36679,0.974081,0.169025,2,7,0,7.83485,-0.661961,0.398369
-5.60753,0.987096,0.169025,3,7,0,5.996,-0.502859,0.512402
-3.21695,0.848035,0.169025,2,7,0,6.2893,0.303889,0.243243
-1.6426,0.849191,0.169025,3,11,0,2.96316,0.0987568,0.137883
-1.78264,0.762634,0.169025,2,5,0,2.30251,-0.128604,0.120013
-1.24926,1,0.169025,1,1,0,1.54555,-0.0361503,0.119511
-3.37735,0.427558,0.169025,2,5,0,5.03095,-0.076413,0.334832
-3.59231,0.959421,0.169025,3,7,0,4.34201,0.147768,0.350034
-3.43173,1,0.169025,2,3,0,3.70671,0.0517576,0.341733
-1.48209,0.779556,0.169025,3,15,0,4.56476,-0.0867536,0.122177
-1.69468,0.946905,0.169025,2,3,0,1.87384,0.119096,0.114418
-3.00532,0.174062,0.169025,2,3,0,6.0505,0.280142,0.215831
-2.53028,0.949688,0.169025,3,7,0,3.58859,0.190775,0.212107
-2.03331,0.927638,0.169025,2,7,0,3.4691,-0.09944,0.188952
-1.63523,0.942083,0.169025,2,5,0,2.48009,0.0852057,0.145746
-2.116,0.920064,0.169025,2,3,0,2.217,0.166516,0.136977
-2.02078,0.693825,0.169025,2,3,0,3.36538,-0.152869,0.119726
-1.22953,0.76825,0.169025,2,5,0,1.65491,-0.0682224,0.0973807
-1.22953,0.341649,0.169025,1,3,0,2.58211,-0.0682224,0.0973807
-1.22953,0.150517,0.169025,1,3,0,1.84988,-0.0682224,0.0973807
-1.22953,3.05615e-05,0.169025,2,3,0,5.09616,-0.0682224,0.0973807
-0.907996,0.915162,0.169025,2,7,0,1.22033,-0.013039,0.0885809
-0.907996,4.60498e-07,0.169025,1,1,0,3.73859,-0.013039,0.0885809
-0.907996,0.0012609,0.169025,1,1,0,2.37179,-0.013039,0.0885809
-1.27348,0.999002,0.169025,2,5,0,1.36825,0.00575671,0.126451
-1.46042,0.4018,0.169025,2,3,0,3.56194,-0.0389732,0.141542
-2.15982,0.737995,0.169025,3,9,0,2.38684,0.168928,0.127703
-2.15982,0.489094,0.169025,2,3,0,4.31731,0.168928,0.127703
-3.01991,0.71267,0.169025,1,1,0,3.36235,0.242087,0.13133
-3.52951,0.929863,0.169025,1,3,0,4.24188,0.295058,0.144882
-1.82595,0.355883,0.169025,2,3,0,4.53116,0.132571,0.113517
-2.33053,0.545475,0.169025,2,7,0,3.126,-0.182268,0.182788
-2.77368,0.45806,0.169025,3,13,1,2.92436,0.157193,0.25849
-2.86762,0.996601,0.169025,1,1,0,2.87431,0.17898,0.263273
-3.02246,0.94408,0.169025,3,7,0,4.28744,-0.248387,0.254059
-3.78514,0.939629,0.169025,2,7,0,3.94919,0.379732,0.202914
-3.04924,1,0.169025,1,1,0,3.76094,0.288557,0.195647
-3.16926,0.751744,0.169025,2,7,0,4.32772,-0.234446,0.282016
-3.48031,0.945462,0.169025,2,7,0,3.84211,0.34975,0.213967
-3.6497,0.555175,0.169025,2,7,0,5.05507,-0.0247127,0.364465
-1.74727,0.996655,0.169025,3,7,0,3.69857,0.118471,0.13611
-1.74727,0.135476,0.169025,1,3,0,4.06263,0.118471,0.13611
-3.90139,0.510245,0.169025,3,7,0,5.53152,0.411523,0.286964
-4.20748,0.962774,0.169025,3,7,0,4.96328,-0.347168,0.378395
-2.34738,0.714216,0.169025,2,7,0,4.28996,0.141681,0.211916
-2.56276,0.983493,0.169025,3,7,0,2.79067,0.12593,0.242364
-2.18292,0.973889,0.169025,2,7,0,3.05227,0.159143,0.177564
-1.85611,0.982677,0.169025,2,3,0,2.41534,-0.130127,0.144197
-3.29428,0.547763,0.169025,1,1,0,3.40133,-0.265838,0.135105
-1.87838,0.684708,0.169025,2,5,0,4.70707,0.0723639,0.179117
-2.02921,0.983318,0.169025,1,3,0,2.30622,-0.0210411,0.201881
-1.20044,0.989791,0.169025,2,7,0,2.90939,-0.0203012,0.117703
-1.54375,0.842259,0.169025,2,7,0,2.08951,-0.103309,0.0999126
-0.981213,0.480123,0.169025,2,7,0,1.18314,-0.0250448,0.0934546
-2.73991,0.143778,0.169025,2,5,0,3.47179,-0.235448,0.149799
-3.26564,1,0.169025,3,7,0,5.52526,-0.267475,0.280859
-2.05763,0.994488,0.169025,2,3,0,3.29979,-0.00728168,0.205211
-0.717492,0.646175,0.169025,2,5,1,3.65437,0.0113982,0.0689201
-0.823862,0.553586,0.169025,1,3,0,1.22053,-0.00631932,0.0808358
-0.700581,0.324638,0.169025,1,3,1,1.74274,0.0187396,0.0642333
-0.700581,0.0468659,0.169025,2,7,0,0.97157,0.0187396,0.0642333
-0.700581,2.14477e-26,0.169025,1,1,0,4.21985,0.0187396,0.0642333
-0.705345,0.356067,0.169025,1,3,0,0.777136,0.00860587,0.0682641
-0.705345,1.12126e-58,0.169025,1,1,0,6.41473,0.00860587,0.0682641
-0.974953,0.176493,0.169025,2,3,0,1.63243,0.0508897,0.0607546
-0.974953,2.96309e-40,0.169025,1,1,0,2.69286,0.0508897,0.0607546
-0.974953,0.00558734,0.169025,3,8,1,1.39698,0.0508897,0.0607546
-0.974953,0.0192562,0.169025,1,3,0,0.992324,0.0508897,0.0607546
-0.974953,9.82508e-07,0.169025,1,1,0,1.26119,0.0508897,0.0607546
-0.736017,0.170079,0.169025,2,6,1,1.01329,0.0241155,0.0652207
-0.736017,0.0766699,0.169025,1,3,0,1.8793,0.0241155,0.0652207
-0.736017,1.35956e-08,0.169025,1,1,0,3.72372,0.0241155,0.0652207
-1.30704,0.361609,0.169025,1,1,0,2.05127,0.0730288,0.0639753
-1.23589,0.333334,0.169025,2,3,0,1.39785,-0.069242,0.0646193
-1.23589,0.00483434,0.169025,3,9,1,2.46065,-0.069242,0.0646193
-1.23589,6.0156e-48,0.169025,1,1,0,6.18285,-0.069242,0.0646193
-1.23589,8.77618e-11,0.169025,1,1,0,2.21859,-0.069242,0.0646193
-1.23589,7.5987e-06,0.169025,2,7,0,1.85303,-0.069242,0.0646193
-1.23589,0.0111723,0.169025,2,3,0,1.26393,-0.069242,0.0646193
-1.23589,0.00278178,0.169025,1,3,1,1.57569,-0.069242,0.0646193
-1.23589,7.42486e-18,0.169025,1,1,0,2.89705,-0.069242,0.0646193
-0.639187,0.201462,0.169025,2,5,1,1.17883,0.0210306,0.0546751
-0.639187,6.12347e-10,0.169025,1,1,0,1.07393,0.0210306,0.0546751
-0.639187,8.35602e-05,0.169025,1,1,0,0.919358,0.0210306,0.0546751
-0.639187,1.84188e-53,0.169025,1,1,0,2.68918,0.0210306,0.0546751
-0.639187,0.0295183,0.169025,3,8,1,0.904254,0.0210306,0.0546751
-0.677097,0.333333,0.169025,1,3,1,1.27724,0.00369497,0.0660269
-0.677097,0.0192051,0.169025,1,1,0,0.996404,0.00369497,0.0660269
-1.26046,0.119625,0.169025,2,5,0,1.86256,0.0750279,0.0760269
-0.68538,0.333339,0.169025,1,3,1,2.3528,-0.0256718,0.0563833
-0.520218,0.400089,0.169025,2,5,0,0.822036,0.00134362,0.0499639
-0.520218,3.73505e-05,0.169025,1,1,0,1.39419,0.00134362,0.0499639
-0.520218,9.70064e-07,0.169025,1,1,0,1.24199,0.00134362,0.0499639
-0.520218,0.148498,0.169025,1,3,0,0.761367,0.00134362,0.0499639
-0.520218,0.182016,0.169025,1,3,0,0.727597,0.00134362,0.0499639
-0.520218,1.62505e-13,0.169025,1,1,0,1.32933,0.00134362,0.0499639
-0.520218,9.92543e-47,0.169025,1,1,0,2.66148,0.00134362,0.0499639
-0.520218,0.0523594,0.169025,2,7,0,1.12303,0.00134362,0.0499639
-0.483404,0.583142,0.169025,2,5,0,0.539386,-0.00247486,0.0459976
-0.483404,3.29304e-25,0.169025,1,1,0,1.46359,-0.00247486,0.0459976
-0.483404,3.69933e-38,0.169025,1,1,0,2.24437,-0.00247486,0.0459976
-0.483404,0.137926,0.169025,1,1,0,0.640425,-0.00247486,0.0459976
-0.483404,5.31763e-07,0.169025,1,1,0,1.07932,-0.00247486,0.0459976
-0.483404,2.22616e-22,0.169025,1,1,0,1.89527,-0.00247486,0.0459976
-0.483404,0.199883,0.169025,1,3,1,0.619449,-0.00247486,0.0459976
-0.483404,0.0710257,0.169025,1,2,1,0.91952,-0.00247486,0.0459976
-0.483404,1.47769e-06,0.169025,1,1,0,0.697856,-0.00247486,0.0459976
-0.483404,0.0270181,0.169025,1,1,0,0.729142,-0.00247486,0.0459976
-0.483404,5.10517e-18,0.169025,1,1,0,1.3755,-0.00247486,0.0459976
-0.483404,0.279997,0.169025,1,3,1,1.61766,-0.00247486,0.0459976
-0.483404,4.8038e-33,0.169025,1,1,0,1.97715,-0.00247486,0.0459976
-0.483404,0.0332017,0.169025,1,1,0,0.600801,-0.00247486,0.0459976
-0.632358,0.186744,0.169025,1,3,1,1.07761,0.0255278,0.0445422
-0.632358,2.82575e-50,0.169025,1,1,0,1.45873,0.0255278,0.0445422
-0.632358,6.8538e-26,0.169025,1,1,0,1.0625,0.0255278,0.0445422
-1.39993,0.0267976,0.169025,1,3,1,3.34611,-0.0627633,0.0464234
-1.39993,3.36556e-12,0.169025,1,3,1,1.96032,-0.0627633,0.0464234
-1.39993,5.31846e-68,0.169025,2,3,0,3.27716,-0.0627633,0.0464234
-1.39993,9.24517e-74,0.169025,1,1,0,1.75237,-0.0627633,0.0464234
-1.39993,7.99321e-16,0.169025,1,3,1,3.71452,-0.0627633,0.0464234
-1.39993,3.08713e-33,0.169025,1,3,1,2.48241,-0.0627633,0.0464234
-1.39993,6.7682e-21,0.169025,1,2,1,1.74538,-0.0627633,0.0464234
-1.39993,1.96385e-27,0.169025,1,3,1,1.97387,-0.0627633,0.0464234
-1.39993,6.82915e-91,0.169025,1,1,0,1.89278,-0.0627633,0.0464234
-1.39993,1.21696e-77,0.169025,1,1,0,1.5671,-0.0627633,0.0464234
-0.538511,0.333333,0.169025,1,3,1,0.739027,0.0178991,0.0426917
-0.538511,5.31917e-08,0.169025,1,2,1,0.560069,0.0178991,0.0426917
-0.538511,0.00635134,0.169025,1,1,0,1.29379,0.0178991,0.0426917
-0.538511,6.49786e-34,0.169025,1,1,0,1.14392,0.0178991,0.0426917
-0.538511,2.48582e-14,0.169025,1,1,0,1.14956,0.0178991,0.0426917
-0.608548,0.333333,0.169025,1,3,1,1.43368,-0.0186738,0.0526463
-0.608548,1.742e-49,0.169025,1,1,0,4.23464,-0.0186738,0.0526463
-2.70446,0.724285,0.169025,3,8,1,2.96842,0.0222958,0.269733
-2.81082,0.938002,0.169025,2,7,0,4.78333,-0.236334,0.142129
-1.64367,0.289234,0.169025,3,7,0,4.21464,-0.113708,0.107688
-1.16536,1,0.169025,1,1,0,1.4704,-0.0477345,0.105309
-1.3993,0.990564,0.169025,2,7,0,1.44545,0.0551318,0.130193
-2.4967,0.756851,0.169025,2,7,0,3.71432,0.170246,0.218996
-2.98449,0.943338,0.169025,2,3,0,3.22308,-0.279128,0.189935
-3.25512,0.924355,0.169025,2,7,0,3.4591,0.266288,0.137643
-4.33313,0.997334,0.169025,3,7,0,4.82351,-0.401472,0.376062
-3.44785,0.988921,0.169025,3,7,0,4.76053,0.213562,0.322556
-3.03118,0.999675,0.169025,3,7,0,3.63565,0.0960606,0.29757
-2.24225,0.999045,0.169025,2,7,0,3.16891,-0.0655584,0.2193
-2.24225,0.820623,0.169025,1,3,0,4.14487,-0.0655584,0.2193
-1.69574,0.982828,0.169025,2,7,0,2.69058,-0.0868635,0.152748
-1.85733,0.675402,0.169025,2,3,0,4.15923,-0.0703263,0.177301
-1.15848,0.994728,0.169025,2,7,0,3.0262,0.0570477,0.0978113
-1.21371,0.282464,0.169025,3,7,0,1.49686,0.0714294,0.0767371
-0.687176,0.291328,0.169025,2,5,1,2.12076,-0.0243918,0.0582032
-0.737623,0.168699,0.169025,2,7,0,0.905224,0.0259644,0.0639416
-1.61645,0.52511,0.169025,3,9,1,2.47927,-0.110155,0.100139
-2.65504,0.534072,0.169025,1,1,0,3.24241,-0.187692,0.105106
-2.62302,1,0.169025,3,7,0,3.18533,-0.029716,0.261272
-2.01858,0.999651,0.169025,2,3,0,2.69365,-0.0330075,0.199994
-2.49376,0.913989,0.169025,2,3,0,2.72876,-0.207494,0.187816
-4.09795,0.579324,0.169025,3,11,0,4.31314,0.125201,0.404763
-2.90859,0.764095,0.169025,2,7,0,4.15627,0.0116069,0.290434
-3.74634,0.95983,0.169025,2,3,0,3.86594,-0.37633,0.290213
-3.23911,0.98832,0.169025,2,3,0,3.94673,-0.208566,0.299296
-2.58332,0.590803,0.169025,2,7,0,4.40028,0.20907,0.131845
-2.05589,0.68938,0.169025,2,3,0,3.75292,-0.155141,0.154568
-2.96405,0.795147,0.169025,2,7,0,3.11736,0.246755,0.245474
-3.17208,0.96264,0.169025,2,5,0,3.58488,-0.291853,0.171038
-1.70309,1,0.169025,2,3,0,3.16431,-0.00944962,0.169562
-1.93077,0.99427,0.169025,2,3,0,1.93734,-0.0391642,0.190436
-1.37005,0.972573,0.169025,2,7,0,2.50005,-0.0531988,0.127515
-2.25812,1,0.169025,2,7,0,2.4693,0.0606183,0.221618
-1.99837,0.985331,0.169025,1,3,0,2.611,-0.0620139,0.194224
-1.16773,0.95031,0.169025,4,15,0,2.20345,-0.0503341,0.104124
-1.04959,1,0.169025,1,3,0,1.16497,0.0339077,0.0979395
-0.796759,0.540031,0.169025,1,3,0,2.39267,-0.0231779,0.0733034
-0.754118,0.524852,0.169025,2,5,0,0.918451,-0.0278581,0.064532
-0.754118,0.0369999,0.169025,1,1,0,0.882445,-0.0278581,0.064532
-1.83901,0.419078,0.169025,1,3,0,3.06406,0.114921,0.0803392
-1.83901,0.20321,0.169025,2,5,0,2.96172,0.114921,0.0803392
-1.53088,0.955995,0.169025,3,15,0,1.76058,-0.064753,0.141981
-1.51045,1,0.169025,2,3,0,1.55057,0.0630245,0.14023
-1.58729,0.950734,0.169025,3,7,0,1.79927,-0.0224006,0.157074
-2.68251,0.821285,0.169025,2,7,0,3.02784,-0.233757,0.198187
-2.30001,0.840209,0.169025,2,7,0,3.90536,0.0770417,0.223618
-2.6256,0.895948,0.169025,1,3,0,3.40321,-0.182477,0.230897
-2.88234,0.991044,0.169025,3,7,0,4.27618,0.25005,0.227265
-5.97448,0.778642,0.169025,2,3,0,6.62737,-0.609551,0.222821
-2.91578,0.909041,0.169025,3,7,0,6.57573,-0.270238,0.196524
-4.30144,0.736205,0.169025,1,1,0,4.30988,-0.418611,0.192038
-4.91034,1,0.169025,3,7,0,6.76575,0.572424,0.373022
-2.04889,0.732562,0.169025,2,5,0,6.69138,-0.0880694,0.194076
-2.79953,0.941409,0.169025,2,5,0,3.02509,0.163448,0.259773
-2.04118,0.970847,0.169025,2,3,0,3.14293,0.0824313,0.194634
-2.05585,0.837095,0.169025,2,3,0,3.90375,-0.128674,0.179264
-0.929867,1,0.169025,2,7,0,2.47839,0.0260059,0.0874103
-0.929867,3.40771e-06,0.169025,2,3,0,4.21284,0.0260059,0.0874103
-0.929867,0.000113567,0.169025,2,3,0,2.80392,0.0260059,0.0874103
-2.55448,0.195014,0.169025,1,3,0,2.80267,-0.164451,0.0909802
-1.10854,0.339073,0.169025,4,15,0,3.25501,-0.0101771,0.109504
-1.79971,0.440961,0.169025,2,5,0,2.28341,-0.129065,0.129638
-1.90967,0.714324,0.169025,2,7,0,2.63467,0.0218891,0.189773
-1.82498,0.998135,0.169025,3,7,0,1.95024,-0.0544772,0.177207
-1.17042,0.991014,0.169025,2,7,0,2.16365,0.0554179,0.100991
-1.66266,0.308312,0.169025,3,9,0,3.30893,-0.0690947,0.155786
-2.03913,0.887112,0.169025,2,7,0,2.43607,0.157157,0.141715
-2.04169,0.277224,0.169025,1,3,0,4.0265,0.148207,0.106626
-2.04169,0.0367226,0.169025,2,3,0,4.70909,0.148207,0.106626
-1.61452,0.638933,0.169025,2,3,0,2.91502,0.110377,0.111945
-1.38074,1,0.169025,2,3,0,1.51545,0.0815897,0.109287
-1.44839,0.983759,0.169025,2,7,0,1.64279,0.0374451,0.140577
-3.78887,0.530758,0.169025,2,3,0,4.01956,0.316333,0.147156
-4.02178,0.865309,0.169025,1,1,0,4.85304,0.326136,0.14361
-1.5526,1,0.169025,1,3,0,3.19244,0.0611979,0.145758
-2.38355,0.876417,0.169025,3,7,0,2.59416,-0.182711,0.193046
-2.38355,0.640592,0.169025,2,7,0,3.93441,-0.182711,0.193046
-2.91604,1,0.169025,3,7,0,3.13719,0.226616,0.250178
-0.973921,0.962387,0.169025,2,7,0,3.63969,0.016028,0.0949068
-1.31642,0.440973,0.169025,2,7,0,1.63646,-0.0495445,0.122667
-1.94928,0.614673,0.169025,2,7,0,2.89028,-0.106833,0.175919
-2.15432,0.390677,0.169025,2,6,1,4.04671,-0.115817,0.067726
-2.98856,0.0897234,0.169025,2,3,0,3.63697,0.153886,0.0725567
-2.98856,0.00441666,0.169025,2,3,0,3.11439,0.153886,0.0725567
