# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = laplacian_prior_model
# start_datetime = 2021-05-27 03:54:24 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 50
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ./laplacian_prior/psi1.json
# init = 2 (Default)
# random
#   seed = 3005158512 (Default)
# output
#   file = ./laplacian_prior/output1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 888c0f6a
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,B,s
-0.269419,0.00118209,0.35255,2,3,0,4.24616,0.00890941,0.265074
-0.88917,0.292057,0.35255,3,7,0,2.03421,-0.167137,0.869547
-1.62169,0.947721,0.35255,2,7,0,2.82954,1.11968,1.03091
-2.10098,0.937718,0.35255,3,7,0,2.44349,0.404062,2.08166
-1.32182,0.934442,0.35255,3,7,0,2.68874,0.201414,1.30922
-2.66121,0.915582,0.35255,1,3,0,3.86004,0.157132,2.65909
-3.59063,0.805481,0.35255,2,5,0,5.34363,0.816995,3.56408
-1.62521,0.635608,0.35255,2,5,0,5.40001,0.858399,1.44906
-0.994153,0.980665,0.35255,3,11,0,1.98466,-0.536633,0.692161
-1.05026,0.977836,0.35255,3,7,0,1.57935,0.522713,0.498501
-1.05026,0.747522,0.35255,1,1,0,1.73631,0.522713,0.498501
-0.82303,0.998909,0.35255,3,7,0,1.14198,-0.247861,0.769908
-1.65747,0.964146,0.35255,3,7,0,1.78681,1.07592,0.844278
-1.6361,0.990879,0.35255,3,7,0,2.04332,0.538803,1.57711
-1.34666,0.958585,0.35255,2,7,0,1.74146,0.819097,0.751794
-1.51559,0.962815,0.35255,3,7,0,1.90208,-0.0518862,1.51434
-1.11622,0.79147,0.35255,2,7,0,1.79671,0.113575,1.11009
-1.00942,0.998556,0.35255,3,7,0,1.19481,-0.0325388,1.00791
-1.12598,0.93465,0.35255,1,3,0,2.79785,-0.64221,0.684871
-0.795385,0.993842,0.35255,3,7,0,1.65588,0.352187,0.644553
-1.01179,0.96317,0.35255,2,7,0,1.38966,-0.248967,0.978396
-1.63107,0.991161,0.35255,2,7,0,2.02687,-0.983232,1.37448
-1.33568,0.998751,0.35255,3,7,0,1.74043,-0.836903,0.851532
-0.799287,0.987973,0.35255,2,7,0,1.43234,-0.263276,0.733508
-3.13106,0.991453,0.35255,2,3,0,3.81201,-1.05926,0.458339
-2.81857,0.972165,0.35255,3,7,0,4.25599,-0.91014,2.76399
-3.26983,0.985718,0.35255,2,3,0,3.27654,-0.906586,3.23013
-2.96806,1,0.35255,2,7,0,3.88343,-0.51802,2.95233
-1.35525,0.960272,0.35255,2,7,0,5.01056,0.822844,0.746638
-1.10914,1,0.35255,2,3,0,1.35651,0.579665,0.901139
-0.457318,0.725425,0.35255,2,3,0,4.23603,-0.0704851,0.44236
-1.0671,0.576124,0.35255,1,3,0,3.84423,0.121826,1.05955
-1.41988,0.994399,0.35255,3,7,0,1.554,-0.812645,0.659736
-4.57948,0.419734,0.35255,3,7,0,4.93042,0.702064,0.238381
-2.30234,0.741323,0.35255,3,7,0,6.40148,-1.56167,1.99566
-2.30234,0.900761,0.35255,2,3,0,3.60326,-1.56167,1.99566
-2.56437,0.9879,0.35255,2,3,0,2.70697,-1.95906,1.17603
-2.38781,0.996742,0.35255,3,7,0,2.74162,-1.51316,2.13656
-3.01037,0.929024,0.35255,3,9,0,3.31332,-2.73796,1.67701
-3.95289,0.926474,0.35255,2,7,0,4.15599,-3.06762,1.34284
-3.45095,1,0.35255,3,7,0,3.97791,-2.75367,3.04051
-3.99241,0.772117,0.35255,2,7,0,5.10867,-2.01766,3.85519
-2.41458,0.929843,0.35255,2,7,0,5.03545,-1.62722,2.11935
-0.604768,0.98527,0.35255,2,5,0,5.38939,-0.0749354,0.59516
-0.710642,0.60954,0.35255,1,3,0,2.04768,-0.284997,0.326417
-0.582417,0.400551,0.35255,2,5,1,1.6597,-0.141797,0.546987
-1.23987,0.687152,0.35255,2,7,1,1.55399,-0.166445,1.2299
-1.52454,0.989947,0.35255,2,7,0,1.92584,-0.864646,1.30391
-0.880786,0.999656,0.35255,2,7,0,1.87504,-0.179309,0.85777
-1.52941,0.983722,0.35255,2,7,0,1.97001,-1.02664,1.05478
-2.06026,0.993284,0.35255,2,7,0,3.04674,-1.56728,1.18547
-1.54997,0.990441,0.35255,3,11,0,3.34941,0.638308,0.426221
-1.42456,0.9318,0.35255,3,7,0,2.18778,-0.502939,1.35492
-0.897289,0.988166,0.35255,2,7,0,2.38619,0.458765,0.633468
-1.37925,0.679352,0.35255,2,5,0,3.67523,0.154887,1.37215
-0.416565,0.997938,0.35255,2,5,0,1.54237,-0.036802,0.410097
-0.228861,0.397437,0.35255,2,5,0,1.03465,-0.0463071,0.195763
-0.790021,0.282962,0.35255,2,3,0,1.04489,-0.247168,0.235638
-0.523122,1,0.35255,2,3,0,0.7541,-0.185618,0.255679
-1.11965,0.59136,0.35255,2,7,0,2.87711,0.553476,0.948253
-1.19728,0.980582,0.35255,2,7,0,1.74639,-0.572905,1.04646
-1.9296,0.96361,0.35255,3,7,0,2.7232,-1.33803,1.56212
-1.89068,0.928032,0.35255,3,11,0,4.6669,1.03304,1.70697
-1.97526,0.953234,0.35255,2,7,0,2.38538,1.36543,1.619
-1.45185,0.897773,0.35255,2,5,0,3.48368,0.745811,1.2818
-1.46956,0.98043,0.35255,3,7,0,1.93782,0.966093,0.937297
-2.2135,1,0.35255,4,15,0,2.44388,1.75481,1.29588
-1.88844,1,0.35255,3,7,0,2.32216,1.28941,1.53496
-1.88031,1,0.35255,1,1,0,1.89947,1.28861,1.52056
-2.74373,0.951965,0.35255,2,7,0,3.48891,2.33956,1.46113
-2.59027,0.993315,0.35255,2,3,0,2.82021,2.04865,2.12515
-1.40241,0.974425,0.35255,4,15,0,3.18476,-0.89266,0.85074
-1.38526,0.961631,0.35255,2,7,0,1.79277,-0.76493,1.17108
-1.27806,0.961804,0.35255,3,7,0,2.12347,0.285604,1.25121
-0.847614,0.999549,0.35255,3,7,0,1.34008,-0.084542,0.841376
-1.23437,0.991528,0.35255,3,7,0,1.34787,0.274394,1.20773
-1.37633,0.977608,0.35255,3,7,0,2.09152,-0.615132,1.25551
-2.99528,0.964417,0.35255,3,11,0,3.21509,-2.81549,1.92343
-1.24543,0.961922,0.35255,3,11,0,4.1362,0.733085,0.940736
-0.893476,0.991742,0.35255,3,7,0,1.27959,0.426371,0.713548
-1.91094,0.923503,0.35255,3,7,0,2.80457,-1.33802,1.52576
-1.92082,0.999074,0.35255,3,7,0,1.98215,-1.44814,1.27367
-2.18863,0.962175,0.35255,2,3,0,2.30101,-1.53043,0.988082
-2.64912,0.997161,0.35255,3,7,0,2.71522,-1.7302,2.38571
-2.34741,0.986793,0.35255,4,15,0,2.69731,-1.73073,1.95506
-2.80676,0.925408,0.35255,3,9,0,3.28842,-2.5558,1.92335
-2.98892,0.998465,0.35255,2,7,0,3.15939,-2.78038,2.16001
-2.02031,0.895811,0.35255,2,7,0,4.38191,-0.981746,1.88401
-1.26599,0.998628,0.35255,2,3,0,2.11602,-0.728161,0.999748
-2.19164,0.95903,0.35255,2,3,0,2.21669,-1.14187,0.650789
-1.87103,1,0.35255,1,1,0,2.16479,-1.10302,0.73088
-1.61222,0.956695,0.35255,3,7,0,2.64383,-0.257162,1.59865
-2.29489,0.949894,0.35255,2,3,0,2.94148,0.28059,2.28692
-1.34474,0.714421,0.35255,2,7,0,2.2897,0.471432,1.27567
-1.10162,0.994962,0.35255,2,7,0,2.0806,-0.436797,1.00645
-0.848077,0.732363,0.35255,2,7,0,1.40732,-0.351466,0.731179
-1.0335,0.965516,0.35255,2,7,0,1.26605,-0.54918,0.573903
-1.04531,0.885799,0.35255,3,7,0,2.30958,0.536116,0.84087
-0.971783,0.479854,0.35255,2,6,1,3.32824,0.42289,0.3944
-0.999854,0.5,0.35255,2,6,1,3.09081,0.476927,0.835884
-0.935558,0.998842,0.35255,2,3,0,1.03362,0.459314,0.743275
-0.495546,0.971907,0.35255,2,7,0,1.12535,0.136449,0.446639
-0.513737,0.999928,0.35255,3,7,0,0.554173,-0.0444798,0.507932
-0.469106,0.98972,0.35255,2,7,0,0.788999,-0.152318,0.390447
-0.313492,0.819228,0.35255,2,3,0,1.07372,-0.0721652,0.275566
-0.297822,0.652179,0.35255,2,3,0,1.30905,0.015434,0.293016
-1.06132,0.690045,0.35255,2,3,0,1.52463,0.287084,0.222205
-0.54406,0.319971,0.35255,3,7,0,1.35994,0.154185,0.18278
-0.54406,0.364899,0.35255,2,7,0,1.50861,0.154185,0.18278
-2.31654,0.0381224,0.35255,2,3,0,3.1339,-0.298197,0.143262
-2.31654,2.25354e-12,0.35255,1,1,0,2.61871,-0.298197,0.143262
-2.31654,6.03445e-09,0.35255,2,7,1,3.43929,-0.298197,0.143262
-2.31654,0.00149487,0.35255,2,3,0,2.49119,-0.298197,0.143262
-2.31654,0.00214299,0.35255,2,3,0,2.58334,-0.298197,0.143262
-2.31654,3.59724e-31,0.35255,1,1,0,3.20731,-0.298197,0.143262
-2.31654,0.000159668,0.35255,2,7,0,2.80518,-0.298197,0.143262
-1.71615,0.333333,0.35255,2,3,0,2.12077,0.284351,0.161586
-2.73731,0.173061,0.35255,1,1,0,3.48657,-0.411483,0.182223
-0.318601,0.684709,0.35255,2,3,0,1.06757,0.0953265,0.221272
-0.752633,0.620796,0.35255,3,15,0,1.62807,-0.329479,0.600388
-0.768101,0.986562,0.35255,2,7,0,1.01712,0.190205,0.733076
-1.50889,0.975576,0.35255,3,7,0,1.68133,-0.972249,0.843643
-1.81966,0.962644,0.35255,2,7,0,2.08797,-0.79686,1.71057
-0.582688,0.995675,0.35255,3,7,0,2.07617,-0.177985,0.522829
-0.596796,0.990671,0.35255,2,7,0,0.756588,-0.00201532,0.595109
-1.40124,0.956242,0.35255,2,7,0,1.61706,-0.801534,0.658163
-0.932059,0.707672,0.35255,3,7,0,3.42076,-0.483419,0.567575
-1.76947,0.914362,0.35255,3,7,0,2.68899,0.882194,0.569995
-3.88731,0.988465,0.35255,2,7,0,3.96422,-0.57605,0.212625
-0.938173,0.590664,0.35255,3,7,0,2.47573,-0.332596,0.293742
-0.938173,0.233546,0.35255,2,3,0,3.52794,-0.332596,0.293742
-0.432332,0.928292,0.35255,2,3,0,0.929859,-0.149329,0.250157
-0.426484,0.380664,0.35255,2,3,0,2.33998,0.0543375,0.415524
-0.431137,0.692817,0.35255,2,7,0,0.811247,-0.149963,0.31362
-0.515267,0.983107,0.35255,1,1,0,0.542286,-0.199131,0.328573
-0.364157,0.40212,0.35255,2,7,1,1.17604,0.11561,0.215208
-0.771799,0.738344,0.35255,1,1,0,0.945691,0.222024,0.210431
-0.423624,0.951789,0.35255,2,7,0,2.43595,-0.0299436,0.418675
-1.00132,0.932872,0.35255,2,7,0,1.09126,-0.508477,0.518455
-0.567458,0.920489,0.35255,3,7,0,1.77361,-0.139576,0.53103
-0.458385,0.836419,0.35255,2,7,0,0.653715,-0.024962,0.454676
-1.3417,0.697654,0.35255,2,7,0,1.55713,0.669775,1.17967
-1.53316,0.999509,0.35255,2,3,0,1.56008,0.902776,1.28597
-0.829689,0.943833,0.35255,3,7,0,2.76671,-0.39631,0.466168
-1.40327,0.910287,0.35255,3,7,0,1.64999,0.825768,0.694059
-0.812642,1,0.35255,2,7,0,2.47535,0.391089,0.483677
-1.35719,0.976726,0.35255,2,7,0,1.52905,0.678296,0.527003
-0.969788,0.982807,0.35255,2,3,0,1.60506,0.151944,0.956114
-2.91403,0.95762,0.35255,3,7,0,3.42205,-0.926375,2.86127
-1.87004,0.9987,0.35255,2,7,0,3.34196,-0.252899,1.86026
-2.4276,0.961978,0.35255,2,7,0,4.51446,-1.84908,1.16316
-2.6039,0.964249,0.35255,3,7,0,3.95154,-2.15878,2.04768
-1.99197,0.995428,0.35255,3,7,0,2.70769,-1.49516,1.4832
-0.781381,0.971838,0.35255,3,7,0,2.33669,-0.149086,0.760869
-0.587312,0.994533,0.35255,3,7,0,1.09137,0.0762626,0.576837
-1.13271,0.986414,0.35255,2,7,0,1.36977,-0.193149,1.11686
-1.06458,0.98591,0.35255,3,7,0,2.03935,0.172799,1.05009
-1.04404,0.99996,0.35255,3,7,0,1.14713,0.354026,0.977421
-0.988139,0.999023,0.35255,2,3,0,1.09785,0.189559,0.967928
-0.549245,0.998807,0.35255,2,7,0,1.22912,-0.129764,0.515638
-0.521888,0.999566,0.35255,3,7,0,0.578773,0.108586,0.495896
-0.401865,0.998735,0.35255,3,7,0,0.537088,0.0104925,0.39901
-0.297821,0.619059,0.35255,2,7,1,0.60584,0.0735904,0.250765
-0.863864,0.999849,0.35255,2,7,0,1.2462,0.00940831,0.862644
-1.79848,0.957813,0.35255,3,7,0,2.23973,0.625569,1.73273
-0.88527,0.995943,0.35255,2,7,0,2.09264,-0.337659,0.793461
-1.79234,0.9643,0.35255,4,15,0,2.12693,-1.30242,1.14872
-1.80119,0.921519,0.35255,1,3,0,2.70625,-0.936352,1.63698
-1.76373,0.998522,0.35255,3,7,0,2.25339,-1.21879,1.36351
-1.50615,0.999927,0.35255,2,3,0,1.77419,-0.954575,1.17568
-1.0988,0.906771,0.35255,3,7,0,3.91988,0.497336,0.431132
-0.58534,1,0.35255,2,7,0,1.10415,-0.14367,0.549315
-0.518774,0.84489,0.35255,2,7,0,1.20055,-0.190481,0.274682
-1.05004,0.91534,0.35255,3,7,0,1.23569,0.193718,1.03144
-0.989799,0.990386,0.35255,3,7,0,1.46781,0.470697,0.826368
-0.553689,0.999788,0.35255,2,7,0,1.11619,0.101254,0.533825
-0.935203,0.971782,0.35255,2,7,0,1.1517,-0.34991,0.849116
-1.26446,0.424043,0.35255,3,7,0,4.81914,0.550714,0.425828
-0.71049,1,0.35255,1,3,0,1.81869,0.278713,0.314419
-0.980562,0.979362,0.35255,2,7,0,1.03183,-0.27929,0.228374
-0.44674,0.370087,0.35255,1,3,1,1.21956,0.110871,0.1442
-0.44674,7.48731e-19,0.35255,1,1,0,1.61862,0.110871,0.1442
-0.44674,4.69005e-08,0.35255,2,3,0,2.32452,0.110871,0.1442
-0.866767,0.173066,0.35255,1,3,0,1.5718,-0.234119,0.204126
-0.866767,0.068406,0.35255,1,1,0,2.1828,-0.234119,0.204126
-0.628467,0.915783,0.35255,2,3,0,0.922615,-0.237948,0.291216
-0.88106,0.930622,0.35255,2,3,0,0.97288,0.238217,0.205715
-0.425431,0.421254,0.35255,2,3,0,1.96767,-0.102786,0.387707
-0.465697,0.998952,0.35255,2,3,0,0.473396,0.124608,0.41911
-1.3136,0.942125,0.35255,2,3,0,1.35551,-0.475835,0.341834
-1.22201,0.432675,0.35255,2,7,0,2.52448,-0.474433,1.13354
-0.601614,0.941466,0.35255,3,7,0,2.11919,0.251201,0.42246
-1.23535,0.924175,0.35255,2,3,0,1.3457,0.443943,0.330574
-1.12499,1,0.35255,2,7,0,2.9798,0.627097,0.63356
-1.12413,0.988158,0.35255,2,7,0,1.22999,0.647342,0.736402
-0.982444,1,0.35255,2,3,0,1.19813,0.423136,0.860334
-0.901101,0.998812,0.35255,3,7,0,1.14512,0.43033,0.722182
-0.947214,0.993236,0.35255,2,3,0,1.09227,0.487392,0.710554
-1.4192,0.98202,0.35255,2,3,0,1.45733,0.872257,0.761001
-0.671718,0.993518,0.35255,2,7,0,2.39257,-0.262077,0.30915
-0.694741,0.92238,0.35255,3,15,0,1.29324,-0.0634393,0.68905
-2.05808,0.962756,0.35255,3,7,0,2.32803,1.58076,1.508
-2.38939,0.724209,0.35255,3,7,0,4.2288,-0.984701,0.507883
-1.74552,0.942886,0.35255,3,7,0,3.02838,0.444662,1.71117
-2.91872,0.637143,0.35255,2,7,0,3.2282,1.0112,2.85567
-4.97777,0.880748,0.35255,2,3,0,5.41658,0.7932,4.96481
-3.41029,1,0.35255,3,7,0,4.71611,1.92715,0.852204
-1.64238,0.999633,0.35255,3,7,0,3.81114,0.829244,0.565516
-1.62169,1,0.35255,3,7,0,1.89956,0.240158,1.60994
-2.77083,0.98739,0.35255,3,7,0,3.19627,2.06292,1.14395
-2.80994,1,0.35255,2,5,0,3.22785,2.31701,1.36182
-3.02053,0.624492,0.35255,2,3,0,5.55111,2.82405,1.8325
-2.75712,0.959491,0.35255,3,11,0,3.86324,1.87338,2.46881
-1.95412,0.999961,0.35255,3,7,0,2.84406,1.47312,1.39911
-0.94953,0.975644,0.35255,3,7,0,2.2601,0.353727,0.864703
-2.13147,0.946442,0.35255,3,15,0,2.44793,-1.5967,1.12705
-3.06765,0.812621,0.35255,3,7,0,4.02494,-0.287473,3.06292
-1.70955,0.894955,0.35255,2,7,0,4.77193,-0.770132,1.5919
-1.00673,0.77342,0.35255,1,3,0,3.84766,-0.12433,0.997966
-1.75359,0.982161,0.35255,2,7,0,2.43756,-1.20216,0.947304
-2.21275,0.824312,0.35255,2,5,0,3.72131,0.609496,2.17295
-3.6767,1,0.35255,2,3,0,4.25233,1.83048,0.757769
-0.857227,1,0.35255,2,7,0,4.97005,0.0766737,0.852003
-1.23415,0.984524,0.35255,1,3,0,1.58528,0.141112,1.22672
-0.364679,0.990596,0.35255,2,7,0,1.73426,0.112109,0.282243
-1.02591,0.849523,0.35255,1,3,0,1.12059,-0.282941,0.224051
-0.478005,1,0.35255,1,1,0,0.856544,-0.166228,0.246427
-0.772898,0.345423,0.35255,2,3,0,1.58943,0.310918,0.332386
-0.624696,0.91137,0.35255,2,7,0,1.12998,0.201537,0.557577
-0.605025,0.99805,0.35255,3,7,0,0.68969,-0.228097,0.498211
-0.566396,0.620132,0.35255,2,7,0,0.812417,0.192699,0.240067
-0.540948,0.750156,0.35255,2,5,0,0.952822,-0.181919,0.46087
-1.54147,0.867014,0.35255,2,5,0,1.992,1.01551,0.891327
-1.66989,1,0.35255,3,7,0,1.7715,1.15286,1.22938
-1.06507,0.973742,0.35255,2,7,0,1.91084,0.530622,0.883648
-1.83473,0.936542,0.35255,3,7,0,2.4998,-0.743097,0.446291
-0.671464,0.453937,0.35255,2,3,0,3.82331,0.0782174,0.662995
-1.04296,0.982623,0.35255,3,7,0,1.23737,0.525533,0.509932
-0.814903,0.99701,0.35255,2,3,0,1.25355,0.204483,0.779184
-1.58277,0.966027,0.35255,2,3,0,2.02218,-0.827132,0.586454
-0.616815,1,0.35255,2,3,0,1.56923,-0.160306,0.576405
-1.97432,0.988505,0.35255,2,7,0,2.84695,-0.584576,1.92783
-2.26341,0.99375,0.35255,2,3,0,2.26953,-0.630365,2.22275
-1.69099,0.99776,0.35255,3,7,0,2.53555,0.683452,0.43092
-0.985778,1,0.35255,3,7,0,1.50736,0.483311,0.482944
-0.555009,0.918348,0.35255,2,3,0,1.94159,-0.132097,0.520937
