# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = normal_model
# start_datetime = 2021-05-27 01:27:02 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ./ex_toy01/inputs.json
# init = 2 (Default)
# random
#   seed = 2996315998 (Default)
# output
#   file = ./ex_toy01/output.txt
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 888c0f6a
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,sigma
# Adaptation terminated
# Step size = 0.723008
# Diagonal elements of inverse mass matrix:
# 0.00279455, 0.0110958
20.362,0.853144,0.723008,3,7,0,-19.8746,-1.00876,0.277487
22.6787,1,0.723008,1,1,0,-20.8302,-1.00221,0.30011
23.605,0.878575,0.723008,3,7,0,-21.0652,-0.962911,0.319784
24.57,1,0.723008,2,3,0,-23.519,-1.00752,0.343898
24.491,0.996517,0.723008,3,7,0,-24.3931,-1.00207,0.391074
23.5439,0.903435,0.723008,2,3,0,-22.9753,-1.00805,0.313863
23.625,0.95259,0.723008,3,7,0,-22.3678,-1.07214,0.383806
22.6478,0.931715,0.723008,3,7,0,-21.5165,-0.896357,0.349624
24.275,1,0.723008,2,3,0,-22.4444,-1.04648,0.365972
23.9759,0.951611,0.723008,3,7,0,-23.4483,-1.01527,0.32435
21.7751,0.735039,0.723008,3,7,0,-19.8996,-1.04894,0.466683
23.9577,0.950663,0.723008,3,7,0,-20.7211,-1.05995,0.378637
24.2407,0.984137,0.723008,3,7,0,-23.6159,-0.945246,0.358079
23.3668,0.909311,0.723008,2,3,0,-22.8646,-1.08073,0.360282
24.3084,1,0.723008,2,3,0,-23.2,-0.970669,0.395724
24.2122,0.846459,0.723008,1,3,0,-21.8297,-1.0069,0.329252
24.4598,0.995755,0.723008,2,3,0,-23.924,-0.964514,0.382274
24.2354,0.98566,0.723008,3,7,0,-24.0595,-0.986161,0.403198
23.6498,0.949374,0.723008,2,3,0,-23.2578,-1.0522,0.333242
23.582,0.969547,0.723008,3,7,0,-22.3277,-0.945391,0.414775
24.6556,0.994743,0.723008,3,7,0,-23.6557,-1.00088,0.379695
23.9343,0.912463,0.723008,2,3,0,-23.6197,-0.929805,0.372253
20.1203,0.829164,0.723008,3,7,0,-19.6946,-1.09093,0.299389
21.5847,1,0.723008,1,1,0,-20.0457,-1.08659,0.31518
23.7063,1,0.723008,2,3,0,-21.4581,-1.01848,0.318864
21.5632,0.610715,0.723008,3,7,0,-17.9979,-1.00441,0.478887
22.687,0.887443,0.723008,3,7,0,-17.3414,-1.0814,0.423218
23.0802,1,0.723008,1,1,0,-22.6708,-1.07459,0.413743
24.5565,0.975907,0.723008,1,3,0,-22.4357,-1.02569,0.373768
24.5565,0.990007,0.723008,1,1,0,-24.4785,-1.02569,0.373768
23.7323,0.927777,0.723008,2,3,0,-23.5547,-1.05758,0.341097
22.1218,0.900413,0.723008,2,3,0,-21.9977,-1.07194,0.313938
22.2122,1,0.723008,3,7,0,-21.0932,-0.984354,0.463549
24.3388,1,0.723008,2,3,0,-22.2622,-1.03082,0.388521
24.1798,0.852888,0.723008,1,3,0,-21.7887,-0.951605,0.343809
23.7556,0.973331,0.723008,2,3,0,-23.7099,-0.946518,0.33157
23.3172,0.909708,0.723008,3,7,0,-21.8659,-1.07845,0.396264
23.1008,0.898155,0.723008,2,3,0,-21.144,-1.04453,0.432157
23.4049,0.99228,0.723008,3,7,0,-22.6457,-0.952956,0.319477
20.5131,0.753664,0.723008,3,7,0,-20.297,-1.11427,0.466042
21.9318,0.987921,0.723008,2,3,0,-19.8809,-1.08522,0.445675
24.6873,0.988973,0.723008,3,7,0,-21.6584,-0.991088,0.376536
24.6873,0.763632,0.723008,1,3,0,-21.8392,-0.991088,0.376536
24.677,0.970963,0.723008,1,3,0,-24.3409,-0.991447,0.34989
24.7123,0.964486,0.723008,2,3,0,-24.3125,-0.985849,0.356007
24.5259,0.980311,0.723008,2,3,0,-24.4802,-0.971143,0.347619
24.4172,0.963838,0.723008,2,7,0,-23.9527,-0.969221,0.388774
24.7153,1,0.723008,2,3,0,-24.4301,-0.982981,0.35957
24.0696,0.932738,0.723008,2,3,0,-24.0155,-1.00858,0.409596
23.2989,0.946576,0.723008,2,3,0,-22.9744,-1.055,0.42039
21.9849,0.917644,0.723008,2,3,0,-21.3656,-1.11917,0.371986
23.0435,1,0.723008,1,1,0,-22.115,-1.09236,0.381478
23.7316,1,0.723008,2,3,0,-23.057,-1.06462,0.390742
23.5711,0.991866,0.723008,2,3,0,-23.4666,-1.07453,0.38268
23.8084,1,0.723008,2,3,0,-23.3424,-1.05242,0.400825
24.6747,1,0.723008,2,3,0,-23.8104,-1.00091,0.349751
22.7548,0.710144,0.723008,2,3,0,-21.4007,-1.09205,0.348035
23.1769,1,0.723008,2,3,0,-21.7979,-1.07062,0.413409
22.5747,0.947196,0.723008,2,3,0,-21.9265,-1.1034,0.395142
22.261,0.969966,0.723008,3,7,0,-21.2623,-1.06168,0.449336
23.2304,1,0.723008,2,3,0,-22.1147,-1.06849,0.413081
23.1298,0.991078,0.723008,3,7,0,-23.1017,-0.931294,0.325722
23.0767,0.992338,0.723008,3,7,0,-21.7179,-1.03768,0.435378
21.6958,0.917723,0.723008,2,3,0,-21.1415,-1.06957,0.460997
23.265,0.970557,0.723008,3,7,0,-20.481,-0.988702,0.308633
23.6938,1,0.723008,1,1,0,-23.2606,-0.986555,0.316479
24.3052,1,0.723008,2,3,0,-23.6191,-0.987179,0.400218
24.2059,0.95753,0.723008,3,7,0,-23.3055,-0.964463,0.335703
24.1931,0.918694,0.723008,3,7,0,-23.1292,-0.942578,0.359051
24.4484,0.993834,0.723008,3,7,0,-23.831,-1.01131,0.391667
23.9327,0.968113,0.723008,2,3,0,-23.7725,-1.06199,0.374393
24.4973,1,0.723008,2,3,0,-23.8883,-1.02455,0.381618
24.6931,1,0.723008,2,3,0,-24.4658,-0.983777,0.372963
23.172,0.899815,0.723008,3,7,0,-23.0965,-0.90547,0.389658
23.1768,0.985146,0.723008,3,7,0,-22.1941,-1.08339,0.352864
22.651,0.947866,0.723008,3,7,0,-20.9404,-0.90271,0.340248
23.9786,1,0.723008,2,3,0,-22.3004,-0.960979,0.329891
23.7695,0.96156,0.723008,3,7,0,-23.0488,-1.06784,0.362246
23.3579,0.97869,0.723008,3,7,0,-22.7852,-0.915953,0.349098
23.8041,0.996703,0.723008,3,7,0,-22.2098,-1.04627,0.405821
23.3221,0.977188,0.723008,3,7,0,-22.9737,-1.08366,0.380766
24.1904,0.975754,0.723008,2,3,0,-22.9657,-1.04824,0.3556
24.452,1,0.723008,2,3,0,-24.2009,-1.03165,0.35256
24.1549,0.969281,0.723008,2,3,0,-23.8483,-1.01453,0.329088
24.0191,0.946709,0.723008,3,7,0,-23.1972,-0.946201,0.395493
24.4423,0.961137,0.723008,2,3,0,-23.3426,-1.01238,0.3917
23.1601,0.902264,0.723008,2,3,0,-23.0788,-1.04319,0.430847
23.0454,0.988583,0.723008,1,1,0,-22.9189,-1.04203,0.434807
18.601,0.841739,0.723008,2,3,0,-18.3364,-1.16906,0.468753
17.0256,0.943827,0.723008,1,1,0,-17.0174,-1.19808,0.482425
22.8331,1,0.723008,2,3,0,-17.3802,-1.07354,0.424429
22.3744,0.988134,0.723008,3,7,0,-22.0284,-1.05238,0.450077
23.2272,1,0.723008,2,3,0,-22.4463,-1.04523,0.427862
23.3822,0.971769,0.723008,3,7,0,-21.8329,-1.08217,0.376341
24.351,1,0.723008,2,3,0,-23.2802,-1.00313,0.398265
24.6264,0.920476,0.723008,1,3,0,-23.2586,-0.982938,0.348225
24.6406,0.931781,0.723008,2,3,0,-23.8941,-1.00534,0.348001
24.4366,0.977867,0.723008,2,3,0,-24.3236,-0.958666,0.377675
24.726,0.988498,0.723008,2,3,0,-24.2459,-0.989724,0.356208
24.4186,0.921008,0.723008,2,3,0,-23.9065,-0.953895,0.367765
24.3019,0.993588,0.723008,3,7,0,-24.0883,-0.961503,0.391121
22.9254,0.811756,0.723008,2,3,0,-21.9744,-1.07174,0.422443
24.7221,1,0.723008,2,3,0,-23.0176,-0.983578,0.365924
24.501,0.982497,0.723008,3,7,0,-24.476,-0.998322,0.390799
23.5174,0.938171,0.723008,2,3,0,-23.3722,-0.931499,0.407642
20.7916,0.773723,0.723008,2,7,0,-19.4315,-0.923572,0.295275
21.6969,1,0.723008,2,3,0,-20.3489,-0.959842,0.292819
24.685,1,0.723008,2,3,0,-22.1226,-0.990116,0.376583
24.309,0.928517,0.723008,3,7,0,-23.7011,-1.00094,0.400425
24.0286,0.988817,0.723008,2,3,0,-23.9028,-1.02563,0.406907
23.758,0.971897,0.723008,3,7,0,-23.2122,-0.967097,0.417462
24.4555,0.997348,0.723008,3,7,0,-23.5868,-0.969063,0.344518
24.4866,0.991909,0.723008,2,3,0,-24.2072,-1.00538,0.339081
24.4866,0.616646,0.723008,1,3,0,-20.6513,-1.00538,0.339081
23.7893,0.812431,0.723008,3,7,0,-22.2932,-0.938121,0.400498
23.9176,0.960663,0.723008,3,7,0,-22.6775,-0.933911,0.35147
24.4957,0.946515,0.723008,2,3,0,-23.2855,-0.973282,0.385737
23.9469,0.958107,0.723008,2,3,0,-23.8501,-0.96962,0.41126
23.5085,0.970818,0.723008,2,7,0,-22.9076,-0.920903,0.395866
24.3678,0.982072,0.723008,2,3,0,-23.1571,-1.0383,0.377588
24.4831,0.999282,0.723008,3,7,0,-24.3498,-1.0335,0.369028
24.5953,1,0.723008,1,1,0,-24.4946,-1.02483,0.36617
24.3441,0.983548,0.723008,2,3,0,-24.3012,-0.954293,0.351336
23.0101,0.878086,0.723008,2,3,0,-22.582,-1.02177,0.30716
23.5759,0.956855,0.723008,2,3,0,-21.7547,-0.938962,0.331666
24.1718,1,0.723008,2,3,0,-23.1825,-1.05004,0.357884
22.5366,0.849994,0.723008,2,3,0,-22.1363,-1.02349,0.453634
22.6609,0.995035,0.723008,3,7,0,-22.2627,-1.01223,0.451983
23.7083,0.984773,0.723008,3,7,0,-21.5443,-0.923887,0.356123
23.0548,0.933654,0.723008,3,7,0,-21.6669,-0.94745,0.433577
24.7025,0.910317,0.723008,1,3,0,-21.7539,-0.980319,0.367107
24.6311,0.992066,0.723008,2,3,0,-24.5774,-0.983115,0.379685
23.8923,0.833129,0.723008,1,3,0,-22.7366,-1.05394,0.394665
22.4792,0.853823,0.723008,3,7,0,-21.4017,-0.900837,0.421703
23.8608,0.984319,0.723008,2,7,0,-22.3168,-1.06418,0.361208
22.2528,0.831736,0.723008,3,7,0,-21.4277,-0.9773,0.461955
22.5283,0.969177,0.723008,3,7,0,-21.0509,-1.03373,0.451734
22.4139,0.958437,0.723008,2,3,0,-21.0348,-0.95783,0.454613
22.0385,0.993004,0.723008,2,3,0,-21.842,-0.937476,0.458215
21.7313,0.9764,0.723008,1,1,0,-21.582,-0.934744,0.465069
21.6299,0.994685,0.723008,1,1,0,-21.3856,-0.930734,0.466147
21.9329,1,0.723008,1,1,0,-21.4897,-0.937193,0.460834
21.1715,0.921895,0.723008,2,7,0,-18.7084,-1.11586,0.444086
24.654,0.996333,0.723008,3,7,0,-20.9959,-1.00953,0.377114
24.1933,0.903144,0.723008,2,3,0,-23.4955,-1.04955,0.35955
24.1286,0.992407,0.723008,3,7,0,-23.8228,-0.939119,0.375226
23.6899,0.936467,0.723008,3,7,0,-23.0156,-1.04893,0.408987
23.7044,0.988924,0.723008,3,7,0,-22.9046,-0.9421,0.333164
24.2512,0.943611,0.723008,2,3,0,-23.0553,-0.95289,0.346483
22.7742,0.885568,0.723008,3,7,0,-22.3128,-0.987168,0.449642
22.5036,0.969998,0.723008,2,3,0,-21.4397,-0.928183,0.441361
24.1359,0.975134,0.723008,2,3,0,-21.7256,-1.0507,0.380262
24.2187,0.998516,0.723008,2,7,0,-23.9583,-1.03297,0.394278
24.1745,0.994774,0.723008,1,1,0,-24.1225,-1.03062,0.398041
23.6832,0.969093,0.723008,2,3,0,-23.4834,-1.06587,0.392215
23.6698,0.966013,0.723008,3,7,0,-22.7788,-1.06291,0.344739
23.8751,0.921904,0.723008,2,3,0,-22.0774,-1.02838,0.41201
22.6489,0.943655,0.723008,3,7,0,-22.1607,-1.09442,0.347602
22.906,1,0.723008,3,7,0,-21.5596,-0.949214,0.438674
23.4166,1,0.723008,1,1,0,-22.9226,-0.94867,0.422414
24.3547,1,0.723008,2,3,0,-23.1484,-0.974365,0.336972
23.8757,0.916486,0.723008,1,1,0,-23.8726,-0.967471,0.324473
22.6983,0.752547,0.723008,2,5,0,-21.6323,-1.06664,0.433764
23.4978,1,0.723008,2,3,0,-22.3646,-1.02116,0.427048
24.2055,0.999205,0.723008,3,7,0,-23.3231,-1.04083,0.388603
23.9974,0.978027,0.723008,1,1,0,-23.9734,-1.05375,0.387742
24.4742,0.955269,0.723008,2,3,0,-23.2758,-0.994181,0.337704
24.7516,0.980172,0.723008,2,3,0,-24.2176,-0.994772,0.365356
24.7033,0.991446,0.723008,2,3,0,-24.6628,-0.982903,0.356798
24.4953,0.907581,0.723008,1,3,0,-23.8268,-1.0289,0.377176
24.1336,0.970882,0.723008,2,3,0,-24.0013,-1.02305,0.403375
23.713,0.859289,0.723008,2,3,0,-21.4728,-1.04102,0.327637
24.7198,1,0.723008,3,7,0,-23.8269,-0.982759,0.362503
23.4104,0.886881,0.723008,3,7,0,-23.2443,-1.06901,0.404224
19.9299,0.810323,0.723008,2,3,0,-19.8541,-1.13496,0.465134
22.3955,0.996805,0.723008,2,3,0,-19.3167,-1.11027,0.380181
22.2413,1,0.723008,1,1,0,-22.0082,-1.11393,0.38708
22.6141,1,0.723008,2,3,0,-22.125,-1.10459,0.380613
22.9532,0.97789,0.723008,3,7,0,-21.4199,-0.914689,0.416485
24.7313,0.899043,0.723008,1,3,0,-21.2325,-0.985259,0.362588
24.7313,0.957166,0.723008,1,3,0,-24.3442,-0.985259,0.362588
18.6526,0.60368,0.723008,3,7,0,-18.0147,-1.07423,0.528987
20.3213,1,0.723008,3,7,0,-18.1947,-1.10447,0.478018
24.1299,0.971313,0.723008,3,7,0,-20.6622,-1.04309,0.391363
24.2634,0.979139,0.723008,2,7,0,-23.6912,-0.976305,0.332889
23.1383,0.913221,0.723008,2,3,0,-23.068,-1.00167,0.440007
23.2695,0.999961,0.723008,3,7,0,-23.0002,-0.989657,0.30865
23.0986,0.85215,0.723008,2,3,0,-21.029,-1.02943,0.310445
23.0986,0.724416,0.723008,1,1,0,-21.8642,-1.02943,0.310445
24.7276,1,0.723008,3,7,0,-23.3264,-0.984441,0.362289
24.0015,0.798431,0.723008,2,3,0,-22.0769,-1.01063,0.324052
24.1623,0.998409,0.723008,3,7,0,-23.7097,-1.01433,0.404755
22.1637,0.891702,0.723008,3,7,0,-21.864,-1.07637,0.444399
24.3024,1,0.723008,2,3,0,-21.9839,-0.969076,0.395344
24.1411,0.934989,0.723008,3,7,0,-23.0667,-1.04836,0.351346
24.4667,1,0.723008,3,7,0,-24.1371,-0.967381,0.3841
24.035,0.979793,0.723008,3,7,0,-24.0068,-1.03106,0.331645
24.0345,0.688241,0.723008,2,3,0,-20.7514,-1.00096,0.41169
24.4205,0.966345,0.723008,3,7,0,-23.1771,-1.03746,0.370783
21.9587,0.460563,0.723008,3,7,0,-15.3115,-0.882591,0.421039
23.301,0.983541,0.723008,3,7,0,-21.4418,-1.06991,0.338503
22.8152,0.940246,0.723008,3,7,0,-21.908,-0.909302,0.416808
22.3859,0.986352,0.723008,3,7,0,-22.3239,-0.904212,0.428685
24.5762,1,0.723008,2,3,0,-22.4906,-0.967541,0.356506
24.2929,0.971539,0.723008,2,3,0,-24.1476,-0.989655,0.401044
24.6366,0.912681,0.723008,1,3,0,-23.1098,-0.995485,0.346383
24.1116,0.929405,0.723008,2,3,0,-23.8627,-0.946862,0.390482
24.2635,0.991411,0.723008,3,7,0,-23.6853,-0.999441,0.402545
24.2938,0.956505,0.723008,2,3,0,-23.4595,-1.04305,0.377514
24.4519,0.900819,0.723008,2,3,0,-23.0408,-1.03594,0.367163
23.0161,0.850372,0.723008,3,7,0,-22.5285,-0.919548,0.418396
23.2719,1,0.723008,2,3,0,-22.7952,-0.945358,0.425777
23.944,0.974879,0.723008,3,7,0,-22.803,-1.0245,0.326225
24.5153,0.859908,0.723008,1,3,0,-22.2355,-1.00734,0.388715
23.9288,0.949653,0.723008,2,3,0,-23.7513,-0.963656,0.327289
24.4844,0.967698,0.723008,2,3,0,-23.2175,-1.03351,0.368459
22.9662,0.777625,0.723008,3,7,0,-21.4399,-0.900983,0.39601
22.5115,0.936206,0.723008,1,1,0,-22.3988,-0.885098,0.386867
24.1823,0.992501,0.723008,3,7,0,-22.5544,-1.0461,0.350911
22.2721,0.761426,0.723008,2,3,0,-21.5162,-0.950502,0.456364
20.8093,0.952283,0.723008,2,7,0,-20.6107,-1.06419,0.29369
23.8604,0.963262,0.723008,3,7,0,-19.4008,-0.93644,0.344481
23.6735,0.954187,0.723008,3,7,0,-22.364,-1.06622,0.349848
22.4357,0.904087,0.723008,2,7,0,-21.5846,-1.10619,0.39907
23.1341,0.934723,0.723008,3,7,0,-20.8598,-0.938243,0.426834
24.1515,1,0.723008,2,3,0,-23.0122,-0.94091,0.377311
24.3041,1,0.723008,1,1,0,-24.1521,-0.950067,0.378545
24.4584,0.994974,0.723008,2,3,0,-24.1561,-0.966135,0.383785
23.9871,0.960873,0.723008,2,3,0,-23.8284,-0.932653,0.375968
24.7343,0.947241,0.723008,1,3,0,-23.1398,-1.00145,0.369427
24.0994,0.892221,0.723008,1,3,0,-23.6159,-1.0432,0.393148
24.2227,0.997706,0.723008,3,7,0,-24.0429,-1.04177,0.386322
24.6541,0.974547,0.723008,2,3,0,-23.8025,-1.01534,0.372742
24.1718,0.933231,0.723008,2,3,0,-23.9234,-0.951018,0.390737
24.4673,0.989013,0.723008,2,3,0,-23.9179,-1.03065,0.352685
23.4307,0.786716,0.723008,3,7,0,-21.9168,-0.928265,0.408661
23.6151,0.985903,0.723008,3,7,0,-22.8731,-1.07333,0.362474
23.6884,0.999322,0.723008,3,7,0,-23.1147,-0.929217,0.345437
24.2383,0.972525,0.723008,2,3,0,-23.1193,-0.991555,0.32935
24.3342,0.780335,0.723008,1,3,0,-21.9505,-0.981169,0.397795
23.7471,0.958502,0.723008,3,7,0,-23.4648,-0.945393,0.408105
24.5603,0.991794,0.723008,2,3,0,-23.3879,-0.97342,0.348522
24.3389,0.975438,0.723008,2,3,0,-24.1461,-0.983478,0.398051
24.5892,0.908232,0.723008,1,3,0,-23.077,-1.01235,0.34696
23.1012,0.79877,0.723008,3,7,0,-22.1817,-1.01907,0.308031
23.714,1,0.723008,3,7,0,-23.0727,-1.0033,0.316707
24.0348,0.98134,0.723008,3,7,0,-23.1496,-1.0412,0.398371
23.2339,0.943029,0.723008,2,3,0,-22.7955,-0.969075,0.311005
24.12,0.950934,0.723008,2,3,0,-22.4432,-0.940296,0.355936
24.0171,0.989493,0.723008,3,7,0,-23.8381,-0.940136,0.348157
23.8923,0.939654,0.723008,3,7,0,-22.5627,-1.06287,0.360842
24.6107,1,0.723008,2,3,0,-23.829,-0.985019,0.346319
23.3601,0.872749,0.723008,2,3,0,-23.155,-1.05256,0.325668
23.5176,1,0.723008,3,7,0,-22.7335,-0.916121,0.38493
23.9015,1,0.723008,1,1,0,-23.544,-0.932566,0.386182
23.1665,0.915844,0.723008,3,7,0,-22.146,-1.04948,0.319648
23.9235,0.917227,0.723008,3,7,0,-21.954,-0.947016,0.401187
21.646,0.74428,0.723008,2,3,0,-20.378,-0.868996,0.360409
24.1638,1,0.723008,2,3,0,-21.5187,-1.02494,0.401277
24.3099,0.975257,0.723008,3,7,0,-23.6565,-0.973358,0.335593
23.3948,0.932835,0.723008,2,3,0,-23.3376,-0.942321,0.324709
24.0823,1,0.723008,2,3,0,-23.3445,-0.977688,0.326943
23.9189,0.984461,0.723008,3,7,0,-23.4002,-1.01506,0.414127
24.0718,1,0.723008,3,7,0,-23.6163,-0.982564,0.325669
22.1081,0.713944,0.723008,2,7,0,-20.7873,-0.883564,0.350212
20.1132,0.596749,0.723008,1,1,0,-19.8641,-0.864844,0.32654
20.7021,1,0.723008,1,1,0,-19.5767,-0.865338,0.337038
20.928,1,0.723008,2,3,0,-20.0825,-0.861511,0.348087
22.8299,0.95679,0.723008,2,3,0,-19.8223,-1.01272,0.447518
23.9342,0.992853,0.723008,3,7,0,-22.9402,-0.974337,0.323887
24.5821,0.886099,0.723008,2,3,0,-22.5211,-0.980306,0.382683
21.4154,0.720703,0.723008,2,3,0,-21.1523,-1.08066,0.462971
24.6827,0.989806,0.723008,3,7,0,-21.2243,-1.01453,0.367738
24.2401,0.795302,0.723008,2,3,0,-21.9596,-1.00472,0.329808
23.8059,0.926597,0.723008,1,1,0,-23.7768,-0.996597,0.318338
23.83,0.627828,0.723008,3,7,0,-19.5493,-1.05722,0.34507
23.9865,0.939038,0.723008,2,3,0,-22.9798,-1.05691,0.35467
24.5157,0.957176,0.723008,3,7,0,-23.4065,-1.02134,0.347262
23.8813,0.914799,0.723008,2,3,0,-23.5231,-1.02901,0.326291
22.7397,0.928624,0.723008,2,3,0,-22.7078,-1.05556,0.314871
23.9525,0.839023,0.723008,3,7,0,-20.0759,-0.930617,0.37269
23.6878,0.95474,0.723008,3,7,0,-23.0008,-1.0718,0.370107
24.1612,0.96551,0.723008,2,3,0,-23.0509,-1.02895,0.399576
24.2322,0.921452,0.723008,3,7,0,-22.6823,-0.95177,0.346565
23.3602,0.939347,0.723008,3,7,0,-23.0119,-1.08296,0.374911
22.5942,0.943659,0.723008,2,3,0,-22.1953,-1.09399,0.344826
23.6202,1,0.723008,2,3,0,-22.312,-0.918259,0.365359
24.7038,0.937407,0.723008,2,3,0,-22.8017,-1.01095,0.359266
24.1884,0.844466,0.723008,2,3,0,-22.8341,-0.979079,0.329702
23.801,0.974833,0.723008,3,7,0,-23.658,-0.951249,0.329911
23.8608,1,0.723008,3,7,0,-23.5666,-1.05791,0.391734
23.6055,0.977248,0.723008,1,1,0,-23.5796,-1.06549,0.397808
22.1908,0.835389,0.723008,2,3,0,-21.4178,-1.10917,0.355268
24.7273,1,0.723008,2,3,0,-22.4132,-0.996802,0.355163
24.3981,0.939677,0.723008,3,7,0,-24.0147,-1.03928,0.368692
23.4735,0.911727,0.723008,2,3,0,-22.8418,-0.930567,0.335597
24.1792,1,0.723008,3,7,0,-23.5644,-1.04478,0.385986
24.5388,0.843795,0.723008,3,7,0,-21.1593,-0.967238,0.377352
22.999,0.815578,0.723008,2,3,0,-22.2435,-0.903896,0.399865
22.4468,0.986203,0.723008,2,3,0,-22.4163,-0.890131,0.408253
23.5977,0.981701,0.723008,2,3,0,-22.0382,-0.917201,0.376281
21.0179,0.717868,0.723008,2,7,0,-19.2234,-1.13412,0.42451
23.444,0.976161,0.723008,2,3,0,-19.6456,-1.02459,0.427943
23.7246,0.977419,0.723008,3,7,0,-22.9369,-1.02292,0.419168
24.7088,0.988196,0.723008,2,3,0,-23.5124,-0.980674,0.364324
24.2289,0.927215,0.723008,2,3,0,-23.9571,-1.00111,0.403939
23.6956,0.944545,0.723008,2,3,0,-23.0519,-1.04712,0.330909
24.6691,0.825915,0.723008,2,3,0,-21.5574,-0.981988,0.375097
24.6691,0.640782,0.723008,1,3,0,-20.5961,-0.981988,0.375097
24.7369,0.985887,0.723008,1,3,0,-24.4934,-1.00522,0.362454
22.5567,0.819372,0.723008,2,3,0,-22.5019,-1.10505,0.368865
24.6589,1,0.723008,2,3,0,-22.6851,-1.0162,0.357203
22.7479,0.802496,0.723008,2,3,0,-22.5831,-0.917618,0.426868
22.2135,0.958377,0.723008,3,7,0,-21.4907,-0.900421,0.431455
24.6154,0.991825,0.723008,2,3,0,-22.0504,-1.01784,0.375573
24.0296,0.945527,0.723008,3,7,0,-23.745,-0.968964,0.32805
24.5472,0.987175,0.723008,3,7,0,-23.833,-0.985691,0.342288
24.6696,0.99588,0.723008,2,3,0,-24.4798,-0.980383,0.353855
24.0912,0.925003,0.723008,2,3,0,-23.7777,-1.05548,0.369775
24.3389,1,0.723008,3,7,0,-23.8066,-0.962399,0.389434
22.5302,0.871014,0.723008,3,7,0,-22.1341,-0.933774,0.312744
24.1131,1,0.723008,2,3,0,-22.5811,-0.984111,0.32654
24.4803,1,0.723008,3,7,0,-24.1381,-0.978543,0.341021
23.9808,0.957621,0.723008,3,7,0,-23.7471,-0.979941,0.41242
23.2937,0.951288,0.723008,2,3,0,-22.9256,-0.935579,0.41972
24.4698,0.981556,0.723008,2,3,0,-22.8306,-0.959547,0.374823
24.5524,0.971189,0.723008,2,3,0,-24.0119,-0.987625,0.386968
23.1637,0.804854,0.723008,2,3,0,-21.7937,-0.904592,0.362489
22.9621,0.958729,0.723008,1,1,0,-22.7803,-0.900384,0.35819
23.6674,0.997306,0.723008,3,7,0,-22.3443,-0.985324,0.423935
22.7016,0.962353,0.723008,2,7,0,-22.1031,-0.890412,0.387223
23.5737,0.991386,0.723008,3,7,0,-22.366,-1.07405,0.359973
23.8379,1,0.723008,1,1,0,-23.5494,-1.06598,0.366489
24.0348,0.974515,0.723008,3,7,0,-22.823,-1.0297,0.330968
24.2372,1,0.723008,2,7,0,-23.8185,-1.04266,0.349945
23.0071,0.876147,0.723008,2,3,0,-21.9773,-0.899379,0.365794
23.6238,1,0.723008,3,7,0,-22.3801,-1.04231,0.415467
23.6417,0.996824,0.723008,3,7,0,-23.5291,-0.955543,0.323549
24.0624,1,0.723008,1,1,0,-23.6824,-0.959976,0.333029
23.7607,0.974107,0.723008,3,7,0,-23.2659,-1.06842,0.363494
22.3801,0.859634,0.723008,3,7,0,-21.2686,-0.965789,0.299404
24.0594,1,0.723008,2,3,0,-22.0956,-0.975128,0.40837
23.9364,0.974182,0.723008,2,3,0,-23.5027,-0.997906,0.415384
24.1149,0.84616,0.723008,2,3,0,-21.2107,-0.948126,0.343961
23.8245,0.985424,0.723008,3,7,0,-23.2806,-1.04447,0.333004
22.3162,0.891941,0.723008,2,7,0,-22.2372,-0.891862,0.417749
24.3393,1,0.723008,2,3,0,-22.2825,-0.998477,0.399157
24.4947,1,0.723008,2,3,0,-24.3088,-0.985803,0.390222
24.4947,0.845481,0.723008,1,3,0,-22.4625,-0.985803,0.390222
24.6134,0.96802,0.723008,2,3,0,-24.0227,-0.970206,0.35812
24.6206,0.933045,0.723008,1,3,0,-23.9583,-1.01147,0.379465
24.6181,0.99585,0.723008,2,3,0,-24.5272,-1.01516,0.377495
23.7625,0.931557,0.723008,2,3,0,-23.7184,-1.06905,0.370603
24.7464,0.933855,0.723008,1,3,0,-22.6867,-0.990381,0.365075
24.2583,0.954907,0.723008,2,3,0,-24.2575,-0.944933,0.371054
24.4725,0.885048,0.723008,1,3,0,-22.9597,-1.01403,0.389353
23.9883,0.97426,0.723008,3,7,0,-23.8901,-0.948766,0.337797
23.9883,0.8169,0.723008,1,1,0,-23.194,-0.948766,0.337797
