# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = normal_model
# start_datetime = 2021-05-27 01:27:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 50
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ./ex_toy01/inputs.json
# init = ./ex_toy01/init.json
# random
#   seed = 2996367183 (Default)
# output
#   file = ./ex_toy01/output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 888c0f6a
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,sigma
# Adaptation terminated
# Step size = 0.048678
# Diagonal elements of inverse mass matrix:
# 1, 1
23.2274,0.988724,0.048678,2,7,0,-22.2833,-0.986841,0.437314
21.0921,0.862519,0.048678,2,3,0,-21.053,-1.08939,0.466772
20.2859,1,0.048678,2,3,0,-19.7289,-1.06818,0.495507
19.8441,0.989593,0.048678,1,1,0,-19.7758,-1.06912,0.505029
21.9085,0.96235,0.048678,3,7,0,-18.5965,-0.871887,0.400726
22.5184,1,0.048678,2,3,0,-21.959,-1.10621,0.390018
24.2067,0.853362,0.048678,2,3,0,-20.6308,-0.964964,0.3983
23.9454,0.98749,0.048678,2,3,0,-23.7765,-0.970515,0.411578
23.66,0.996237,0.048678,2,3,0,-23.5338,-1.01419,0.423192
22.6147,0.870157,0.048678,2,3,0,-22.2213,-1.08462,0.422997
20.983,0.777433,0.048678,2,3,0,-19.4623,-0.850329,0.380012
23.6775,1,0.048678,2,7,0,-21.3261,-1.06553,0.393157
24.4618,1,0.048678,2,3,0,-23.7932,-0.978925,0.39035
24.5739,0.993559,0.048678,2,7,0,-24.2958,-1.02645,0.368086
23.2445,0.832246,0.048678,2,7,0,-22.1016,-1.03871,0.316172
24.5418,1,0.048678,2,3,0,-23.3367,-0.984298,0.342353
24.6091,0.988036,0.048678,2,7,0,-24.029,-0.998544,0.383741
24.5717,0.986792,0.048678,2,7,0,-24.4417,-0.966045,0.370406
23.5947,0.905253,0.048678,2,3,0,-23.3871,-1.05097,0.411587
22.5497,0.931807,0.048678,2,3,0,-22.1363,-1.07142,0.435563
19.0009,0.935577,0.048678,2,3,0,-18.4471,-0.966318,0.531417
24.6118,1,0.048678,3,7,0,-19.2257,-1.01745,0.352213
24.6479,0.999336,0.048678,2,7,0,-24.5797,-0.973201,0.359661
24.7242,0.989102,0.048678,1,3,0,-24.5569,-1.00572,0.358042
22.5985,0.625475,0.048678,2,3,0,-21.9505,-1.10317,0.365167
24.2917,0.998395,0.048678,2,5,0,-22.2553,-1.00723,0.400486
24.5906,0.991107,0.048678,3,7,0,-24.0215,-1.02302,0.356332
24.6486,0.990676,0.048678,2,7,0,-24.3835,-0.990581,0.347693
24.7369,0.975942,0.048678,2,5,0,-23.9712,-0.99412,0.369925
24.5618,0.906764,0.048678,2,7,0,-23.8735,-0.993098,0.341953
24.0963,0.873784,0.048678,2,7,0,-23.5446,-1.05437,0.375493
24.2268,0.991986,0.048678,2,5,0,-23.338,-1.02397,0.398698
23.161,0.895231,0.048678,2,3,0,-23.0071,-0.904402,0.387287
23.7131,0.935337,0.048678,2,3,0,-22.3468,-1.06614,0.352229
24.6831,1,0.048678,2,3,0,-23.6988,-0.999587,0.350303
23.8509,0.906979,0.048678,2,3,0,-23.2551,-0.954752,0.329354
24.1825,0.97154,0.048678,2,7,0,-22.8042,-1.04345,0.387378
24.5568,0.979097,0.048678,2,7,0,-23.4942,-1.00923,0.343651
24.6798,0.990447,0.048678,2,7,0,-24.4295,-0.979728,0.371763
24.3568,0.977197,0.048678,2,7,0,-24.1254,-1.02396,0.340036
24.6768,0.973627,0.048678,2,7,0,-24.0641,-0.982855,0.353003
24.7376,0.998848,0.048678,3,7,0,-24.6178,-0.995053,0.356969
24.6991,0.994579,0.048678,2,3,0,-24.6881,-0.983057,0.35592
24.6432,0.98382,0.048678,2,3,0,-24.5501,-0.976436,0.354021
24.009,0.967535,0.048678,2,3,0,-23.9896,-1.0372,0.334261
22.8768,0.919398,0.048678,1,3,0,-21.5119,-1.00989,0.30336
24.6757,1,0.048678,2,7,0,-22.9251,-0.978224,0.370799
22.846,0.844451,0.048678,2,7,0,-22.3868,-1.06932,0.427099
24.3136,0.986439,0.048678,2,7,0,-22.1126,-0.948034,0.361897
24.3142,0.993765,0.048678,3,7,0,-23.9261,-0.947703,0.36459
24.1203,0.99637,0.048678,2,7,0,-24.0985,-1.04261,0.342978
24.1397,0.950996,0.048678,1,3,0,-23.3159,-0.977308,0.328675
24.2323,0.94763,0.048678,3,7,0,-23.4387,-1.02497,0.335406
24.662,0.968375,0.048678,3,7,0,-23.9051,-1.01776,0.361768
24.5704,0.952036,0.048678,2,3,0,-24.1933,-0.969293,0.353222
24.4355,0.978826,0.048678,2,7,0,-24.2623,-1.03044,0.381447
22.3836,0.905469,0.048678,2,7,0,-21.6809,-0.957212,0.455246
20.9518,0.980587,0.048678,3,7,0,-20.7269,-1.03071,0.489858
20.7702,0.997138,0.048678,1,1,0,-20.6725,-1.02447,0.494727
18.0157,0.675561,0.048678,2,3,0,-15.4679,-0.798071,0.444922
22.6497,1,0.048678,2,3,0,-18.3325,-0.949043,0.445877
23.6081,1,0.048678,3,7,0,-22.3646,-1.0385,0.417831
23.2943,0.946359,0.048678,2,7,0,-21.3565,-0.919701,0.341014
22.626,0.983255,0.048678,2,5,0,-21.3236,-1.05261,0.442973
20.8867,0.852108,0.048678,2,3,0,-20.4029,-0.881636,0.458291
21.4442,0.984151,0.048678,3,7,0,-19.2958,-1.11723,0.432327
22.0971,0.956182,0.048678,2,7,0,-21.0533,-0.876934,0.365358
20.6227,0.951695,0.048678,2,7,0,-20.1727,-1.12072,0.457296
24.4858,0.958262,0.048678,2,7,0,-20.4702,-0.973665,0.386631
24.6462,0.98627,0.048678,2,7,0,-24.1661,-0.974091,0.357438
23.5768,0.956101,0.048678,2,7,0,-23.3927,-1.02547,0.31803
24.1969,0.992195,0.048678,2,3,0,-23.2178,-0.961846,0.336815
24.3069,0.962423,0.048678,2,3,0,-23.9377,-1.01239,0.333472
24.4488,1,0.048678,2,3,0,-24.3041,-0.993111,0.336678
24.6669,0.970734,0.048678,2,5,0,-24.1898,-1.00222,0.378381
24.6654,0.966932,0.048678,3,7,0,-23.7617,-0.995471,0.348542
24.7337,0.983024,0.048678,2,7,0,-24.2388,-0.986445,0.365999
24.7367,0.996454,0.048678,2,7,0,-24.5999,-0.996722,0.35677
24.021,0.944116,0.048678,2,3,0,-23.8909,-0.961768,0.330793
24.2098,1,0.048678,2,3,0,-23.9001,-1.01171,0.330084
24.0906,0.967329,0.048678,2,3,0,-23.5717,-0.97594,0.327615
24.2996,0.940825,0.048678,2,7,0,-23.3798,-1.02324,0.395338
23.2609,0.898171,0.048678,2,3,0,-23.137,-0.907174,0.385212
22.8835,0.821445,0.048678,2,7,0,-20.6176,-1.07481,0.33115
22.8835,0.396898,0.048678,1,1,0,-20.5132,-1.07481,0.33115
23.7257,1,0.048678,2,3,0,-22.8854,-0.948848,0.329217
23.6505,1,0.048678,3,7,0,-23.141,-0.973101,0.422623
24.7402,0.924124,0.048678,2,7,0,-20.2188,-1.00313,0.366476
24.4302,0.952106,0.048678,2,7,0,-24.2716,-1.03473,0.376098
24.7115,0.995074,0.048678,2,7,0,-24.1472,-1.01022,0.360527
24.0939,0.886458,0.048678,1,3,0,-24.0314,-1.05407,0.359295
24.6328,0.99742,0.048678,2,7,0,-24.0474,-0.98478,0.380157
24.604,0.999468,0.048678,2,3,0,-24.5745,-0.995784,0.384202
24.5797,0.991849,0.048678,2,3,0,-24.5236,-0.976759,0.381124
24.4858,0.985377,0.048678,2,7,0,-24.2536,-0.958707,0.369199
24.686,0.989079,0.048678,1,3,0,-24.3299,-0.996115,0.377129
24.3029,0.943005,0.048678,3,7,0,-24.0461,-0.975881,0.397897
24.2327,0.97952,0.048678,2,7,0,-23.9548,-1.04591,0.379088
24.5527,0.949975,0.048678,2,5,0,-23.702,-1.02348,0.352246
24.6416,0.999193,0.048678,2,7,0,-24.3747,-0.979874,0.376999
24.4883,0.993976,0.048678,2,7,0,-24.332,-0.982648,0.389876
23.3832,0.806754,0.048678,2,7,0,-22.4529,-0.910108,0.367876
23.344,0.913801,0.048678,3,7,0,-22.1322,-0.908598,0.370641
23.344,0.639314,0.048678,1,1,0,-21.8144,-0.908598,0.370641
24.188,1,0.048678,2,7,0,-23.0939,-0.944046,0.354692
23.4324,0.911146,0.048678,3,7,0,-22.8022,-1.02482,0.428253
24.4767,0.994414,0.048678,2,7,0,-23.3258,-0.957743,0.367107
24.7086,0.945791,0.048678,3,7,0,-22.5508,-0.980933,0.365908
24.1113,0.971214,0.048678,2,5,0,-23.8387,-1.01063,0.407619
24.5751,0.928868,0.048678,2,7,0,-23.184,-1.00212,0.343025
24.5468,0.990169,0.048678,3,7,0,-24.4865,-0.976463,0.383644
23.7434,0.881427,0.048678,2,3,0,-23.568,-0.922928,0.378027
23.679,0.995421,0.048678,2,7,0,-23.5519,-1.06423,0.394975
23.8115,1,0.048678,1,1,0,-23.6119,-1.05669,0.396377
24.5235,1,0.048678,2,3,0,-23.9223,-0.980732,0.38708
23.7202,0.96974,0.048678,2,7,0,-23.6752,-1.02893,0.417526
23.6833,0.829765,0.048678,1,3,0,-21.3369,-0.925157,0.390588
24.4077,0.957914,0.048678,3,7,0,-22.1402,-1.03665,0.375461
23.9456,0.827271,0.048678,3,7,0,-22.1747,-0.956559,0.331167
23.9383,0.978719,0.048678,2,3,0,-23.2682,-1.0269,0.326966
23.9383,0.80624,0.048678,1,1,0,-23.3528,-1.0269,0.326966
23.828,0.963514,0.048678,3,7,0,-23.4221,-1.04191,0.407541
24.4977,1,0.048678,3,7,0,-23.7773,-0.959495,0.368736
24.6708,0.983479,0.048678,2,3,0,-24.2925,-0.978829,0.355431
24.6081,0.977988,0.048678,2,5,0,-24.3789,-0.97299,0.375339
23.34,0.78976,0.048678,2,7,0,-21.1669,-1.06854,0.408162
23.2153,0.975291,0.048678,1,1,0,-23.0833,-1.07493,0.407148
24.2526,0.980387,0.048678,2,3,0,-23.0078,-1.03324,0.39214
24.4238,1,0.048678,3,7,0,-24.2774,-1.01827,0.390603
24.1432,0.975963,0.048678,2,7,0,-23.6946,-0.970966,0.33072
24.3636,1,0.048678,1,1,0,-24.1824,-0.984852,0.334356
23.6688,0.853315,0.048678,2,7,0,-22.0731,-1.0525,0.40736
23.048,0.925527,0.048678,2,7,0,-22.4694,-0.89953,0.378868
24.588,1,0.048678,2,3,0,-23.3628,-1.02299,0.373112
24.4533,0.933332,0.048678,1,3,0,-23.8923,-0.968835,0.386105
24.4329,0.980718,0.048678,2,7,0,-23.6403,-1.00581,0.336824
22.0836,0.62407,0.048678,2,3,0,-21.0932,-0.87935,0.357743
24.3358,1,0.048678,1,3,0,-21.5723,-0.970093,0.33804
24.3358,0.265747,0.048678,2,7,0,-17.9722,-0.970093,0.33804
24.5833,0.75989,0.048678,2,3,0,-22.5549,-1.02511,0.36973
24.2051,0.962104,0.048678,3,7,0,-23.8939,-0.966769,0.334527
21.6932,0.797514,0.048678,2,3,0,-20.9601,-0.921052,0.307101
22.6521,1,0.048678,1,1,0,-21.6348,-0.932019,0.315736
23.9889,1,0.048678,2,7,0,-22.7569,-1.05913,0.361381
23.9889,0.823211,0.048678,1,1,0,-23.2429,-1.05913,0.361381
24.5118,1,0.048678,2,5,0,-23.8889,-0.975018,0.385497
24.5118,0.686977,0.048678,1,3,0,-22.1804,-0.975018,0.385497
22.8224,0.850934,0.048678,3,7,0,-22.5893,-0.910754,0.418012
24.7004,1,0.048678,2,3,0,-22.7606,-1.00894,0.371215
24.5846,0.944978,0.048678,2,3,0,-24.3894,-0.966736,0.36895
24.5454,0.982895,0.048678,2,7,0,-23.5985,-0.980127,0.343932
23.3439,0.840977,0.048678,3,7,0,-23.1912,-1.06635,0.336194
22.795,0.946582,0.048678,2,3,0,-21.9729,-0.966642,0.304764
24.6122,1,0.048678,3,7,0,-22.8082,-1.00505,0.382518
23.6297,0.954046,0.048678,2,3,0,-23.4858,-1.01148,0.424582
21.357,0.951355,0.048678,3,7,0,-21.0063,-1.02148,0.482129
22.4339,0.933255,0.048678,2,3,0,-20.0645,-0.946557,0.450928
23.8699,0.981438,0.048678,3,7,0,-20.4928,-1.05555,0.39417
22.9393,0.90499,0.048678,2,7,0,-22.3872,-0.900277,0.356903
24.2081,0.989643,0.048678,2,7,0,-22.5441,-1.01828,0.40167
23.3162,0.911641,0.048678,2,3,0,-23.2372,-0.917904,0.403005
23.5878,1,0.048678,1,1,0,-23.2805,-0.927868,0.400506
21.9867,0.859114,0.048678,2,3,0,-21.5405,-1.11948,0.373993
21.9622,0.997606,0.048678,2,7,0,-21.9194,-0.874721,0.362943
24.3999,1,0.048678,2,3,0,-21.929,-0.959792,0.348849
23.9477,0.99593,0.048678,3,7,0,-23.836,-1.02986,0.328464
22.7023,0.790794,0.048678,3,7,0,-21.3064,-0.932939,0.316104
22.9304,0.989438,0.048678,2,3,0,-22.2638,-1.06752,0.326161
22.5945,1,0.048678,3,7,0,-22.2367,-0.918138,0.43251
24.4395,0.863465,0.048678,2,3,0,-21.1198,-0.987807,0.393664
24.576,0.9896,0.048678,2,7,0,-24.2473,-1.01349,0.382348
24.599,0.990457,0.048678,2,7,0,-24.3814,-0.973373,0.351961
24.6597,1,0.048678,2,3,0,-24.6085,-0.981633,0.351856
24.6287,0.931271,0.048678,3,7,0,-22.5566,-0.979456,0.378107
24.7263,0.998349,0.048678,2,3,0,-24.6112,-0.988257,0.369978
23.8875,0.968378,0.048678,2,7,0,-23.5978,-0.987906,0.416792
24.2812,0.957296,0.048678,2,5,0,-22.3128,-1.03121,0.341116
23.6767,0.947392,0.048678,1,3,0,-22.7033,-0.998268,0.315723
24.0098,0.971142,0.048678,2,7,0,-22.7522,-0.990604,0.412589
24.5384,0.996521,0.048678,2,3,0,-23.9168,-0.990376,0.388277
23.3457,0.933583,0.048678,3,7,0,-23.2981,-1.05037,0.421366
23.3611,0.929996,0.048678,3,7,0,-22.4358,-0.914412,0.352085
24.2966,1,0.048678,1,1,0,-23.5801,-0.949203,0.355515
22.738,0.790739,0.048678,2,7,0,-22.3398,-1.09989,0.39038
23.5673,0.962597,0.048678,2,3,0,-21.7101,-0.947104,0.416264
24.4702,1,0.048678,2,3,0,-23.5892,-0.982881,0.391001
24.6093,0.996717,0.048678,2,3,0,-24.3801,-1.01619,0.377675
23.3735,0.868705,0.048678,2,3,0,-23.0649,-0.94156,0.420356
22.6814,1,0.048678,2,3,0,-22.3605,-0.999218,0.452254
23.4024,0.88697,0.048678,3,7,0,-21.2903,-0.969556,0.313847
23.017,0.717976,0.048678,2,3,0,-21.9433,-1.07467,0.334632
23.017,0.66177,0.048678,1,3,0,-18.4086,-1.07467,0.334632
24.1359,1,0.048678,2,3,0,-22.7723,-0.979425,0.328061
24.6224,0.982458,0.048678,2,3,0,-23.9226,-1.00781,0.347437
23.6925,0.750431,0.048678,2,3,0,-21.9374,-0.961035,0.322418
23.5632,0.970055,0.048678,3,7,0,-22.6513,-1.04086,0.323814
22.796,0.85711,0.048678,1,1,0,-22.6888,-1.05381,0.31495
22.7255,0.99935,0.048678,2,3,0,-22.4045,-1.05244,0.313074
22.7928,1,0.048678,3,7,0,-22.106,-1.01081,0.448692
22.8111,0.939014,0.048678,2,7,0,-21.7684,-1.06915,0.428422
24.177,0.903062,0.048678,1,3,0,-21.1855,-0.96764,0.400918
24.6546,0.963503,0.048678,2,7,0,-23.0447,-1.01595,0.371925
24.2449,0.866285,0.048678,1,3,0,-23.7283,-0.944474,0.372474
24.3577,1,0.048678,1,1,0,-24.2025,-0.950349,0.369637
24.7203,1,0.048678,2,3,0,-24.4239,-1.00481,0.370529
22.468,0.76851,0.048678,2,7,0,-20.1877,-1.08463,0.330185
23.1755,1,0.048678,2,7,0,-22.5559,-0.90331,0.372573
24.1157,1,0.048678,2,3,0,-23.1639,-1.04564,0.389626
24.2656,0.925274,0.048678,1,3,0,-23.3695,-0.973699,0.399001
24.7079,1,0.048678,2,3,0,-24.254,-0.99583,0.374603
24.6728,0.988868,0.048678,2,5,0,-24.6049,-0.975346,0.363813
24.2642,0.955805,0.048678,2,3,0,-24.1681,-0.947733,0.354983
23.9973,0.921086,0.048678,2,3,0,-23.0094,-0.968818,0.3272
24.2077,0.84319,0.048678,1,3,0,-22.5358,-1.04397,0.349638
24.4086,0.972874,0.048678,1,3,0,-23.6355,-0.98735,0.335652
23.0474,0.875859,0.048678,1,3,0,-21.9653,-0.99228,0.305117
23.715,0.867554,0.048678,2,3,0,-22.097,-0.95122,0.327553
24.148,0.929312,0.048678,2,7,0,-20.5294,-0.939728,0.373724
24.5667,0.755138,0.048678,2,3,0,-21.6798,-1.01101,0.384129
24.1847,0.933371,0.048678,2,7,0,-23.6582,-1.04684,0.352303
24.5386,0.970233,0.048678,2,3,0,-23.8546,-1.00805,0.342276
21.3508,0.435193,0.048678,2,3,0,-20.4638,-0.867917,0.350539
23.6687,1,0.048678,1,1,0,-21.9152,-0.923028,0.354882
22.8473,0.940208,0.048678,2,3,0,-22.7376,-0.898544,0.355282
21.1217,0.641216,0.048678,1,1,0,-20.9249,-0.864649,0.348743
23.0851,0.991173,0.048678,2,7,0,-20.9676,-1.09076,0.383767
23.0651,0.85346,0.048678,2,3,0,-20.8449,-1.09122,0.384713
22.5283,0.964268,0.048678,2,3,0,-22.3438,-1.10676,0.383179
23.47,1,0.048678,2,3,0,-22.1398,-0.91836,0.351
23.47,0.621331,0.048678,1,1,0,-22.0093,-0.91836,0.351
22.9171,0.990875,0.048678,3,7,0,-22.8224,-1.07191,0.329414
24.1826,1,0.048678,2,7,0,-22.3579,-1.04844,0.355201
23.5641,0.711548,0.048678,1,3,0,-21.6632,-0.918343,0.357796
23.4786,1,0.048678,3,7,0,-23.1709,-0.912898,0.373835
24.4426,0.96888,0.048678,1,3,0,-22.8588,-0.984564,0.392939
24.3367,0.984098,0.048678,3,7,0,-24.2196,-1.02962,0.342701
24.5087,0.716881,0.048678,2,3,0,-21.9459,-0.959955,0.365275
18.7138,0.699435,0.048678,2,3,0,-17.8594,-1.12955,0.309906
20.5737,1,0.048678,3,7,0,-18.1618,-0.843882,0.373766
23.9184,1,0.048678,2,3,0,-20.4111,-0.988353,0.415743
24.0559,0.952597,0.048678,2,7,0,-23.1248,-0.935364,0.373924
21.6314,0.815479,0.048678,2,3,0,-21.4412,-0.863603,0.382432
22.8686,0.956221,0.048678,2,7,0,-20.4542,-1.03295,0.442747
21.466,0.950136,0.048678,2,3,0,-21.2858,-0.958569,0.477792
21.8685,1,0.048678,1,1,0,-21.4602,-0.974038,0.470794
22.4286,0.999614,0.048678,2,3,0,-21.4396,-1.05009,0.449455
23.3025,0.864492,0.048678,2,3,0,-20.5002,-0.943836,0.424019
23.6792,0.985398,0.048678,2,7,0,-22.4418,-1.05595,0.337425
23.6666,0.982405,0.048678,3,7,0,-22.2482,-1.06226,0.398283
24.5821,1,0.048678,2,3,0,-23.4502,-1.01269,0.382228
22.2501,0.779339,0.048678,2,3,0,-21.9348,-1.0994,0.421623
23.753,1,0.048678,2,3,0,-22.2547,-1.01856,0.419247
23.4904,0.932272,0.048678,2,7,0,-21.5036,-0.925432,0.341609
21.221,0.831041,0.048678,2,3,0,-20.9006,-1.12869,0.354539
23.8419,0.993267,0.048678,2,7,0,-21.6309,-0.936977,0.342975
24.0993,0.979504,0.048678,2,5,0,-22.5328,-0.937218,0.372895
24.7522,0.994136,0.048678,2,3,0,-23.9144,-0.993449,0.363332
24.6354,0.975094,0.048678,2,7,0,-24.5214,-1.01801,0.355767
24.0109,0.93132,0.048678,2,3,0,-23.9428,-1.05158,0.347411
22.2407,0.886643,0.048678,2,3,0,-21.9946,-0.932866,0.308748
24.1575,0.949557,0.048678,2,3,0,-21.8565,-1.00002,0.32696
23.3968,0.757087,0.048678,2,7,0,-21.4141,-0.91816,0.398734
24.0813,0.957227,0.048678,2,3,0,-22.6002,-1.02406,0.405272
24.0925,0.973955,0.048678,3,7,0,-23.6545,-0.944926,0.34634
24.5518,1,0.048678,2,3,0,-24.0752,-0.988266,0.342004
23.521,0.932435,0.048678,2,3,0,-23.482,-1.02578,0.317
22.9033,0.870691,0.048678,1,1,0,-22.8681,-1.04357,0.312104
24.3395,0.978548,0.048678,2,3,0,-21.9243,-1.02985,0.343024
24.5627,0.739715,0.048678,2,3,0,-21.9825,-0.966191,0.356829
24.6384,0.99437,0.048678,2,5,0,-24.1596,-0.975655,0.37403
23.1205,0.927412,0.048678,3,7,0,-22.0806,-1.03131,0.435994
24.1628,1,0.048678,2,3,0,-23.175,-1.00321,0.406526
23.0718,0.939935,0.048678,3,7,0,-22.0159,-0.98642,0.441636
24.0725,0.952395,0.048678,3,7,0,-22.1982,-0.949078,0.39499
23.515,0.792521,0.048678,1,3,0,-21.7878,-1.04632,0.417435
23.1046,0.918391,0.048678,2,7,0,-21.9638,-0.973528,0.439242
24.4635,0.896288,0.048678,3,7,0,-21.7256,-1.00802,0.391646
24.0147,0.946727,0.048678,3,7,0,-22.8674,-0.952781,0.400767
22.3506,0.817748,0.048678,2,3,0,-22.0293,-0.881346,0.390763
22.3213,1,0.048678,2,3,0,-21.7082,-0.885287,0.406245
22.7095,0.932481,0.048678,2,3,0,-21.3241,-1.10187,0.374242
23.7142,0.920045,0.048678,2,7,0,-20.0154,-1.02394,0.419253
20.8273,0.946474,0.048678,3,7,0,-20.6908,-0.967984,0.493548
20.5577,0.983551,0.048678,2,3,0,-19.9516,-0.953335,0.497123
21.3659,0.883173,0.048678,2,7,0,-18.1505,-1.06803,0.470081
23.9565,0.978772,0.048678,2,7,0,-20.5165,-0.936538,0.388357
24.1904,0.99911,0.048678,2,7,0,-23.6834,-0.970587,0.401431
24.5211,0.983167,0.048678,2,7,0,-23.2955,-0.962793,0.373099
24.2791,0.857329,0.048678,2,3,0,-22.8909,-1.04073,0.350392
24.2252,0.908512,0.048678,2,3,0,-23.1335,-0.956451,0.341755
24.2464,0.753174,0.048678,2,7,0,-21.2985,-1.0459,0.377384
24.4228,0.997296,0.048678,2,7,0,-23.7421,-0.976555,0.339048
24.2152,0.995303,0.048678,2,3,0,-24.1318,-1.00267,0.328826
23.9198,0.836791,0.048678,2,3,0,-23.3984,-0.940728,0.342367
23.928,0.832382,0.048678,2,3,0,-22.5134,-0.965861,0.326399
23.2444,0.743427,0.048678,2,3,0,-21.4981,-1.05611,0.325243
23.105,0.973018,0.048678,2,3,0,-22.6237,-1.0717,0.334214
24.1654,0.95984,0.048678,2,3,0,-22.6107,-0.991253,0.327224
24.6745,0.933516,0.048678,2,3,0,-23.692,-1.00801,0.352112
24.2339,0.967493,0.048678,2,3,0,-24.1306,-1.00804,0.330106
24.0941,0.96658,0.048678,3,7,0,-23.9383,-1.02338,0.404972
23.2499,0.883067,0.048678,2,3,0,-22.7733,-1.08314,0.391575
22.9314,0.981759,0.048678,2,7,0,-22.2296,-0.941156,0.434713
22.595,0.984909,0.048678,2,3,0,-22.5408,-0.921848,0.434939
22.8566,0.994875,0.048678,3,7,0,-21.3013,-1.06916,0.42684
23.9695,0.970382,0.048678,2,7,0,-22.1359,-0.931157,0.370072
22.5084,0.745327,0.048678,2,3,0,-20.8366,-0.884739,0.383951
24.6492,1,0.048678,2,3,0,-22.8668,-1.01863,0.368505
24.6874,0.924326,0.048678,3,7,0,-23.3515,-1.01387,0.359954
24.6686,0.991141,0.048678,3,7,0,-24.3377,-1.01709,0.362648
24.2533,0.95658,0.048678,2,3,0,-24.2293,-0.944883,0.372279
23.4202,0.949188,0.048678,2,3,0,-23.3914,-0.911123,0.377048
23.242,0.98888,0.048678,2,3,0,-23.2261,-1.08629,0.380631
22.8029,0.892844,0.048678,1,1,0,-22.558,-1.09939,0.374574
22.1308,0.997854,0.048678,2,7,0,-21.055,-0.907246,0.323152
20.6153,0.990527,0.048678,2,3,0,-19.7302,-1.05427,0.288227
21.5529,0.93991,0.048678,2,3,0,-19.3736,-0.909074,0.312223
23.9437,0.924365,0.048678,3,7,0,-20.5668,-1.05743,0.352193
24.051,0.849273,0.048678,2,3,0,-22.2118,-0.937532,0.35525
23.8062,0.754722,0.048678,1,3,0,-21.7203,-1.06643,0.362008
24.7482,1,0.048678,2,3,0,-23.9101,-0.992711,0.36627
23.657,0.775559,0.048678,1,3,0,-23.2451,-0.919076,0.372634
23.4905,0.995048,0.048678,2,7,0,-23.4704,-1.07251,0.350168
24.3927,0.891513,0.048678,2,3,0,-22.7114,-1.01456,0.337425
24.3825,0.873052,0.048678,1,3,0,-23.2628,-0.953354,0.357179
23.6196,0.975531,0.048678,2,7,0,-23.0928,-1.00644,0.315119
24.6777,0.957366,0.048678,2,7,0,-23.2965,-0.980626,0.372941
24.5384,0.986543,0.048678,2,3,0,-24.5177,-1.02931,0.368775
23.1143,0.786965,0.048678,2,3,0,-22.4663,-1.08764,0.391988
23.8398,0.936571,0.048678,2,3,0,-22.2574,-1.05801,0.393019
22.5779,0.992041,0.048678,3,7,0,-22.3213,-0.950065,0.448165
23.2195,0.997827,0.048678,2,3,0,-22.5255,-0.985212,0.43742
23.0888,0.998827,0.048678,3,7,0,-23.0557,-0.976968,0.440201
24.5587,0.981794,0.048678,2,7,0,-22.4267,-1.02691,0.370942
24.3093,0.991274,0.048678,2,3,0,-24.1372,-0.976618,0.397812
24.5164,0.973297,0.048678,2,7,0,-23.9066,-1.03112,0.36161
24.5015,0.957916,0.048678,2,3,0,-24.0436,-1.02888,0.353776
23.7671,0.927024,0.048678,2,3,0,-23.0362,-0.975979,0.319619
24.2419,1,0.048678,2,3,0,-23.5127,-0.968223,0.335198
22.3066,0.837576,0.048678,1,3,0,-20.1561,-1.00172,0.295509
24.7359,0.961454,0.048678,3,7,0,-20.5247,-0.99422,0.356713
24.4763,0.978771,0.048678,3,7,0,-24.3697,-0.997113,0.337774
23.0815,0.794485,0.048678,2,3,0,-21.8664,-0.966319,0.309168
23.6806,1,0.048678,2,3,0,-22.9369,-1.02344,0.319612
24.4636,0.942863,0.048678,2,3,0,-23.0257,-0.984112,0.338565
23.5292,0.78005,0.048678,2,3,0,-23.121,-1.06137,0.337395
24.2731,1,0.048678,2,3,0,-23.6239,-0.963191,0.339141
23.9704,0.807297,0.048678,3,7,0,-22.8409,-1.05713,0.384255
20.8614,0.925068,0.048678,2,7,0,-20.1746,-0.955106,0.285694
20.2692,0.909196,0.048678,1,1,0,-19.9507,-0.952023,0.281292
22.6941,1,0.048678,2,3,0,-20.1297,-1.04948,0.311198
21.5875,0.991229,0.048678,2,3,0,-20.9153,-0.964286,0.29075
20.8521,0.513759,0.048678,2,3,0,-18.9382,-1.0828,0.303003
24.589,0.782544,0.048678,2,3,0,-18.8305,-1.02397,0.357843
24.6357,0.977817,0.048678,2,7,0,-24.2959,-0.983043,0.34893
23.9006,0.935887,0.048678,2,7,0,-23.0346,-0.978092,0.322209
22.7233,0.931937,0.048678,2,3,0,-22.458,-0.991093,0.300642
